NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE2,FDE6,FDC3,FDC9,HDE4,HDC3,FDC2,HDC2,FDE5,FDC5
Bella,0,X1,HDC4,FDC4,FDE6,HDE1,FDC11,HDC3,FDE3,FDC7,FDC8,HDE4
Caleb,0,X1,HDC4,FDC4,FDE6,FDC7,HDE1,FDE2,HDC2,HDE4,FDC1,FDC6
Delilah,0,X1,FDC8,FDC1,HDE2,HDE4,FDC9,FDE4,HDC4,HDC1,FDC3,FDE1
Ethan,0,X1,FDC6,FDE2,FDC5,HDE2,FDC9,HDE3,HDC1,HDC2,FDE5,FDC2
Fiona,0,X1,HDE4,HDC3,FDE5,FDC8,HDC2,FDC1,FDE6,FDC10,HDE1,FDC9
Gabriel,0,X1,FDC11,HDC4,HDE1,FDC2,FDC1,FDC7,FDE1,FDE6,HDC3,HDE3
Hannah,0,X1,FDE6,HDC4,FDC8,FDC5,HDE2,FDE1,FDC11,HDC3,HDE3,FDC1
Isaac,0,X1,HDE4,FDC4,FDC8,FDE6,HDC2,HDE3,FDC11,FDC6,HDC3,FDE1
Jasmine,0,X1,HDE2,FDC5,FDE4,HDC2,FDC7,FDC2,FDE3,HDC3,HDE3,FDC8
Kaden,0,X2,FDC10,FDE4,FDC1,FDC8,FDC2,HDE4,HDE1,HDC2,FDE6,HDC4
Lily,0,X2,FDC5,HDE4,HDC3,FDC8,FDE4,HDE2,HDC4,FDE2,FDC2,FDC1
Mason,0,X2,HDC3,HDC2,FDE2,HDE3,FDC3,HDE2,FDC8,FDC5,FDC9,FDE5
Nora,0,X2,HDC3,FDC7,FDC8,HDE2,HDE1,FDE3,FDE5,FDC6,FDC11,HDC4
Oliver,0,X2,HDE3,FDE1,FDC8,HDC2,FDC10,FDC9,HDC1,HDE1,FDE5,FDC5
Penelope,0,X2,HDC2,HDE2,FDE1,FDC2,FDC6,HDE1,FDC11,FDC4,FDE6,HDC1
Quentin,0,X2,FDC9,HDE3,FDE1,FDC11,HDC3,HDC4,FDC7,HDE2,FDE2,FDC6
Rose,0,X2,HDC4,HDE2,HDE4,FDE2,HDC3,FDC7,FDC5,FDE6,FDC9,FDC10
Sebastian,0,X3,HDE1,FDC2,HDE4,FDE6,HDC3,FDE4,FDC9,FDC3,FDC7,HDC2
Tessa,0,X3,FDE2,FDC5,HDC1,FDC6,FDC11,FDE5,HDE1,HDE2,HDC2,FDC7
Uriel,0,X3,FDC3,FDE3,HDE4,HDE2,FDC5,FDC9,FDC11,FDE4,HDC1,HDC4
Violet,0,X3,HDC3,HDC2,FDE2,FDC9,FDC7,FDC3,FDE3,HDE2,HDE4,FDC8
William,0,X3,FDC8,HDE4,FDE4,FDE2,FDC11,FDC6,HDC4,HDE2,HDC3,FDC5
Xena,0,X3,HDE4,FDC4,FDE5,HDE1,FDC2,FDC6,FDC8,FDE2,HDC2,HDC4
Yosef,0,X3,FDC8,HDC2,FDC5,HDE4,FDE1,HDE2,FDC7,FDE3,FDC3,HDC1
Daniel,0,X3,FDC4,FDC7,FDE3,FDC1,HDC2,HDC4,HDE4,HDE1,FDE1,FDC2
Donald,0,X3,HDC1,FDC1,HDE4,FDC2,FDC11,HDC2,HDE3,FDC8,FDE2,FDE6
Zari,0,X3,FDC7,FDE2,FDC6,FDE1,FDC1,HDE2,HDC2,HDC1,FDC2,HDE3
Mohar,0,X3,HDE2,FDE4,HDC3,FDC7,FDE5,FDC5,HDE3,FDC2,HDC2,FDC8
Abdul,0,X3,HDC1,FDE2,HDE2,FDC1,HDC3,HDE4,FDC9,FDE4,FDC3,FDC5
