NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE1,FDE6,FDC7,FDC1,FDC3,HDC2,HDE2,HDC3,FDE1,FDC9
Bella,0,X1,HDE2,FDE4,FDC8,FDE5,HDE4,HDC2,FDC10,FDC2,HDC3,FDC3
Caleb,0,X1,FDC8,HDC1,HDE2,FDE5,FDC2,HDC3,HDE3,FDC1,FDC4,FDE6
Delilah,0,X1,HDC3,FDE2,HDE4,FDC3,FDC10,FDC5,HDE3,HDC1,FDC9,FDE1
Ethan,0,X1,HDC3,HDC2,FDC1,HDE1,HDE4,FDC8,FDC5,FDC10,FDE2,FDE4
Fiona,0,X1,FDC5,HDC1,FDC3,FDE1,HDE3,FDC4,HDC2,HDE1,FDC7,FDE5
Gabriel,0,X1,HDC4,FDC4,FDC11,FDE5,HDE4,HDE3,FDC6,HDC2,FDC7,FDE3
Hannah,0,X1,HDE2,FDC10,FDE4,FDC1,HDC1,HDE4,FDC5,FDE5,HDC3,FDC8
Isaac,0,X1,FDE1,HDE1,HDC1,FDC10,FDE4,FDC3,FDC5,HDC2,FDC6,HDE4
Jasmine,0,X1,FDC5,HDE1,HDE2,FDE4,FDE5,FDC7,HDC2,FDC3,FDC10,HDC1
Kaden,0,X2,FDE2,HDC2,FDC8,HDE3,HDC1,FDC11,FDC3,FDC9,FDE3,HDE2
Lily,0,X2,FDC4,FDC3,FDC1,FDC9,HDE1,FDE5,HDC2,FDE6,HDC1,HDE4
Mason,0,X2,FDC11,FDC4,HDE1,FDE5,HDC2,FDC5,FDC3,HDC4,HDE2,FDE4
Nora,0,X2,HDE2,FDC6,FDC2,FDE6,FDE5,FDC5,HDC2,HDC4,HDE3,FDC4
Oliver,0,X2,HDC4,HDC1,FDC7,HDE3,FDC2,FDE2,HDE1,FDC3,FDC5,FDE4
Penelope,0,X2,FDC1,HDE1,FDE2,HDE4,FDC7,FDC11,HDC2,FDE1,HDC3,FDC10
Quentin,0,X2,HDE1,FDE5,FDC10,FDC5,FDE4,HDC4,FDC7,FDC4,HDC3,HDE2
Rose,0,X2,HDE3,FDC6,FDE6,FDC7,FDE2,HDE2,HDC2,FDC1,HDC1,FDC8
Sebastian,0,X3,HDE4,FDC2,HDC4,FDC3,FDC6,HDC3,FDC8,FDE3,FDE4,HDE2
Tessa,0,X3,FDE5,HDC1,FDC10,FDE4,FDC7,FDC9,FDC3,HDE4,HDE3,HDC3
Uriel,0,X3,HDC3,FDC11,FDC9,FDC4,HDE2,FDC5,FDE3,HDE4,HDC1,FDE2
Violet,0,X3,FDE6,FDC4,FDC3,HDE3,HDC1,FDC10,HDC3,HDE2,FDC6,FDE1
William,0,X3,HDE4,HDC1,HDC3,FDC6,FDC4,FDE3,HDE2,FDC5,FDC8,FDE4
Xena,0,X3,FDE5,FDE3,FDC2,HDE4,HDE2,FDC1,FDC5,HDC2,HDC4,FDC8
Yosef,0,X3,HDE1,FDE5,HDC4,FDC3,FDE6,FDC10,FDC5,FDC7,HDE3,HDC1
Daniel,0,X3,HDC1,FDC6,FDC9,FDE6,FDE2,HDC3,FDC5,HDE1,FDC10,HDE4
Donald,0,X3,FDE1,HDE3,FDC8,HDC1,FDC5,FDE6,FDC9,HDE2,HDC3,FDC3
Zari,0,X3,FDC7,FDC1,FDE3,FDE4,HDE3,FDC5,HDC2,HDE1,HDC4,FDC4
Mohar,0,X3,FDC3,HDC3,HDE2,FDC5,FDE1,HDE3,HDC2,FDC10,FDE3,FDC7
Abdul,0,X3,HDC2,FDC9,HDE3,FDC8,HDE1,HDC1,FDC2,FDC4,FDE4,FDE3
