NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE3,FDC8,FDC5,HDC4,HDE4,FDE5,FDC3,HDC1,FDE1,FDC1
Bella,0,X1,HDC4,HDE1,FDC2,FDE6,FDE4,FDC3,FDC10,HDE4,HDC2,FDC6
Caleb,0,X1,HDC3,FDC9,HDE4,HDC2,FDC8,FDC1,HDE3,FDE4,FDC7,FDE6
Delilah,0,X1,FDC11,FDC8,HDC2,FDE4,FDE2,FDC7,FDC4,HDE1,HDE2,HDC1
Ethan,0,X1,HDC2,FDC7,FDE2,FDC10,FDC3,HDE2,HDE4,FDE4,FDC1,HDC1
Fiona,0,X1,FDC7,FDC10,HDE4,FDE1,HDC1,FDC9,FDE2,HDC3,HDE3,FDC3
Gabriel,0,X1,HDC1,FDC2,FDC11,FDC7,FDC1,FDE4,HDC4,FDE6,HDE4,HDE1
Hannah,0,X1,FDE5,HDC2,FDC5,FDC10,HDC3,HDE3,FDC9,FDE6,HDE1,FDC3
Isaac,0,X1,HDC3,HDC4,FDC5,HDE1,FDC9,FDE5,HDE3,FDC3,FDC4,FDE6
Jasmine,0,X1,HDE1,FDE1,HDC4,HDC3,FDC4,FDC7,FDC10,HDE2,FDE6,FDC3
Kaden,0,X2,HDE4,HDC3,FDE4,HDE3,FDC11,FDE6,HDC1,FDC2,FDC3,FDC10
Lily,0,X2,HDE1,FDC5,HDC2,FDE1,HDC3,HDE3,FDC2,FDE6,FDC8,FDC3
Mason,0,X2,FDC4,FDE6,FDC7,FDC5,HDC3,FDE2,FDC10,HDE3,HDC2,HDE4
Nora,0,X2,HDC2,HDE3,FDE4,FDC7,FDE1,HDC4,HDE4,FDC8,FDC9,FDC11
Oliver,0,X2,FDE5,HDC2,FDC6,FDC2,HDE1,HDC1,HDE2,FDC3,FDC11,FDE6
Penelope,0,X2,HDE2,HDC2,FDC2,FDC5,FDE6,FDC1,FDE1,FDC6,HDE3,HDC1
Quentin,0,X2,HDE4,FDC3,FDC11,FDC6,FDC1,HDE2,HDC4,FDE6,HDC3,FDE2
Rose,0,X2,HDC1,FDC2,FDC3,HDC3,HDE4,HDE1,FDC1,FDC8,FDE5,FDE2
Sebastian,0,X3,FDC6,FDC7,FDC5,FDE6,HDE4,HDE2,HDC2,FDE5,FDC2,HDC3
Tessa,0,X3,HDE3,HDC2,FDC4,FDC7,FDC8,FDE6,HDE2,FDC1,FDE5,HDC3
Uriel,0,X3,HDE3,FDC11,FDC2,FDE2,FDC10,HDC2,HDC4,FDE5,HDE2,FDC4
Violet,0,X3,HDE3,FDC9,HDC3,FDC5,HDC2,FDC2,HDE2,FDE4,FDE3,FDC10
William,0,X3,FDC7,FDE2,FDC5,HDE3,HDC1,HDC3,FDE4,FDC11,FDC6,HDE2
Xena,0,X3,FDE2,HDC1,HDC3,FDC3,FDE5,HDE2,FDC5,FDC2,FDC7,HDE4
Yosef,0,X3,HDC4,FDC1,FDC6,FDE6,FDE1,FDC7,FDC8,HDC1,HDE1,HDE2
Daniel,0,X3,FDC11,FDE1,HDC3,FDE3,HDE2,FDC3,FDC6,HDC1,HDE3,FDC4
Donald,0,X3,FDC9,HDC2,HDE3,HDE1,FDC3,HDC3,FDE5,FDC7,FDE3,FDC6
Zari,0,X3,HDC1,FDC2,HDE1,HDC3,FDE1,FDC5,FDC3,FDE3,FDC4,HDE3
Mohar,0,X3,HDC2,FDE3,HDE4,FDC6,FDE6,FDC1,HDE1,HDC1,FDC3,FDC7
Abdul,0,X3,FDE2,FDC4,FDC1,FDC5,HDC4,FDE5,HDE4,FDC2,HDC2,HDE2
