NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC2,FDE5,HDC3,HDE4,FDE1,FDC4,HDE3,FDC11,FDC9,FDC8
Bella,0,X1,FDE1,FDC7,FDC9,FDC11,FDC6,HDC4,HDE1,HDE2,HDC2,FDE2
Caleb,0,X1,HDE4,FDE2,HDE2,HDC2,FDC5,FDC6,FDC3,FDC4,HDC4,FDE1
Delilah,0,X1,FDC9,FDE1,HDC3,FDE6,FDC2,HDE4,FDC1,HDE1,FDC8,HDC1
Ethan,0,X1,FDE5,HDE3,FDC10,HDC3,FDC4,FDC1,HDC1,FDE1,FDC2,HDE4
Fiona,0,X1,HDE2,HDC3,FDC9,HDE1,FDC1,FDC6,FDE1,FDE2,HDC2,FDC4
Gabriel,0,X1,FDE2,FDC6,FDC4,HDC2,FDE3,HDE1,FDC5,FDC8,HDE3,HDC4
Hannah,0,X1,FDC2,FDC8,FDE6,FDE4,HDC3,HDE4,FDC7,HDC4,FDC5,HDE3
Isaac,0,X1,FDE4,HDE3,FDC4,FDC6,FDC7,HDC3,FDE5,HDC2,HDE4,FDC1
Jasmine,0,X1,HDE4,FDE5,FDC11,HDE2,FDE3,FDC3,HDC1,FDC8,FDC10,HDC3
Kaden,0,X2,FDE5,HDE3,HDC3,FDC4,FDC3,FDC5,FDE3,HDE1,HDC2,FDC10
Lily,0,X2,FDE2,HDC4,FDE1,HDC2,FDC5,FDC6,HDE2,HDE3,FDC9,FDC1
Mason,0,X2,HDC3,FDC3,HDC2,FDE2,FDE1,FDC1,FDC2,HDE3,FDC7,HDE4
Nora,0,X2,FDE4,HDC3,FDE5,FDC1,FDC5,FDC7,HDE3,HDC1,FDC3,HDE4
Oliver,0,X2,FDC4,HDC2,HDC3,FDE3,FDC8,HDE3,HDE1,FDC1,FDE5,FDC2
Penelope,0,X2,FDE4,HDE1,FDC5,HDE2,FDE6,FDC6,FDC7,FDC8,HDC3,HDC4
Quentin,0,X2,FDC6,FDE3,HDC4,FDC7,HDC3,FDE1,HDE1,FDC9,FDC8,HDE4
Rose,0,X2,FDE6,FDE4,FDC8,HDC4,FDC11,FDC6,HDC1,HDE2,HDE3,FDC1
Sebastian,0,X3,HDE4,FDC8,FDE5,FDE3,FDC4,HDC4,HDC3,HDE1,FDC7,FDC2
Tessa,0,X3,FDC10,HDC4,HDC2,HDE4,FDC2,FDC1,HDE2,FDE5,FDE3,FDC9
Uriel,0,X3,FDC2,FDC5,HDE3,FDC7,FDE5,HDC3,HDE2,FDC6,FDE1,HDC4
Violet,0,X3,HDC3,FDC5,FDC9,FDC6,HDC1,FDE2,FDE3,FDC1,HDE4,HDE2
William,0,X3,FDC6,FDE5,FDC8,HDC1,HDE4,FDE4,HDE2,FDC5,FDC10,HDC2
Xena,0,X3,HDE3,FDC11,FDE6,FDE3,FDC5,HDC4,FDC3,FDC10,HDC3,HDE4
Yosef,0,X3,HDC1,FDE5,HDC4,FDC7,FDC10,HDE3,FDE3,HDE4,FDC9,FDC1
Daniel,0,X3,FDC8,HDC2,FDE4,FDC1,HDE1,FDC10,FDE5,HDE4,HDC3,FDC2
Donald,0,X3,FDC5,FDC3,HDC2,FDE5,HDE1,HDE3,FDE3,FDC11,FDC2,HDC1
Zari,0,X3,FDE1,HDE4,FDC7,FDC10,FDC4,HDC1,HDE2,FDE4,HDC4,FDC9
Mohar,0,X3,HDC1,FDC8,FDC1,FDE3,HDE3,FDC11,HDC4,HDE4,FDE5,FDC6
Abdul,0,X3,FDC3,HDC1,FDE1,HDC3,FDE5,HDE2,HDE4,FDC7,FDC11,FDC5
