NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC7,FDE6,FDE4,FDC10,HDE2,HDC3,HDE1,FDC6,HDC4,FDC2
Bella,0,X1,FDE5,HDE2,FDC9,HDC3,HDE4,FDC3,FDC4,FDC5,HDC1,FDE3
Caleb,0,X1,HDE2,HDC4,HDC3,FDE2,FDC6,FDC10,FDE3,HDE1,FDC3,FDC8
Delilah,0,X1,HDE1,FDC4,HDE4,FDC7,FDE6,FDC9,HDC2,FDC1,FDE1,HDC4
Ethan,0,X1,HDC2,FDE1,HDC4,FDE3,FDC9,FDC4,FDC2,FDC3,HDE2,HDE1
Fiona,0,X1,FDC3,HDC3,FDC6,FDE3,HDE1,HDE2,FDC10,FDC1,HDC2,FDE2
Gabriel,0,X1,FDC5,FDE6,FDE2,HDC2,FDC1,HDE3,HDC1,FDC9,FDC4,HDE4
Hannah,0,X1,HDC1,FDC1,HDE2,FDC8,HDC2,FDC3,FDE1,FDC2,FDE3,HDE1
Isaac,0,X1,FDE3,HDE2,HDC4,HDC2,FDC4,FDC2,FDE2,FDC7,FDC8,HDE4
Jasmine,0,X1,FDC7,FDE6,FDC5,HDE1,HDC4,HDE4,HDC2,FDC9,FDC4,FDE1
Kaden,0,X2,FDC6,HDC4,FDE4,FDC3,HDC1,HDE3,FDE2,HDE2,FDC5,FDC2
Lily,0,X2,FDC3,FDC4,FDE5,HDE3,FDC10,HDE2,HDC2,FDE4,FDC1,HDC3
Mason,0,X2,HDE3,FDC4,HDE2,FDC3,HDC1,FDC6,FDE1,HDC4,FDC5,FDE5
Nora,0,X2,FDE3,FDE6,HDC2,HDE2,FDC11,FDC9,FDC8,HDE3,FDC1,HDC4
Oliver,0,X2,HDC4,FDE5,HDE1,FDC11,HDC2,FDC7,FDC1,FDE2,FDC5,HDE3
Penelope,0,X2,HDC2,FDC10,HDE2,HDE4,FDC3,FDE4,FDE1,FDC8,HDC4,FDC4
Quentin,0,X2,HDE1,HDC1,FDC11,FDE4,HDC4,FDC10,FDE3,FDC2,HDE2,FDC9
Rose,0,X2,HDC2,FDE5,HDE1,HDC3,FDC6,FDC9,FDC3,FDE2,FDC10,HDE4
Sebastian,0,X3,FDC1,FDE3,HDE2,FDE5,FDC5,FDC7,HDC4,HDE1,HDC1,FDC10
Tessa,0,X3,HDE4,FDC6,HDE2,FDC11,FDE3,HDC2,FDC8,FDE1,HDC4,FDC9
Uriel,0,X3,FDE5,FDC7,HDE4,FDC6,FDE6,FDC9,HDC2,HDC3,HDE3,FDC8
Violet,0,X3,HDC1,FDC11,HDE3,FDE6,FDC7,FDC10,HDE2,FDE3,FDC6,HDC3
William,0,X3,FDC3,FDC5,HDC4,HDC1,FDE3,HDE1,FDC2,FDE5,HDE4,FDC8
Xena,0,X3,HDE1,HDC2,FDE4,FDC3,FDC9,HDC4,FDC1,FDC8,FDE1,HDE3
Yosef,0,X3,FDC3,FDE6,HDE4,HDE3,HDC2,FDE3,HDC4,FDC9,FDC1,FDC11
Daniel,0,X3,HDC2,FDE4,FDC11,FDE6,HDE4,FDC5,HDC1,FDC10,FDC9,HDE3
Donald,0,X3,FDE1,HDC1,HDE4,FDC4,FDE2,HDE3,FDC3,FDC9,FDC2,HDC2
Zari,0,X3,FDC7,FDC3,FDE3,HDC2,FDE6,HDE1,FDC11,FDC10,HDC3,HDE2
Mohar,0,X3,HDC2,HDC1,FDC10,HDE4,FDC9,HDE2,FDC5,FDC3,FDE5,FDE3
Abdul,0,X3,FDE4,HDE1,FDC4,FDC6,FDE2,HDC4,FDC8,FDC5,HDE4,HDC2
