NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE2,HDC3,HDE1,FDE5,FDC10,FDE2,FDC1,FDC5,HDC4,FDC2
Bella,0,X1,FDC6,FDE5,HDC1,FDC10,FDC11,HDE2,HDC4,HDE4,FDE2,FDC3
Caleb,0,X1,HDE3,HDE4,HDC2,FDC2,FDE1,FDC8,FDC4,FDC7,FDE4,HDC1
Delilah,0,X1,FDC11,HDE4,HDE1,FDC5,HDC4,FDE4,FDC1,HDC2,FDC7,FDE1
Ethan,0,X1,FDE1,FDC11,HDC2,FDC1,HDC1,HDE4,FDE4,FDC7,FDC2,HDE3
Fiona,0,X1,HDC4,HDC1,FDC6,FDE1,FDE3,HDE4,FDC9,HDE1,FDC5,FDC11
Gabriel,0,X1,HDC4,HDE1,HDC2,FDE1,FDC10,FDE3,FDC4,FDC1,FDC11,HDE4
Hannah,0,X1,HDE4,FDC11,FDE6,FDE3,HDE1,FDC5,FDC3,HDC4,FDC2,HDC1
Isaac,0,X1,FDC3,HDC1,HDE3,FDE3,FDC2,HDE2,FDE1,HDC3,FDC4,FDC8
Jasmine,0,X1,FDE1,FDC10,FDE5,HDC2,HDE2,FDC1,HDE1,HDC1,FDC9,FDC8
Kaden,0,X2,FDC3,FDE6,HDC4,FDC5,FDC11,HDC2,FDC6,HDE1,FDE2,HDE3
Lily,0,X2,FDE5,FDC4,FDC6,HDC3,HDE4,FDC3,FDE3,HDC2,FDC7,HDE2
Mason,0,X2,FDC2,HDE4,FDE3,FDC7,HDC1,FDC9,FDE6,FDC11,HDE1,HDC2
Nora,0,X2,HDC1,FDC7,FDE4,FDC2,FDE3,FDC10,HDC4,HDE1,FDC8,HDE3
Oliver,0,X2,FDE2,HDC3,HDC1,HDE2,FDE3,FDC8,FDC1,HDE3,FDC2,FDC7
Penelope,0,X2,FDC11,FDC6,HDC3,FDE1,HDE3,FDE2,FDC10,HDC1,HDE2,FDC3
Quentin,0,X2,FDE5,HDC2,HDE2,FDC10,FDC5,HDE3,HDC1,FDC8,FDC2,FDE2
Rose,0,X2,HDE3,HDC1,HDE4,FDE4,FDC1,HDC3,FDC11,FDC5,FDC2,FDE6
Sebastian,0,X3,FDC4,HDC1,HDE4,FDE1,FDE5,FDC3,FDC11,HDC4,HDE2,FDC7
Tessa,0,X3,HDE2,HDC2,HDE3,FDE2,FDC8,HDC3,FDC10,FDC4,FDE5,FDC6
Uriel,0,X3,FDC10,FDC3,HDC2,FDE2,HDC1,FDC2,HDE3,FDC8,HDE2,FDE4
Violet,0,X3,FDE2,FDE6,HDE3,FDC10,HDC3,FDC1,FDC7,HDE1,FDC8,HDC1
William,0,X3,HDC3,FDE5,HDC4,FDC5,HDE4,FDC11,FDE6,FDC3,FDC10,HDE1
Xena,0,X3,HDE4,FDC8,FDC3,FDE3,HDC4,FDC6,HDE3,FDE6,FDC4,HDC2
Yosef,0,X3,FDC1,FDE1,FDC11,FDC3,HDC2,FDE2,HDE4,HDC3,HDE3,FDC9
Daniel,0,X3,FDE6,FDC10,HDE1,FDC2,HDC3,HDC2,FDC1,FDC8,FDE3,HDE3
Donald,0,X3,HDC2,FDC8,FDE4,FDC3,HDE3,HDC4,HDE2,FDE6,FDC2,FDC9
Zari,0,X3,HDE4,FDE5,FDC11,FDE3,HDC2,HDC4,HDE1,FDC10,FDC9,FDC2
Mohar,0,X3,HDE4,HDC4,FDC6,FDC1,HDC1,HDE1,FDE4,FDC10,FDC4,FDE1
Abdul,0,X3,FDC6,FDE3,HDC3,HDE4,FDC3,HDC4,FDE5,FDC9,HDE2,FDC2
