NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE4,HDE3,HDE1,FDC9,FDC11,FDC7,HDC1,FDE6,HDC2,FDC2
Bella,0,X1,FDC10,HDC1,HDE4,FDE2,HDC3,FDC8,HDE2,FDC3,FDE1,FDC7
Caleb,0,X1,FDC6,FDE4,HDE3,HDC2,FDC8,HDE2,FDC10,HDC1,FDE3,FDC7
Delilah,0,X1,HDE1,FDC11,FDC2,FDE6,HDE3,FDC7,FDC5,HDC2,FDE5,HDC4
Ethan,0,X1,HDC2,HDE4,FDC9,FDE4,FDC2,FDC11,HDC3,FDE3,HDE2,FDC6
Fiona,0,X1,HDE2,FDC10,FDE4,HDC4,FDC11,HDE1,HDC1,FDE6,FDC3,FDC8
Gabriel,0,X1,HDC1,HDE3,FDC7,HDC3,FDC1,HDE1,FDE6,FDC9,FDE1,FDC5
Hannah,0,X1,FDC4,FDC3,HDC4,FDC6,HDE4,FDE6,FDE2,HDC2,HDE1,FDC11
Isaac,0,X1,HDC3,HDE1,HDC4,FDC6,FDE4,FDE6,FDC7,HDE2,FDC5,FDC10
Jasmine,0,X1,HDC1,HDE2,FDC4,HDE4,FDC10,FDE5,FDC3,FDE2,FDC7,HDC4
Kaden,0,X2,HDE3,FDC2,FDC8,HDC1,FDE3,FDC9,FDE2,HDE4,FDC11,HDC4
Lily,0,X2,FDC9,FDE3,HDC2,FDC7,HDE2,FDC1,FDE2,FDC4,HDE3,HDC3
Mason,0,X2,FDC7,FDC4,HDC3,FDC1,HDC1,HDE3,FDE4,HDE1,FDC8,FDE5
Nora,0,X2,HDE1,FDE5,FDC10,HDC1,FDC4,HDC4,FDE6,FDC7,HDE2,FDC5
Oliver,0,X2,HDE4,FDC9,FDC1,HDC4,FDC11,FDC3,FDE1,HDC3,HDE1,FDE3
Penelope,0,X2,FDC10,FDE5,FDC4,FDE4,FDC5,HDC2,HDC4,FDC6,HDE2,HDE3
Quentin,0,X2,HDE4,FDC5,HDC2,HDC3,FDE3,HDE1,FDC11,FDC10,FDC3,FDE1
Rose,0,X2,HDE4,HDC4,HDC2,FDC4,FDE4,HDE1,FDC5,FDE5,FDC10,FDC7
Sebastian,0,X3,HDE4,HDE2,FDC11,FDC7,FDE6,FDC3,HDC3,FDC2,FDE4,HDC1
Tessa,0,X3,HDE4,FDE4,HDC3,FDC1,FDC6,HDC4,FDC8,FDC4,HDE2,FDE1
Uriel,0,X3,FDC11,HDC2,FDC3,FDE3,HDE4,FDC7,HDC1,FDC6,FDE1,HDE1
Violet,0,X3,HDC3,FDE6,HDC4,FDC5,HDE2,FDE4,FDC8,FDC2,FDC9,HDE4
William,0,X3,HDE3,HDE2,HDC2,FDC11,FDC4,FDE5,FDC10,HDC4,FDC7,FDE1
Xena,0,X3,HDE1,HDE2,FDC1,FDC9,FDE4,FDC2,FDC7,FDE2,HDC1,HDC2
Yosef,0,X3,HDE3,HDC4,FDC7,FDC1,FDE1,FDE5,HDE1,FDC5,FDC11,HDC2
Daniel,0,X3,HDE1,FDC3,FDE2,FDE3,HDC3,FDC7,HDE4,FDC8,FDC1,HDC2
Donald,0,X3,FDC4,FDE5,HDC2,FDC3,FDC1,HDC1,FDE3,FDC9,HDE3,HDE1
Zari,0,X3,FDC10,HDE4,HDC3,HDE2,FDE1,FDC9,HDC4,FDC11,FDC7,FDE2
Mohar,0,X3,HDC1,FDC11,HDE4,FDE3,FDC2,FDE6,HDC2,HDE1,FDC4,FDC9
Abdul,0,X3,HDE2,FDC9,FDE6,FDC6,FDC11,FDE2,FDC10,HDC3,HDE4,HDC2
