NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC1,FDC7,FDE2,FDE5,FDC2,FDC4,HDC4,HDE3,FDC3,HDE4
Bella,0,X1,FDC10,FDC11,FDC3,FDC5,FDE6,FDE1,HDC4,HDE1,HDC2,HDE4
Caleb,0,X1,FDC1,FDE3,FDC8,FDE4,HDE2,HDC1,HDC4,FDC5,FDC9,HDE3
Delilah,0,X1,FDE2,HDC4,FDC10,FDC8,HDE4,FDC5,FDC7,FDE6,HDC3,HDE1
Ethan,0,X1,HDE1,FDC11,FDE5,FDC3,FDC4,FDC8,HDC4,HDE4,HDC1,FDE2
Fiona,0,X1,FDE1,HDC4,FDC11,HDE1,FDE5,FDC3,FDC2,HDC2,HDE4,FDC6
Gabriel,0,X1,FDC3,HDC4,FDE3,FDE6,HDE1,HDC1,FDC10,FDC1,FDC5,HDE4
Hannah,0,X1,HDE2,HDC3,FDE6,FDC1,HDE3,FDC3,FDC10,HDC2,FDE1,FDC9
Isaac,0,X1,HDE3,HDC2,FDC11,FDE1,FDC1,HDE1,FDC6,FDE3,FDC5,HDC4
Jasmine,0,X1,HDC1,HDC3,FDC10,FDC4,FDC6,FDE3,FDE1,FDC2,HDE4,HDE1
Kaden,0,X2,HDE1,HDC1,FDC4,FDC10,HDE4,HDC2,FDC2,FDC11,FDE5,FDE6
Lily,0,X2,FDC9,FDE4,FDC10,FDC2,FDC11,HDC4,HDE4,FDE6,HDE2,HDC2
Mason,0,X2,HDE4,FDC2,HDC2,FDE4,HDC4,FDE3,FDC6,FDC4,HDE3,FDC7
Nora,0,X2,FDC7,HDC4,HDE2,FDE5,FDC11,FDE6,HDE3,HDC1,FDC9,FDC4
Oliver,0,X2,FDC2,HDE2,FDE4,FDE2,HDC3,HDE3,FDC5,HDC2,FDC9,FDC8
Penelope,0,X2,FDC6,FDE6,FDE2,HDC2,HDE4,HDC4,HDE2,FDC4,FDC5,FDC7
Quentin,0,X2,FDE4,HDC1,FDC4,HDE4,HDC4,FDE6,HDE2,FDC7,FDC8,FDC11
Rose,0,X2,FDC4,FDC6,HDE2,HDE1,HDC4,HDC3,FDE3,FDC3,FDE4,FDC5
Sebastian,0,X3,HDC3,FDC10,FDE5,HDE1,FDC5,FDE4,FDC2,HDE3,FDC11,HDC2
Tessa,0,X3,FDC9,HDC3,FDE3,HDC2,FDC11,FDC4,HDE2,HDE3,FDE4,FDC10
Uriel,0,X3,HDE4,FDC2,FDE6,FDC8,FDC6,HDC2,HDC1,HDE1,FDC11,FDE3
Violet,0,X3,HDE1,HDE4,FDC7,FDC8,HDC4,FDC9,FDE2,FDE1,HDC1,FDC5
William,0,X3,FDC10,HDE2,FDE4,FDC7,HDC4,FDE5,HDC2,FDC6,FDC3,HDE4
Xena,0,X3,HDC3,FDE1,HDE3,FDC1,FDE4,HDC1,FDC8,FDC11,HDE2,FDC2
Yosef,0,X3,HDE1,HDE3,FDC9,FDE5,FDC4,HDC2,FDC7,HDC3,FDC8,FDE3
Daniel,0,X3,FDE2,HDE1,HDC4,HDE2,FDC8,FDC3,FDC9,HDC2,FDE6,FDC10
Donald,0,X3,HDC2,HDC3,HDE1,FDE3,FDC1,FDC4,FDE1,HDE4,FDC5,FDC10
Zari,0,X3,FDC11,HDE1,FDE1,FDC10,HDC1,FDC5,HDC3,FDE6,HDE4,FDC6
Mohar,0,X3,HDE4,FDC5,HDC3,FDC3,FDC2,FDE3,HDC2,FDE2,HDE3,FDC1
Abdul,0,X3,HDC1,HDC4,HDE2,FDC2,FDC7,FDC11,FDC5,HDE3,FDE3,FDE1
