NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC3,FDE2,FDC1,HDE3,FDC9,FDE3,HDC1,HDE2,FDC5,FDC8
Bella,0,X1,FDC7,HDC3,HDE2,FDC9,FDC10,FDE6,HDE1,FDC3,HDC1,FDE1
Caleb,0,X1,FDC6,HDE1,HDE3,FDC3,FDC7,HDC1,FDE3,FDE4,FDC10,HDC2
Delilah,0,X1,FDE3,HDC4,FDC9,FDC11,FDE5,HDC2,HDE4,HDE1,FDC3,FDC7
Ethan,0,X1,HDE1,HDC1,HDC4,FDC3,FDC11,FDC8,HDE3,FDE5,FDE3,FDC4
Fiona,0,X1,HDC2,FDC6,HDC1,FDC7,FDE3,HDE4,HDE3,FDC4,FDE6,FDC5
Gabriel,0,X1,HDC3,FDE4,FDC6,HDE2,FDC8,HDE4,FDC2,FDE2,HDC1,FDC3
Hannah,0,X1,HDE4,FDC9,FDC3,HDC3,HDE2,FDE3,FDC6,HDC4,FDC4,FDE4
Isaac,0,X1,FDC11,FDC6,HDE3,HDC4,HDC1,FDC9,HDE4,FDE6,FDC1,FDE5
Jasmine,0,X1,HDC4,HDE4,HDE1,HDC2,FDC8,FDE4,FDC10,FDC11,FDE2,FDC1
Kaden,0,X2,HDE1,FDE2,FDC10,HDC2,HDC1,FDC7,FDC1,FDC9,HDE3,FDE3
Lily,0,X2,HDE2,FDC9,HDC4,FDC3,FDC8,FDE2,HDC1,FDC4,HDE1,FDE1
Mason,0,X2,FDC11,FDC4,FDC10,FDC6,FDE3,HDC4,FDE2,HDE2,HDC1,HDE1
Nora,0,X2,HDC3,FDC7,FDC3,FDC5,FDE5,HDE4,FDC6,HDC2,HDE2,FDE2
Oliver,0,X2,FDC2,HDE1,FDC5,FDC7,FDE4,HDC2,HDC4,HDE4,FDE3,FDC9
Penelope,0,X2,FDC8,HDE3,FDE1,HDC2,FDC3,FDC10,HDC4,FDC4,HDE2,FDE4
Quentin,0,X2,FDC1,HDC2,FDE6,HDC3,FDC10,HDE3,HDE2,FDC2,FDE4,FDC9
Rose,0,X2,FDC10,HDC4,FDC1,FDE4,FDC6,FDE3,HDC3,FDC7,HDE4,HDE1
Sebastian,0,X3,FDC4,FDC3,HDE2,FDE2,FDC7,FDE1,HDC3,HDE4,FDC1,HDC4
Tessa,0,X3,HDE4,FDC10,HDC4,FDE5,HDE3,HDC3,FDE2,FDC2,FDC7,FDC11
Uriel,0,X3,FDC9,HDC1,FDE1,HDE1,FDC4,FDC8,HDE2,FDE5,HDC3,FDC3
Violet,0,X3,HDC4,FDC11,FDC2,HDE3,FDC10,FDC1,FDE4,FDE3,HDC1,HDE4
William,0,X3,HDC3,FDC7,FDC3,FDC2,HDC2,HDE2,FDC9,FDE2,FDE4,HDE3
Xena,0,X3,HDC1,HDE2,HDC4,FDE5,HDE3,FDC2,FDE4,FDC4,FDC10,FDC6
Yosef,0,X3,FDE3,FDC1,HDC2,FDE6,FDC9,HDE1,FDC11,FDC2,HDC3,HDE2
Daniel,0,X3,FDC3,FDE3,FDC8,FDC11,HDC2,HDE4,HDC4,HDE1,FDE1,FDC4
Donald,0,X3,FDC3,FDE5,HDE1,HDC4,FDE3,HDE3,HDC2,FDC1,FDC9,FDC2
Zari,0,X3,HDE2,FDE3,FDC1,HDE4,FDE2,FDC3,FDC8,FDC2,HDC1,HDC2
Mohar,0,X3,HDE4,HDC4,FDC1,FDC5,FDC8,FDC3,HDE2,FDE2,FDE5,HDC3
Abdul,0,X3,HDE1,HDE2,FDC3,HDC2,FDC7,FDC6,FDE2,FDC5,FDE4,HDC4
