NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC3,FDE2,FDC4,FDC9,HDE3,FDC11,HDC2,HDE1,FDE5,FDC5
Bella,0,X1,HDC3,HDE4,FDC3,FDE5,FDC8,FDC10,HDC1,FDE2,HDE2,FDC5
Caleb,0,X1,HDC3,FDE3,FDC4,HDC4,HDE1,FDE6,HDE3,FDC7,FDC1,FDC3
Delilah,0,X1,HDE1,FDE2,FDC5,HDE2,FDE1,FDC1,FDC4,HDC3,FDC2,HDC1
Ethan,0,X1,HDC1,FDC6,FDC3,FDE1,HDC2,HDE4,FDE4,HDE2,FDC4,FDC11
Fiona,0,X1,FDC9,HDE2,FDC7,FDE2,HDC1,FDC3,HDC3,HDE1,FDC4,FDE1
Gabriel,0,X1,HDC3,HDE3,FDE1,HDC1,FDC2,FDE4,FDC1,HDE2,FDC11,FDC8
Hannah,0,X1,FDC1,FDE6,HDE4,FDC6,HDE1,FDC8,HDC4,FDE5,HDC3,FDC9
Isaac,0,X1,HDC2,FDC10,FDC8,FDC4,HDC3,HDE2,FDE4,HDE1,FDC7,FDE3
Jasmine,0,X1,HDE2,FDE2,HDC1,FDE4,HDE1,FDC2,HDC3,FDC7,FDC9,FDC4
Kaden,0,X2,HDE2,FDE4,FDC1,FDE5,HDC4,HDE1,HDC1,FDC8,FDC11,FDC5
Lily,0,X2,HDE3,HDC2,FDC10,FDC8,FDE5,FDC4,HDC4,FDE2,FDC7,HDE1
Mason,0,X2,FDE6,FDC2,HDE4,HDC3,HDC1,HDE3,FDC11,FDC10,FDE5,FDC6
Nora,0,X2,FDC2,FDE5,HDE2,FDC4,HDC1,FDC6,HDE4,HDC4,FDC10,FDE6
Oliver,0,X2,HDE2,FDE5,FDC5,FDC2,HDE1,FDC7,FDC6,FDE1,HDC2,HDC1
Penelope,0,X2,HDE2,HDC1,FDC1,HDE4,FDC4,HDC2,FDC7,FDE3,FDE4,FDC10
Quentin,0,X2,FDE3,HDC3,FDC11,HDE4,HDC1,FDC5,FDC10,HDE1,FDC3,FDE4
Rose,0,X2,HDC4,FDC1,HDE1,FDE5,FDC6,FDC2,HDC2,FDE2,FDC5,HDE3
Sebastian,0,X3,HDC1,HDC2,HDE2,FDC4,FDC3,FDE3,HDE3,FDE5,FDC7,FDC2
Tessa,0,X3,HDE4,HDE3,FDC9,HDC1,FDE1,FDC3,FDE2,FDC11,HDC3,FDC10
Uriel,0,X3,FDE1,FDC6,HDE4,FDC5,HDE3,HDC4,FDE3,HDC1,FDC10,FDC2
Violet,0,X3,HDC2,FDC3,HDE3,FDE3,HDE2,FDE5,FDC6,FDC1,FDC11,HDC1
William,0,X3,HDC1,FDE4,FDC7,FDC4,HDC3,HDE4,FDC1,FDE1,HDE2,FDC9
Xena,0,X3,FDC2,FDC6,HDE3,HDC1,HDC2,FDE2,HDE1,FDE3,FDC9,FDC10
Yosef,0,X3,FDC1,FDC3,HDC3,FDE3,HDC2,FDE2,FDC9,HDE4,HDE1,FDC5
Daniel,0,X3,FDC8,FDC7,FDE2,FDC9,HDE2,FDE5,HDC1,HDC2,HDE4,FDC1
Donald,0,X3,FDC11,HDE1,HDC4,HDE2,FDE6,HDC2,FDE4,FDC8,FDC9,FDC2
Zari,0,X3,HDC1,FDC6,FDC11,FDC10,HDE2,FDE5,HDC2,FDE4,HDE1,FDC9
Mohar,0,X3,HDE4,FDC4,HDC2,HDE1,FDE5,FDC1,HDC4,FDC3,FDC10,FDE2
Abdul,0,X3,HDC1,FDE4,HDC4,FDC9,HDE4,FDC2,FDC7,HDE1,FDC5,FDE3
