NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC1,FDE6,HDC3,FDC11,HDC2,HDE3,FDC7,HDE1,FDC4,FDE3
Bella,0,X1,HDE1,HDE3,FDC2,FDE3,FDC4,FDC10,FDE2,HDC3,HDC1,FDC6
Caleb,0,X1,FDE5,HDE3,HDE2,HDC1,FDE3,FDC6,FDC9,HDC4,FDC5,FDC10
Delilah,0,X1,FDC11,FDC10,HDE3,FDC4,FDE2,HDE4,FDC6,FDE1,HDC3,HDC1
Ethan,0,X1,FDC7,FDC3,FDC9,FDE5,FDE1,HDC1,HDE1,HDC4,FDC10,HDE2
Fiona,0,X1,FDC10,FDC3,HDE1,HDE3,HDC4,FDC6,FDE3,HDC3,FDC8,FDE1
Gabriel,0,X1,FDC2,FDC4,HDE3,FDE6,HDC3,FDC9,HDC1,HDE4,FDC3,FDE1
Hannah,0,X1,FDC9,HDC1,FDE1,FDE3,HDE4,FDC5,FDC7,HDE2,HDC3,FDC4
Isaac,0,X1,HDC2,FDE3,FDC3,FDC11,HDC3,FDE2,HDE4,HDE1,FDC5,FDC1
Jasmine,0,X1,FDC6,FDC1,FDE4,FDC7,FDE6,HDC4,HDC3,HDE3,FDC11,HDE4
Kaden,0,X2,FDE4,FDE6,FDC3,FDC7,FDC8,HDE2,HDE4,HDC2,HDC4,FDC5
Lily,0,X2,FDE1,FDC2,FDE4,FDC11,HDE3,HDE1,FDC3,FDC4,HDC1,HDC4
Mason,0,X2,FDE6,FDC6,HDE4,FDE1,FDC11,HDC3,FDC3,HDE3,FDC4,HDC4
Nora,0,X2,FDC3,HDE4,HDC1,FDC9,FDE2,FDC10,FDE4,HDE3,HDC4,FDC7
Oliver,0,X2,FDC1,HDE1,HDE2,FDC5,HDC2,HDC4,FDE3,FDC2,FDE5,FDC6
Penelope,0,X2,HDE4,FDC11,FDC1,FDE2,HDE1,HDC2,FDC8,HDC1,FDE5,FDC6
Quentin,0,X2,FDE5,FDC3,FDC10,HDC3,HDC1,HDE4,FDC8,FDC9,FDE4,HDE3
Rose,0,X2,HDE4,HDC2,HDE1,HDC4,FDE3,FDE6,FDC6,FDC8,FDC5,FDC10
Sebastian,0,X3,FDC9,HDC4,FDC7,HDC2,FDC6,FDE4,HDE3,HDE4,FDE3,FDC1
Tessa,0,X3,FDC2,FDE1,FDE3,FDC1,HDE3,FDC6,FDC3,HDC3,HDC4,HDE1
Uriel,0,X3,HDE2,FDC2,HDC3,FDC11,FDE6,FDE1,FDC5,HDC2,FDC1,HDE3
Violet,0,X3,HDC3,HDC4,FDC2,HDE1,FDE6,FDC11,FDC7,FDC3,FDE1,HDE2
William,0,X3,FDC1,FDC2,HDE1,FDE3,FDC9,FDC11,HDC3,HDE3,FDE1,HDC1
Xena,0,X3,FDE5,HDC3,FDC10,HDC1,HDE3,FDE4,FDC11,FDC8,FDC1,HDE2
Yosef,0,X3,FDC5,HDE2,FDE2,FDE3,FDC1,FDC2,HDC1,HDE1,HDC3,FDC6
Daniel,0,X3,HDC3,HDE1,FDC7,HDC1,HDE2,FDE5,FDC11,FDE3,FDC3,FDC1
Donald,0,X3,FDC11,HDE3,HDC3,FDE3,FDE1,FDC6,FDC3,HDC4,FDC10,HDE4
Zari,0,X3,FDC3,FDC5,HDC2,HDC3,HDE3,FDE5,HDE2,FDC11,FDE6,FDC10
Mohar,0,X3,FDE1,FDC3,FDE6,FDC6,FDC10,HDE1,HDC1,HDE3,FDC9,HDC3
Abdul,0,X3,FDE2,FDC3,HDC2,FDC2,HDC4,HDE4,HDE2,FDC10,FDC4,FDE4
