NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC4,FDE4,FDC2,FDC1,HDC3,HDE3,FDE2,FDC10,HDE1,FDC4
Bella,0,X1,FDC2,HDE1,HDE2,FDC7,HDC1,FDC5,FDE6,HDC2,FDC8,FDE1
Caleb,0,X1,HDE2,FDC2,HDE3,HDC1,FDC6,HDC4,FDE4,FDE6,FDC10,FDC1
Delilah,0,X1,FDC8,HDC4,HDC2,FDE4,HDE2,FDE3,FDC10,FDC7,FDC6,HDE3
Ethan,0,X1,FDE4,FDC7,HDC1,FDC2,FDC3,HDC3,HDE4,HDE1,FDE6,FDC8
Fiona,0,X1,FDC1,HDE1,HDE3,FDE1,FDC3,HDC3,HDC1,FDC2,FDC4,FDE5
Gabriel,0,X1,FDC3,FDC1,HDC2,FDC9,HDE2,FDC11,HDC4,HDE4,FDE1,FDE2
Hannah,0,X1,FDC9,HDC4,HDE3,HDE2,FDE2,FDC10,FDC1,HDC1,FDC4,FDE1
Isaac,0,X1,HDE2,FDC8,HDC4,HDE4,FDC7,FDC4,FDE3,FDC1,FDE2,HDC1
Jasmine,0,X1,FDC9,HDE2,HDC1,HDE3,FDC11,FDC7,FDC4,FDE4,FDE1,HDC2
Kaden,0,X2,FDC8,HDC3,FDC10,HDC1,FDE6,FDC2,HDE1,FDE1,FDC3,HDE2
Lily,0,X2,HDE3,FDC9,FDE5,HDC1,FDC4,FDC2,HDE1,FDE3,FDC8,HDC3
Mason,0,X2,FDC10,HDE3,FDC9,HDC4,FDE5,HDC3,HDE2,FDE1,FDC7,FDC6
Nora,0,X2,HDC3,FDC7,FDC9,FDE6,FDC6,HDC4,HDE2,HDE4,FDE5,FDC2
Oliver,0,X2,FDE5,HDE1,HDE4,HDC2,FDE4,FDC11,FDC1,HDC4,FDC10,FDC3
Penelope,0,X2,HDC3,HDE1,FDC5,FDC10,HDE4,FDC4,FDE5,HDC2,FDE6,FDC1
Quentin,0,X2,HDC4,HDC1,FDE4,FDC1,FDC3,FDE5,HDE4,FDC4,FDC10,HDE2
Rose,0,X2,HDE3,FDE1,FDC5,HDE2,FDE5,FDC9,HDC3,FDC7,FDC3,HDC2
Sebastian,0,X3,FDC3,HDE2,FDE2,HDC1,FDC8,HDE4,FDC10,FDE3,FDC2,HDC2
Tessa,0,X3,FDE2,FDC10,HDC4,FDC1,HDE1,HDE2,FDC11,HDC2,FDC7,FDE5
Uriel,0,X3,FDC3,FDC8,HDC3,FDE1,FDE4,HDE3,HDC2,FDC5,FDC7,HDE2
Violet,0,X3,FDC8,FDC10,HDE4,HDC2,FDC7,HDE2,FDE4,FDE3,HDC4,FDC11
William,0,X3,HDE2,FDC7,FDC10,FDC1,FDC5,HDC2,FDE4,FDE6,HDC4,HDE4
Xena,0,X3,HDE3,FDC10,FDC9,HDC1,FDE3,FDC8,HDC4,FDC6,FDE4,HDE4
Yosef,0,X3,FDC4,FDC9,HDE4,HDC1,FDC1,FDE2,HDC3,FDC8,HDE3,FDE3
Daniel,0,X3,FDC6,FDC1,FDE2,HDC1,HDE2,HDE1,FDC5,FDC3,FDE5,HDC3
Donald,0,X3,HDC3,FDC4,FDC10,HDC4,FDE2,FDC6,HDE4,HDE3,FDE4,FDC2
Zari,0,X3,FDC10,FDC6,HDE4,FDC4,HDC1,HDE2,HDC3,FDE6,FDE5,FDC1
Mohar,0,X3,HDC3,FDC11,FDC7,HDE3,FDC6,HDE2,FDE3,FDE1,FDC10,HDC2
Abdul,0,X3,FDC6,HDE4,HDE3,HDC4,FDE4,HDC3,FDC1,FDC2,FDC11,FDE6
