NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC5,HDE1,FDE6,HDE3,HDC1,FDC9,FDC4,FDE1,HDC3,FDC10
Bella,0,X1,FDC1,HDC3,HDC1,FDC2,FDE6,FDE3,FDC4,FDC5,HDE1,HDE3
Caleb,0,X1,FDC9,FDE2,FDC2,FDE3,FDC7,HDE2,HDC3,HDC1,FDC8,HDE1
Delilah,0,X1,FDC4,HDE1,FDE6,HDC1,HDE4,FDE3,FDC9,FDC7,FDC11,HDC4
Ethan,0,X1,FDC7,FDC6,FDC11,FDE4,HDC1,HDE1,FDE6,HDE3,FDC8,HDC4
Fiona,0,X1,FDC7,HDC2,FDC8,HDE4,HDE1,FDE5,FDE2,FDC9,FDC10,HDC4
Gabriel,0,X1,HDE4,FDC9,FDC11,HDC2,FDC8,FDE6,FDC3,HDE3,FDE3,HDC3
Hannah,0,X1,FDE5,FDE4,HDC3,HDC4,FDC4,HDE1,FDC3,HDE2,FDC10,FDC5
Isaac,0,X1,HDE1,HDC1,FDC3,FDE1,HDE4,HDC2,FDC1,FDE4,FDC10,FDC9
Jasmine,0,X1,HDE3,FDE3,FDC11,HDE4,FDC4,FDE5,HDC3,FDC9,HDC2,FDC1
Kaden,0,X2,HDE1,FDC5,FDC8,HDC2,FDC7,HDE2,FDC10,FDE6,FDE1,HDC3
Lily,0,X2,HDC2,FDC1,HDE2,FDC8,HDC3,FDC5,HDE1,FDE3,FDC9,FDE6
Mason,0,X2,HDC3,FDC8,FDE1,HDE2,FDC5,FDC1,FDC3,FDE5,HDC1,HDE3
Nora,0,X2,FDC9,FDE5,HDC1,HDC4,HDE1,FDC5,HDE3,FDE6,FDC4,FDC3
Oliver,0,X2,HDE2,FDC6,HDC2,FDC5,FDC1,FDE1,FDE2,FDC9,HDE1,HDC3
Penelope,0,X2,HDC3,HDE2,HDC2,HDE4,FDC1,FDE1,FDE5,FDC8,FDC5,FDC4
Quentin,0,X2,HDE4,FDC11,FDE6,FDC5,HDC3,FDE4,HDE3,FDC1,FDC4,HDC2
Rose,0,X2,FDC7,FDE2,HDC2,HDE2,FDC8,HDE1,FDC5,HDC1,FDC4,FDE1
Sebastian,0,X3,FDE1,HDE2,FDC7,HDC4,HDC2,FDC11,FDC10,HDE1,FDE2,FDC3
Tessa,0,X3,HDE2,FDC11,HDC2,HDE1,FDC8,FDC9,FDE3,FDE1,FDC10,HDC1
Uriel,0,X3,FDC4,FDE6,FDE4,HDE1,FDC10,HDC4,FDC9,FDC5,HDE4,HDC3
Violet,0,X3,FDC3,HDE3,FDC2,HDC3,FDC5,FDC7,FDE3,HDE1,FDE6,HDC4
William,0,X3,FDC2,HDE2,FDC7,FDE5,FDC11,HDE3,HDC3,FDC5,HDC2,FDE6
Xena,0,X3,FDE3,FDC10,HDE3,FDE2,HDE1,HDC4,FDC2,FDC1,HDC1,FDC5
Yosef,0,X3,HDE4,FDE1,FDC2,FDE3,HDC1,FDC10,HDC3,FDC4,FDC8,HDE2
Daniel,0,X3,FDC10,FDC4,HDC1,FDC1,HDC3,HDE2,HDE3,FDC11,FDE1,FDE2
Donald,0,X3,FDC11,FDC4,FDE6,FDC5,HDC1,FDE4,HDE1,FDC8,HDE3,HDC2
Zari,0,X3,HDE2,FDC11,FDE5,FDE1,HDC3,FDC1,FDC10,FDC8,HDE1,HDC1
Mohar,0,X3,HDE3,HDC4,FDE6,FDE1,FDC11,FDC6,FDC10,HDC2,HDE4,FDC2
Abdul,0,X3,FDC10,HDC3,HDE3,HDC4,HDE4,FDE6,FDE5,FDC2,FDC4,FDC3
