NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE2,FDC5,HDC2,FDC1,HDE2,FDC4,HDE4,HDC4,FDE6,FDC7
Bella,0,X1,HDC1,FDC5,FDC2,HDC4,FDE6,FDC4,HDE4,FDE3,HDE3,FDC6
Caleb,0,X1,HDC2,HDE4,FDC11,FDC1,HDC3,FDC8,FDC10,FDE1,FDE5,HDE1
Delilah,0,X1,FDC7,FDC4,HDE4,FDC8,HDE3,FDE4,FDC9,FDE2,HDC2,HDC4
Ethan,0,X1,FDC7,HDE2,HDE3,FDE1,FDC4,FDE6,FDC6,FDC9,HDC2,HDC4
Fiona,0,X1,HDE3,HDC4,HDC2,FDE6,FDE3,FDC7,FDC1,HDE4,FDC6,FDC9
Gabriel,0,X1,FDC2,HDC4,FDE6,FDC10,FDE1,HDE3,HDE2,FDC6,HDC3,FDC11
Hannah,0,X1,FDE2,FDC2,FDC11,HDC4,HDC3,FDC5,FDE6,HDE3,HDE2,FDC1
Isaac,0,X1,HDC3,HDE3,FDC1,HDE4,FDC3,FDE6,FDC9,FDC7,HDC2,FDE1
Jasmine,0,X1,FDC9,FDC7,HDE4,FDE1,HDC3,FDE3,HDE1,HDC4,FDC10,FDC4
Kaden,0,X2,FDC2,FDC1,HDE2,FDC6,FDC10,HDC3,HDE1,FDE4,HDC4,FDE1
Lily,0,X2,HDC4,HDE3,HDE4,FDC9,FDE3,HDC2,FDC6,FDC10,FDE2,FDC1
Mason,0,X2,FDE2,FDC7,FDC3,HDE3,HDE4,FDE4,HDC4,FDC5,HDC2,FDC11
Nora,0,X2,FDC10,FDE6,HDE3,HDC2,FDC1,HDE2,FDE4,HDC1,FDC9,FDC7
Oliver,0,X2,FDC2,FDE2,FDC1,FDC10,FDE1,HDC2,HDE3,HDC1,FDC4,HDE4
Penelope,0,X2,FDC1,HDC1,HDE2,FDE4,FDC4,HDE3,FDE5,FDC8,HDC4,FDC3
Quentin,0,X2,FDC7,FDC11,HDE4,HDC1,HDE2,FDC4,FDC2,HDC2,FDE1,FDE2
Rose,0,X2,FDC11,FDC10,FDE6,HDE4,FDE2,HDC4,FDC2,FDC9,HDC1,HDE3
Sebastian,0,X3,FDC1,HDE1,FDC4,HDC1,HDC2,FDC5,HDE3,FDE5,FDC10,FDE6
Tessa,0,X3,FDE2,HDC3,HDE2,FDC6,FDC3,HDE1,FDE1,HDC1,FDC1,FDC5
Uriel,0,X3,HDC3,FDC5,HDE3,HDC1,FDC1,HDE4,FDC8,FDE2,FDC2,FDE4
Violet,0,X3,HDC3,FDE5,FDE2,FDC10,HDC2,HDE3,FDC8,FDC1,HDE4,FDC7
William,0,X3,FDE4,HDC1,FDE3,FDC9,FDC10,FDC1,FDC3,HDE3,HDE1,HDC2
Xena,0,X3,FDC9,FDC1,FDC3,FDC10,HDE4,FDE1,FDE5,HDC1,HDC3,HDE1
Yosef,0,X3,FDE1,FDC9,FDC5,HDE3,FDC10,FDE5,HDC3,HDC2,HDE1,FDC3
Daniel,0,X3,FDC6,FDC9,HDE3,HDC1,HDE2,FDE3,FDC4,FDE5,FDC2,HDC2
Donald,0,X3,HDC1,FDC2,FDE3,HDE3,FDC6,FDE2,FDC5,HDC4,HDE1,FDC1
Zari,0,X3,FDC7,HDE1,FDC11,HDC4,FDC3,FDE6,FDC5,FDE5,HDE2,HDC3
Mohar,0,X3,HDE2,FDC10,HDE4,FDE2,FDC2,HDC1,FDC4,FDE6,HDC3,FDC9
Abdul,0,X3,HDC4,FDC8,FDE4,HDE3,FDE2,FDC3,FDC5,HDC1,HDE1,FDC9
