NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC10,FDE4,HDE4,FDC8,HDC2,HDC1,FDC5,FDE3,FDC1,HDE2
Bella,0,X1,FDC10,FDC6,FDC2,HDC2,HDC4,FDE1,HDE1,HDE2,FDC9,FDE6
Caleb,0,X1,HDE3,HDC3,FDE4,HDC2,HDE1,FDC5,FDC2,FDC6,FDE1,FDC7
Delilah,0,X1,FDC6,HDC2,FDC7,FDC5,HDC4,FDE5,FDC2,HDE3,HDE2,FDE3
Ethan,0,X1,FDC1,FDC6,FDC8,HDC1,HDE4,FDE1,HDC3,FDC2,HDE3,FDE3
Fiona,0,X1,FDC4,FDC1,FDE4,HDE3,HDE2,HDC4,FDC11,FDE6,FDC8,HDC3
Gabriel,0,X1,FDC5,HDC2,FDE6,FDC4,HDE3,HDE1,FDE1,FDC1,HDC3,FDC11
Hannah,0,X1,HDC1,FDC6,HDC3,HDE1,FDC11,FDC2,FDC1,HDE4,FDE4,FDE1
Isaac,0,X1,HDC2,FDC4,FDE1,HDE2,FDC8,FDC10,HDC3,HDE3,FDC3,FDE5
Jasmine,0,X1,FDE1,HDC2,HDE2,FDC9,FDC3,FDC4,FDC5,HDC1,FDE6,HDE4
Kaden,0,X2,FDC10,HDE4,HDE2,FDC6,FDE1,FDC1,HDC2,FDE6,HDC3,FDC2
Lily,0,X2,FDE2,FDC5,HDC2,HDE2,HDC4,HDE1,FDC9,FDC3,FDE3,FDC8
Mason,0,X2,FDC5,HDE2,FDC9,FDC11,FDE4,HDC4,FDC7,FDE1,HDE1,HDC3
Nora,0,X2,HDC4,FDC6,FDC9,FDC2,FDE4,FDE2,HDC3,HDE3,FDC4,HDE2
Oliver,0,X2,HDC1,HDE2,HDE3,FDC9,FDE1,HDC4,FDC2,FDC8,FDC6,FDE2
Penelope,0,X2,FDC7,HDE4,HDC3,FDC3,FDC6,FDE2,HDE1,FDE6,FDC8,HDC1
Quentin,0,X2,FDC4,FDC6,FDE5,HDE1,FDE3,HDE3,HDC1,FDC2,FDC9,HDC4
Rose,0,X2,HDE4,FDE1,HDC1,FDC8,FDE2,FDC3,FDC11,HDC2,FDC6,HDE1
Sebastian,0,X3,FDC8,FDC9,FDE5,HDE4,HDC3,FDC5,FDC2,FDE1,HDC1,HDE2
Tessa,0,X3,HDE2,FDC10,FDE5,FDC3,FDE2,HDC2,HDC1,FDC5,FDC11,HDE3
Uriel,0,X3,FDC7,FDE2,HDE3,HDC4,FDC3,FDC4,HDC3,HDE2,FDE1,FDC6
Violet,0,X3,FDC11,HDC4,FDC2,HDE2,FDE1,HDC2,FDC3,FDC10,HDE4,FDE4
William,0,X3,FDC2,FDE1,HDC1,FDC8,HDE4,FDE2,FDC5,HDC3,FDC4,HDE1
Xena,0,X3,FDC8,FDE6,HDC4,FDE4,FDC6,HDE1,HDC2,FDC11,FDC5,HDE3
Yosef,0,X3,HDE1,HDC4,HDC1,HDE4,FDE6,FDC6,FDE1,FDC3,FDC8,FDC11
Daniel,0,X3,FDE2,FDC2,FDC8,FDE1,FDC6,FDC9,HDE3,HDC2,HDE4,HDC3
Donald,0,X3,HDC3,FDE6,FDC4,HDE3,FDC7,FDC8,FDE5,HDE4,FDC3,HDC1
Zari,0,X3,HDE4,FDE2,FDC2,HDC3,HDE1,FDC4,FDE1,HDC4,FDC11,FDC7
Mohar,0,X3,FDC4,HDE1,FDC6,FDC5,FDE2,HDC3,FDE3,FDC8,HDE3,HDC1
Abdul,0,X3,FDC2,HDC4,FDE5,HDE4,HDE2,FDC7,FDE2,FDC6,FDC9,HDC3
