NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC5,FDC10,HDE4,FDE1,FDC9,HDC1,HDE3,FDE6,FDC6,HDC4
Bella,0,X1,HDE2,FDC10,HDE3,FDE3,FDC9,FDC7,HDC4,FDC2,FDE6,HDC2
Caleb,0,X1,FDC3,FDC10,HDE4,FDE1,HDC1,HDE2,HDC4,FDC6,FDC4,FDE2
Delilah,0,X1,FDC5,HDC2,FDC7,HDE2,HDC1,FDE3,FDC6,FDC3,HDE1,FDE6
Ethan,0,X1,HDC2,HDE2,FDC6,FDE4,HDE3,FDC8,FDE1,FDC11,FDC10,HDC1
Fiona,0,X1,FDE4,HDE1,FDE6,FDC3,HDC1,HDE4,HDC4,FDC9,FDC4,FDC8
Gabriel,0,X1,HDE1,FDC2,FDC7,HDC3,FDE2,HDC4,FDE5,HDE3,FDC10,FDC6
Hannah,0,X1,HDC2,FDC10,FDC9,HDE2,HDE3,FDC6,FDE2,FDC2,HDC4,FDE6
Isaac,0,X1,FDC4,HDC1,FDC10,HDC2,FDE5,FDC7,HDE1,HDE3,FDE2,FDC6
Jasmine,0,X1,HDC1,HDE1,FDE2,FDC9,FDC5,HDC4,HDE4,FDC11,FDC6,FDE1
Kaden,0,X2,FDC7,FDC1,HDE3,HDC1,HDC3,FDE4,FDC5,FDC6,FDE3,HDE1
Lily,0,X2,HDC2,FDC7,HDE1,FDC9,HDE2,FDE2,FDE3,HDC4,FDC5,FDC8
Mason,0,X2,FDC7,HDE4,FDE4,HDE1,HDC3,HDC1,FDC11,FDC8,FDE2,FDC5
Nora,0,X2,FDC1,HDE1,FDC6,HDE4,FDC10,FDC11,FDE5,HDC4,HDC3,FDE3
Oliver,0,X2,HDC2,FDC2,HDC4,HDE3,FDC4,HDE4,FDC6,FDE3,FDC8,FDE6
Penelope,0,X2,FDC10,HDE2,HDC2,FDC3,FDE3,HDC3,HDE4,FDC8,FDE4,FDC7
Quentin,0,X2,FDC1,FDC10,HDE2,FDC2,HDE4,HDC4,FDE5,FDC3,FDE1,HDC3
Rose,0,X2,FDC10,FDE1,FDC5,HDC1,HDE1,HDE2,FDE5,HDC3,FDC8,FDC7
Sebastian,0,X3,HDE4,FDE6,FDE4,FDC4,HDE3,HDC4,FDC8,FDC11,HDC3,FDC10
Tessa,0,X3,HDC1,FDC8,HDE3,FDE3,FDC1,FDC10,HDC4,FDE2,HDE4,FDC2
Uriel,0,X3,FDE3,FDE4,FDC4,HDC4,FDC7,HDE2,HDE1,FDC11,HDC1,FDC6
Violet,0,X3,FDC8,HDE4,FDE6,FDE3,FDC5,FDC10,HDC1,HDC3,FDC6,HDE2
William,0,X3,FDC2,FDE2,FDC3,FDE6,FDC9,HDE3,HDC1,FDC6,HDE1,HDC2
Xena,0,X3,FDC11,FDC5,HDE4,HDE2,HDC2,HDC1,FDE6,FDC6,FDE3,FDC3
Yosef,0,X3,FDC7,FDE6,HDC2,FDC4,HDE4,HDC3,FDC11,FDE3,FDC9,HDE1
Daniel,0,X3,FDC4,FDC2,HDE3,HDC1,HDC4,FDC11,FDE3,FDE5,HDE4,FDC10
Donald,0,X3,HDC1,FDE3,FDC7,HDE1,FDC8,FDC5,FDC9,HDC4,FDE6,HDE4
Zari,0,X3,HDC1,HDC4,FDE4,HDE4,FDE5,FDC3,FDC4,FDC6,HDE1,FDC11
Mohar,0,X3,FDE2,FDE5,FDC7,HDE4,HDC1,FDC5,HDE2,FDC11,FDC4,HDC2
Abdul,0,X3,HDC3,HDC2,FDC10,HDE4,FDE2,FDC8,FDC4,FDE4,FDC5,HDE2
