NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE2,HDE4,FDC10,FDE6,FDC8,HDC2,HDC3,FDC7,FDE5,FDC2
Bella,0,X1,FDE2,HDE1,HDC2,FDC6,FDE4,HDE3,FDC11,FDC1,FDC7,HDC3
Caleb,0,X1,FDC5,HDC4,FDC11,HDC2,FDC3,HDE1,HDE4,FDC1,FDE2,FDE4
Delilah,0,X1,FDC1,HDE2,FDE3,FDC3,HDE3,FDE6,FDC2,FDC4,HDC4,HDC1
Ethan,0,X1,FDC3,FDC10,HDC2,FDE1,FDC5,FDE2,HDE2,HDC1,HDE1,FDC7
Fiona,0,X1,FDE5,HDC4,HDE4,FDC7,FDC11,FDE2,HDC3,HDE2,FDC4,FDC2
Gabriel,0,X1,HDC3,FDC4,FDE5,HDC2,FDE4,FDC10,FDC7,HDE2,FDC11,HDE4
Hannah,0,X1,HDC1,HDC4,HDE4,FDE5,FDC10,HDE1,FDC3,FDC9,FDE1,FDC2
Isaac,0,X1,HDE1,FDE6,FDC4,FDE5,FDC11,HDC2,FDC7,HDE4,HDC4,FDC1
Jasmine,0,X1,FDC5,HDE1,FDC8,HDC1,FDE4,HDC4,FDC3,FDE1,FDC2,HDE3
Kaden,0,X2,HDE1,FDC7,FDE1,FDE6,FDC8,HDC3,HDE4,FDC5,HDC2,FDC6
Lily,0,X2,FDC2,FDC1,FDC9,HDE1,HDE3,FDE4,HDC1,FDE2,HDC2,FDC4
Mason,0,X2,HDE2,FDE4,FDC1,HDC1,FDC9,HDC2,FDE5,FDC6,FDC4,HDE3
Nora,0,X2,FDC1,FDC11,HDE3,HDE4,FDC10,FDC9,HDC4,HDC2,FDE2,FDE1
Oliver,0,X2,FDC2,FDC10,HDC1,FDC11,FDC4,FDE4,HDE1,HDE2,FDE2,HDC4
Penelope,0,X2,FDE4,HDC3,FDC9,HDC2,HDE2,FDC4,HDE3,FDE2,FDC3,FDC1
Quentin,0,X2,HDE1,FDE2,HDC3,FDC1,FDE5,FDC4,HDC4,HDE2,FDC7,FDC8
Rose,0,X2,HDC1,FDC2,FDE3,HDC4,HDE2,FDC8,FDE1,FDC6,HDE3,FDC9
Sebastian,0,X3,HDC3,HDC2,FDC2,FDE5,FDE1,FDC7,HDE4,HDE1,FDC4,FDC9
Tessa,0,X3,FDC1,FDC6,HDC4,FDC9,HDE1,HDE3,FDE6,FDC4,FDE3,HDC2
Uriel,0,X3,FDE1,FDC10,HDC4,HDE1,FDC3,FDC8,FDC2,HDC3,HDE2,FDE5
Violet,0,X3,FDE3,HDC2,HDE2,FDC6,FDE2,HDE3,FDC2,HDC4,FDC11,FDC5
William,0,X3,HDC3,FDC6,HDE2,FDC11,FDC4,HDC4,FDE6,HDE1,FDE4,FDC8
Xena,0,X3,FDE4,HDE4,FDC6,HDE1,FDC10,FDC2,HDC3,FDC9,FDE6,HDC2
Yosef,0,X3,FDE2,FDC4,HDC2,HDC3,FDC9,HDE4,FDC11,FDE6,HDE1,FDC8
Daniel,0,X3,HDC1,FDC6,FDC2,HDE1,HDC4,HDE2,FDC3,FDE3,FDC4,FDE1
Donald,0,X3,HDE1,FDC5,FDC4,FDE1,FDC6,HDE3,FDC11,HDC1,FDE4,HDC4
Zari,0,X3,FDC8,HDC2,HDC1,FDC1,HDE1,FDE1,FDC9,FDE3,FDC11,HDE4
Mohar,0,X3,FDC8,FDC7,HDC4,FDC10,FDE5,HDE3,FDE1,HDE1,HDC2,FDC6
Abdul,0,X3,HDE1,HDE4,FDC9,FDE2,FDC8,FDC6,FDC5,FDE4,HDC3,HDC2
