NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE4,HDC3,FDE4,FDC2,FDC11,FDC7,FDE5,FDC5,HDC1,HDE3
Bella,0,X1,FDC11,FDC8,FDC9,FDC10,HDC1,HDE4,HDE2,FDE2,HDC3,FDE4
Caleb,0,X1,HDC4,HDE2,FDC1,FDE3,FDE4,HDC2,FDC2,HDE4,FDC3,FDC5
Delilah,0,X1,FDE2,FDC5,FDC4,HDE1,HDC2,FDC8,HDE2,FDE5,HDC1,FDC6
Ethan,0,X1,FDE1,HDC2,FDC4,FDC3,HDE2,FDE6,HDE4,HDC1,FDC10,FDC6
Fiona,0,X1,FDC4,FDC10,FDC8,HDE2,FDE6,HDC2,FDE3,FDC2,HDE1,HDC3
Gabriel,0,X1,FDC7,FDE4,HDC2,FDC4,FDC6,HDC3,FDC2,HDE4,FDE5,HDE1
Hannah,0,X1,FDE3,HDC2,FDC5,FDC7,FDE1,HDC1,FDC3,FDC4,HDE4,HDE3
Isaac,0,X1,HDC2,FDE2,HDE2,FDC2,HDE3,FDC7,FDC4,HDC4,FDE3,FDC10
Jasmine,0,X1,FDC7,FDC1,FDC5,FDE3,HDC1,HDE4,FDE2,HDC3,HDE2,FDC11
Kaden,0,X2,FDC9,HDC4,FDC1,FDE4,FDC6,FDE2,HDE4,HDE2,FDC8,HDC1
Lily,0,X2,FDC11,HDE3,FDC4,HDC2,FDE3,FDE2,FDC3,HDC4,HDE4,FDC5
Mason,0,X2,HDC2,FDC11,FDC10,HDE3,FDC4,HDC4,HDE2,FDC2,FDE2,FDE6
Nora,0,X2,FDE5,FDE6,FDC1,HDE1,HDC2,FDC2,HDC3,FDC11,HDE4,FDC3
Oliver,0,X2,FDC7,HDC3,FDE4,FDC6,HDE3,FDC2,FDE2,HDE1,FDC3,HDC4
Penelope,0,X2,FDC10,FDE6,HDE2,HDE3,FDC1,FDC4,HDC3,HDC1,FDE5,FDC2
Quentin,0,X2,HDE4,HDC3,HDE2,FDE1,FDC3,FDC5,HDC4,FDC7,FDE4,FDC8
Rose,0,X2,HDC2,FDC8,HDE4,FDE2,FDC4,HDE1,HDC4,FDC2,FDE6,FDC6
Sebastian,0,X3,FDC5,FDC8,FDC3,HDE2,HDC4,FDC6,FDE4,HDE3,FDE3,HDC1
Tessa,0,X3,HDC3,FDE3,FDC3,HDE3,HDC4,FDC11,FDC2,HDE1,FDE1,FDC5
Uriel,0,X3,FDC1,FDC2,FDC5,HDC4,HDC2,FDE1,FDC7,HDE3,FDE6,HDE2
Violet,0,X3,FDC11,FDC3,HDC1,FDE4,FDC2,HDE3,FDC1,HDC4,HDE4,FDE3
William,0,X3,HDC4,HDC1,FDC10,FDE3,HDE3,FDC9,FDC6,HDE1,FDC11,FDE2
Xena,0,X3,FDC7,HDE4,FDC3,HDC4,HDC3,FDE5,FDC1,HDE3,FDC2,FDE1
Yosef,0,X3,FDC2,FDE3,FDC7,FDE2,HDC2,HDE4,FDC11,HDC4,HDE1,FDC3
Daniel,0,X3,FDE6,HDC3,FDC8,FDE5,FDC11,FDC7,HDE2,FDC10,HDC2,HDE1
Donald,0,X3,HDE3,FDE5,HDE1,FDC11,HDC2,FDC6,FDC3,FDC7,FDE3,HDC1
Zari,0,X3,HDE1,HDC2,HDE3,FDE2,FDC10,FDC1,FDC8,FDC4,FDE6,HDC3
Mohar,0,X3,FDE1,HDE3,FDC6,HDE1,FDC8,HDC1,FDC10,HDC4,FDC1,FDE2
Abdul,0,X3,HDC4,FDE5,HDE1,FDC10,HDE2,FDC6,FDC9,FDC5,FDE1,HDC1
