NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC1,HDE2,FDE2,HDC4,FDC9,FDC3,FDC5,HDC1,HDE3,FDE1
Bella,0,X1,HDE2,HDC2,FDE5,FDC8,HDE4,FDC11,FDC9,HDC3,FDC3,FDE1
Caleb,0,X1,FDE5,FDC4,FDC2,FDE4,HDC2,HDE2,HDE4,HDC3,FDC7,FDC10
Delilah,0,X1,HDE4,FDC7,FDE2,FDC6,HDC4,FDC9,FDE3,FDC1,HDE3,HDC1
Ethan,0,X1,FDC11,HDC1,HDC4,FDC8,FDC1,FDE5,FDC2,FDE6,HDE2,HDE4
Fiona,0,X1,HDC3,HDC1,FDE6,FDC1,FDC2,FDE2,HDE1,FDC4,FDC3,HDE2
Gabriel,0,X1,HDE1,FDC4,FDC10,HDC1,FDC5,FDE6,FDC9,HDE4,FDE3,HDC4
Hannah,0,X1,FDC4,FDC6,HDE1,FDE5,HDE3,FDC7,FDE1,HDC2,FDC8,HDC1
Isaac,0,X1,FDE6,HDC3,FDC10,FDC8,FDE2,HDE1,HDC4,FDC5,HDE4,FDC4
Jasmine,0,X1,HDC3,HDE3,FDE6,FDC5,FDC9,FDC3,HDC2,HDE1,FDE3,FDC11
Kaden,0,X2,FDC10,HDE3,FDC11,FDC8,FDE2,HDE2,HDC3,HDC1,FDE6,FDC2
Lily,0,X2,FDC3,HDC4,FDC9,HDE2,HDC3,FDE5,FDC4,FDC11,FDE1,HDE4
Mason,0,X2,FDE5,FDC2,HDE2,FDC7,FDC4,HDE1,FDC11,HDC3,HDC2,FDE6
Nora,0,X2,HDC3,HDC1,FDC11,FDC5,FDE2,FDE5,FDC8,FDC1,HDE1,HDE4
Oliver,0,X2,HDC4,FDC11,FDC1,FDE3,HDE1,HDE4,FDE5,FDC3,HDC1,FDC7
Penelope,0,X2,HDE4,FDC10,HDC4,FDC8,HDC3,FDE4,FDC3,HDE2,FDE6,FDC1
Quentin,0,X2,FDE2,FDC9,HDC3,FDC7,FDE3,HDE1,FDC2,FDC11,HDC1,HDE2
Rose,0,X2,FDC10,HDE4,FDE3,HDE2,FDC11,HDC3,FDC2,HDC2,FDC6,FDE2
Sebastian,0,X3,FDC4,FDC3,HDE2,FDE1,FDE6,HDE4,HDC1,HDC2,FDC9,FDC11
Tessa,0,X3,HDE3,HDC3,FDC10,FDC11,HDE2,FDC6,FDE5,HDC4,FDC8,FDE6
Uriel,0,X3,FDE5,FDC8,FDC4,HDC4,FDC6,FDE2,HDC3,HDE1,FDC11,HDE2
Violet,0,X3,FDC9,FDC10,HDC2,FDC2,HDC3,FDE4,HDE3,FDE6,HDE2,FDC4
William,0,X3,HDC3,HDE3,FDC8,HDE4,FDE4,HDC4,FDC6,FDC10,FDC11,FDE5
Xena,0,X3,FDE6,FDC9,FDC11,HDE3,FDC5,HDC4,HDE1,HDC3,FDC8,FDE5
Yosef,0,X3,HDC3,HDE1,FDE2,FDC4,FDC11,HDC2,FDC9,FDC1,HDE2,FDE1
Daniel,0,X3,FDC4,FDE6,HDC2,FDC8,FDC5,FDE2,HDE1,HDE2,FDC11,HDC3
Donald,0,X3,FDC9,FDC2,FDE6,FDE3,HDC4,HDC2,HDE1,FDC5,FDC6,HDE2
Zari,0,X3,FDE3,FDC3,HDE3,FDC4,FDE4,FDC2,HDC2,FDC5,HDE4,HDC3
Mohar,0,X3,FDC2,FDE1,HDC3,FDC7,FDE5,FDC9,HDE4,HDC1,HDE2,FDC5
Abdul,0,X3,FDC2,HDE2,FDC8,FDE6,HDE3,FDE3,FDC7,FDC10,HDC1,HDC2
