NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC1,HDE1,FDC9,FDC11,FDC4,HDE4,FDE5,FDC2,HDC2,FDE2
Bella,0,X1,FDE2,FDC11,FDC4,HDC3,HDE1,FDC9,FDC3,HDC2,FDE1,HDE3
Caleb,0,X1,HDC1,HDC3,HDE4,FDE5,FDC4,FDE4,HDE2,FDC2,FDC6,FDC5
Delilah,0,X1,FDC3,FDC6,HDC1,HDC4,FDC11,FDE4,HDE4,HDE2,FDE2,FDC2
Ethan,0,X1,HDE2,HDC2,HDC4,FDC4,FDC8,FDE3,FDC10,FDC7,HDE3,FDE2
Fiona,0,X1,HDC4,HDE4,HDC3,FDE5,HDE2,FDC7,FDC1,FDC3,FDC6,FDE4
Gabriel,0,X1,FDC5,FDE4,FDC3,HDE2,HDC2,FDE5,FDC4,HDC4,HDE3,FDC1
Hannah,0,X1,FDE6,FDC7,FDC9,HDC4,HDE4,HDC3,HDE3,FDC2,FDE3,FDC1
Isaac,0,X1,FDC8,FDC4,HDC2,HDC4,FDC7,FDE2,FDC5,HDE4,HDE3,FDE1
Jasmine,0,X1,FDE6,HDC3,FDC10,FDC8,HDE1,FDC2,FDE5,HDE4,FDC9,HDC2
Kaden,0,X2,HDC4,FDE4,FDE2,FDC3,FDC7,HDE4,HDE1,HDC1,FDC10,FDC2
Lily,0,X2,FDE6,HDC4,HDC1,FDC8,FDC6,HDE3,FDE5,HDE2,FDC7,FDC4
Mason,0,X2,HDC3,FDE4,FDC10,FDC6,FDE2,HDC2,HDE1,FDC1,HDE4,FDC9
Nora,0,X2,FDC4,FDE4,HDE1,FDE3,FDC2,HDC2,FDC1,HDE2,FDC3,HDC3
Oliver,0,X2,FDC6,FDC5,FDC2,FDE2,FDC1,HDC2,HDE1,FDE3,HDE2,HDC1
Penelope,0,X2,FDE6,HDC1,HDE1,HDE2,FDC5,FDC1,FDC7,HDC4,FDE5,FDC4
Quentin,0,X2,FDC11,FDC1,FDE4,FDE5,HDE3,FDC7,FDC2,HDE4,HDC2,HDC4
Rose,0,X2,FDC11,FDC7,FDE4,FDC10,HDE4,HDC3,HDC1,FDE5,HDE2,FDC2
Sebastian,0,X3,HDE3,FDE4,FDC3,HDC4,FDE3,HDE4,FDC1,HDC2,FDC8,FDC9
Tessa,0,X3,FDC10,HDC2,FDE2,HDE4,FDC8,FDC3,HDC4,FDC4,FDE5,HDE3
Uriel,0,X3,FDE6,HDE2,FDC9,FDC6,HDE1,FDC1,FDE1,HDC1,HDC4,FDC5
Violet,0,X3,FDC4,FDE6,HDE3,HDC2,HDC3,FDC8,FDE3,HDE2,FDC11,FDC7
William,0,X3,FDE5,HDE3,HDC1,FDC9,FDC5,HDE4,HDC4,FDE1,FDC10,FDC3
Xena,0,X3,FDC9,HDE1,HDE4,FDE6,HDC4,HDC1,FDC11,FDE1,FDC4,FDC2
Yosef,0,X3,HDE4,HDC3,FDC10,FDC3,FDC1,HDE2,HDC1,FDE6,FDE4,FDC4
Daniel,0,X3,HDC1,FDC7,FDE4,FDC3,FDE5,HDE4,FDC11,HDC4,HDE3,FDC8
Donald,0,X3,FDE5,HDE3,HDC4,FDC1,FDC6,FDE3,FDC8,FDC2,HDC3,HDE1
Zari,0,X3,HDC2,FDE3,FDC2,HDE1,FDC4,FDC7,FDE4,HDC4,HDE3,FDC10
Mohar,0,X3,FDC1,HDE1,FDE3,FDC11,HDC3,FDC3,FDE1,FDC10,HDC4,HDE3
Abdul,0,X3,FDE3,FDC10,FDC6,FDC7,HDC3,HDC2,FDE2,HDE2,FDC5,HDE4
