NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC3,FDE4,HDC2,FDC10,HDC3,FDE1,FDC11,HDE2,HDE4,FDC6
Bella,0,X1,FDC3,FDC2,FDE5,FDC4,HDC1,HDE3,HDE1,HDC2,FDE2,FDC11
Caleb,0,X1,HDE3,FDC5,HDC1,FDC7,FDE1,FDC10,HDE4,HDC2,FDE2,FDC4
Delilah,0,X1,FDE5,FDC5,FDC1,FDE3,HDE1,HDE3,FDC2,HDC4,HDC2,FDC4
Ethan,0,X1,FDE6,FDE4,HDC3,HDC1,FDC9,FDC5,HDE3,FDC10,FDC6,HDE1
Fiona,0,X1,HDC2,FDC11,HDC4,FDE5,FDC5,HDE4,FDC6,FDE4,FDC1,HDE2
Gabriel,0,X1,HDC3,FDE4,FDC4,FDC2,HDE3,FDE3,HDE1,HDC2,FDC5,FDC7
Hannah,0,X1,FDC6,HDE3,HDE2,FDC4,FDC2,FDE2,HDC3,HDC2,FDC10,FDE3
Isaac,0,X1,HDE1,FDC4,HDC4,FDC10,FDE4,FDE1,HDE3,FDC5,HDC3,FDC2
Jasmine,0,X1,FDE5,HDC1,FDC5,FDC9,HDE4,HDC2,FDE6,FDC3,FDC8,HDE2
Kaden,0,X2,FDC5,HDE3,FDC3,HDC1,FDC10,HDC4,FDE4,FDC4,FDE1,HDE2
Lily,0,X2,HDE4,FDE1,HDC1,FDE6,FDC6,FDC7,FDC3,HDE2,FDC9,HDC4
Mason,0,X2,FDC9,FDE4,FDC11,HDE2,FDC10,HDE4,FDE5,HDC2,FDC6,HDC4
Nora,0,X2,FDC7,FDE6,FDC1,HDE4,HDE1,FDE4,FDC8,HDC2,FDC10,HDC3
Oliver,0,X2,FDE5,FDC9,HDC3,FDC7,FDC5,HDE4,HDC1,HDE3,FDC4,FDE4
Penelope,0,X2,FDC2,HDC4,HDC3,FDE4,FDE2,FDC5,HDE1,FDC8,HDE4,FDC11
Quentin,0,X2,HDC1,HDE2,HDE1,FDC3,FDC10,FDE6,FDC2,FDE1,FDC8,HDC2
Rose,0,X2,HDE2,HDE1,FDE3,HDC4,HDC2,FDC3,FDC10,FDC5,FDE6,FDC6
Sebastian,0,X3,FDC7,HDC4,HDE4,HDE2,FDC11,HDC2,FDE5,FDC6,FDE2,FDC8
Tessa,0,X3,FDC11,FDE6,HDE4,FDC5,FDC10,FDC3,HDC1,FDE4,HDE1,HDC3
Uriel,0,X3,FDC7,FDE6,HDC4,FDC4,FDE2,HDC3,HDE2,FDC1,FDC2,HDE3
Violet,0,X3,FDC2,FDC8,FDE1,HDC4,FDC3,FDC4,FDE5,HDE3,HDC1,HDE2
William,0,X3,HDE4,FDE4,FDC1,HDE2,HDC4,FDC3,FDC10,FDE3,FDC6,HDC3
Xena,0,X3,HDE2,HDE1,HDC3,FDC1,FDE3,FDC5,FDC9,FDE2,FDC11,HDC4
Yosef,0,X3,FDC1,FDE5,HDC4,HDE2,FDC11,FDC3,HDC2,FDE4,FDC4,HDE1
Daniel,0,X3,FDC3,FDE2,FDC4,HDC1,FDC10,HDC4,FDE5,FDC5,HDE3,HDE1
Donald,0,X3,HDC1,FDC9,HDE3,HDE2,FDE6,FDC4,FDC6,FDE3,FDC2,HDC3
Zari,0,X3,HDE1,FDE6,FDC4,HDE2,HDC1,FDC2,FDE1,HDC3,FDC6,FDC7
Mohar,0,X3,FDC2,FDC7,HDC1,FDC9,FDE4,HDC4,FDC4,FDE1,HDE1,HDE3
Abdul,0,X3,HDE3,FDC4,FDC11,FDE2,HDC4,HDE1,HDC2,FDE3,FDC6,FDC1
