NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE2,HDC2,FDE4,FDE2,FDC11,FDC5,HDE4,HDC4,FDC8,FDC3
Bella,0,X1,HDE2,HDE3,FDC3,FDE6,HDC4,FDC11,FDC7,FDE5,HDC1,FDC1
Caleb,0,X1,HDE3,FDE3,HDC2,FDE4,FDC4,FDC6,HDE1,FDC7,FDC9,HDC3
Delilah,0,X1,FDE1,HDE3,HDE1,FDC2,HDC3,FDC11,FDC9,FDC3,FDE6,HDC2
Ethan,0,X1,FDC7,HDE3,FDC9,FDE4,HDC3,HDC2,FDE2,HDE2,FDC10,FDC8
Fiona,0,X1,FDC3,FDC9,FDC8,HDC2,HDE2,FDE4,FDC4,FDE1,HDE1,HDC4
Gabriel,0,X1,HDE4,FDC7,HDC4,HDC2,FDC11,HDE2,FDC3,FDE4,FDC2,FDE3
Hannah,0,X1,FDE5,FDC9,FDE2,HDC3,HDE2,FDC11,HDE3,HDC1,FDC2,FDC3
Isaac,0,X1,FDC8,FDC4,HDC1,HDE1,FDE4,HDE2,FDE3,HDC3,FDC10,FDC11
Jasmine,0,X1,HDE2,FDC6,FDE6,HDC4,HDE4,FDC7,FDE5,FDC5,FDC1,HDC3
Kaden,0,X2,FDC1,HDE1,FDC4,HDC2,FDC8,HDC4,FDC7,FDE1,FDE2,HDE4
Lily,0,X2,FDE5,HDE4,FDC2,FDE6,FDC8,HDC3,HDE1,FDC6,HDC1,FDC4
Mason,0,X2,FDC6,FDC8,FDC9,FDE4,FDC2,FDE2,HDC1,HDE4,HDE2,HDC3
Nora,0,X2,HDE4,FDC4,FDC10,FDC2,FDE6,FDC6,HDC2,HDE2,HDC1,FDE5
Oliver,0,X2,HDC4,FDC1,FDC3,FDE3,FDE5,HDE3,HDE1,FDC10,HDC1,FDC4
Penelope,0,X2,FDC11,HDC1,FDC8,FDE5,HDC3,HDE2,FDC7,FDC2,FDE3,HDE1
Quentin,0,X2,FDC6,FDC2,FDC10,HDE2,FDE4,FDC9,HDE1,HDC2,FDE6,HDC1
Rose,0,X2,FDC2,HDE1,HDC1,HDE2,FDC5,FDE4,HDC3,FDE5,FDC6,FDC10
Sebastian,0,X3,FDC10,FDC7,FDE5,HDC4,HDE2,HDE4,HDC2,FDC11,FDC9,FDE3
Tessa,0,X3,FDC3,HDC2,HDE1,FDC6,HDE4,FDE1,FDC8,FDC1,HDC1,FDE4
Uriel,0,X3,HDC4,HDC1,FDC5,HDE4,FDC4,FDC8,HDE1,FDC2,FDE1,FDE3
Violet,0,X3,HDC3,FDE6,FDC10,FDC8,HDE2,FDC2,FDE2,HDE4,HDC4,FDC6
William,0,X3,FDC6,HDC1,FDC10,FDE1,FDC11,HDE4,HDC3,FDE5,HDE1,FDC4
Xena,0,X3,FDC1,FDE4,FDE1,FDC10,HDE4,HDC1,FDC2,HDE3,HDC2,FDC9
Yosef,0,X3,HDE2,FDE5,FDC3,HDC2,HDC3,FDE3,FDC9,FDC8,HDE3,FDC11
Daniel,0,X3,FDC2,HDE4,FDE1,FDE3,HDC2,FDC5,HDE2,HDC1,FDC4,FDC3
Donald,0,X3,HDC4,HDC1,HDE1,FDE3,HDE2,FDC9,FDE6,FDC11,FDC7,FDC2
Zari,0,X3,HDC2,HDE4,FDE2,HDC1,HDE1,FDC6,FDC10,FDC11,FDC2,FDE3
Mohar,0,X3,HDE2,HDE4,FDE4,FDC9,FDC8,FDE3,HDC4,HDC1,FDC6,FDC7
Abdul,0,X3,FDC1,FDE6,HDE2,HDC1,HDE4,FDE2,FDC5,FDC11,FDC8,HDC3
