NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE3,FDC7,FDC8,FDC2,HDC2,FDE6,FDC6,HDE2,HDC3,FDE2
Bella,0,X1,HDC1,FDC5,FDC7,HDC4,FDC2,HDE2,FDE2,HDE4,FDC8,FDE3
Caleb,0,X1,HDC4,HDE4,FDC7,FDC1,FDE3,FDE4,HDE1,FDC11,FDC6,HDC2
Delilah,0,X1,FDC3,FDC1,HDE3,FDE5,FDE6,FDC6,HDC1,HDE4,FDC11,HDC3
Ethan,0,X1,HDC2,HDE4,FDC4,FDE4,FDC1,FDE3,HDE2,HDC3,FDC10,FDC9
Fiona,0,X1,FDC1,HDC2,FDC4,HDC1,FDC3,HDE3,FDE3,FDE1,HDE2,FDC6
Gabriel,0,X1,FDC8,FDC6,FDC1,FDC3,HDC4,FDE1,HDE3,HDE1,HDC1,FDE2
Hannah,0,X1,HDE2,HDE1,FDE3,FDC5,HDC3,FDC7,FDC3,FDC1,FDE1,HDC2
Isaac,0,X1,HDE1,FDC9,FDC11,HDE3,HDC3,HDC1,FDC6,FDC5,FDE6,FDE3
Jasmine,0,X1,FDC1,HDC2,FDC8,FDC5,HDE2,HDE3,HDC1,FDE2,FDC9,FDE5
Kaden,0,X2,FDC9,HDE1,FDC11,HDE2,FDE4,HDC1,FDE3,HDC3,FDC2,FDC5
Lily,0,X2,HDE3,FDE5,HDC2,FDE3,FDC4,FDC6,HDC4,FDC7,HDE2,FDC11
Mason,0,X2,HDE1,FDC3,HDC4,HDC1,FDC9,FDE2,FDC4,HDE2,FDC7,FDE1
Nora,0,X2,FDC8,FDE5,FDE2,HDC4,FDC11,HDE4,FDC7,HDE1,HDC2,FDC1
Oliver,0,X2,FDC4,FDC7,FDC6,FDE1,HDE3,HDC3,HDE2,HDC4,FDC10,FDE5
Penelope,0,X2,HDE1,HDC3,HDE2,HDC2,FDC6,FDE5,FDE1,FDC7,FDC5,FDC11
Quentin,0,X2,FDC5,HDC4,HDE3,FDC7,FDC10,FDE1,FDE4,HDE1,HDC3,FDC8
Rose,0,X2,FDC11,HDE4,HDC4,FDC1,FDC7,FDC8,FDE4,FDE6,HDC1,HDE1
Sebastian,0,X3,FDC10,HDC3,HDE4,HDC2,FDC8,HDE2,FDC3,FDE6,FDC2,FDE3
Tessa,0,X3,FDC5,FDC10,HDC4,HDE4,FDC1,HDE3,FDC11,FDE3,HDC3,FDE2
Uriel,0,X3,HDE1,FDC6,FDC1,FDE3,HDC2,FDE1,FDC10,FDC8,HDE4,HDC3
Violet,0,X3,FDC9,FDE1,FDC8,HDC4,HDC3,FDC4,FDE6,HDE4,FDC1,HDE3
William,0,X3,FDE2,FDC11,FDC4,FDE6,HDE2,FDC8,HDC2,FDC9,HDE1,HDC1
Xena,0,X3,HDC1,FDC1,FDE4,HDC2,HDE1,HDE3,FDC4,FDC5,FDC6,FDE6
Yosef,0,X3,HDE3,FDC1,FDC4,FDE2,HDE4,FDC5,HDC4,FDC11,FDE5,HDC3
Daniel,0,X3,FDE1,FDC11,FDC3,HDE3,FDE5,FDC7,HDE1,HDC2,FDC10,HDC3
Donald,0,X3,FDC2,FDC8,FDC3,HDE4,FDE2,FDC11,FDE6,HDC1,HDC2,HDE3
Zari,0,X3,FDC11,FDC3,FDE3,FDC10,HDE3,FDE2,FDC9,HDC4,HDE2,HDC1
Mohar,0,X3,FDC4,HDE1,FDC11,HDC2,HDE3,HDC4,FDE3,FDE1,FDC1,FDC5
Abdul,0,X3,HDC4,HDE3,FDC9,HDC3,FDE6,HDE2,FDC10,FDC5,FDE5,FDC3
