NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE1,HDC3,FDC6,HDE1,FDC2,FDC7,FDE5,HDE4,HDC4,FDC4
Bella,0,X1,HDE3,HDE1,HDC2,FDC11,FDE3,FDC7,FDC8,HDC3,FDE6,FDC9
Caleb,0,X1,HDE4,FDE4,FDC6,FDC3,FDE6,FDC8,HDC1,HDE1,FDC5,HDC2
Delilah,0,X1,FDE3,FDC5,HDE2,HDC3,HDE4,HDC4,FDC11,FDE4,FDC9,FDC6
Ethan,0,X1,HDE2,HDC2,FDE3,FDC6,FDE5,FDC5,FDC8,FDC2,HDC1,HDE3
Fiona,0,X1,FDC9,HDC2,FDE5,HDE1,FDE2,FDC4,HDE2,FDC3,HDC3,FDC6
Gabriel,0,X1,HDC3,FDC8,FDC6,FDC9,FDC2,HDE2,HDC4,FDE5,FDE4,HDE1
Hannah,0,X1,FDC11,FDC2,HDE2,HDC2,HDC4,HDE1,FDE5,FDC8,FDE1,FDC3
Isaac,0,X1,FDC4,FDE3,HDC3,HDC1,FDC1,FDC9,HDE2,FDC5,HDE1,FDE1
Jasmine,0,X1,FDC1,FDE3,HDC3,FDE5,HDE2,FDC7,FDC11,FDC10,HDC2,HDE3
Kaden,0,X2,HDE2,FDC9,FDC8,HDC4,FDC10,FDE2,HDE3,FDC7,HDC3,FDE4
Lily,0,X2,FDC5,FDC11,FDC3,HDE4,FDC7,HDC4,FDE4,HDC1,HDE1,FDE3
Mason,0,X2,FDE4,FDC1,FDC6,FDC3,HDE2,HDE4,FDC2,HDC4,HDC3,FDE6
Nora,0,X2,HDC1,HDE4,FDC10,FDC4,HDC3,HDE3,FDC9,FDC1,FDE6,FDE2
Oliver,0,X2,FDC10,FDE2,FDC3,HDE2,HDE3,HDC4,FDC7,FDE4,HDC1,FDC8
Penelope,0,X2,FDE3,FDE2,FDC2,HDC2,FDC4,HDE4,HDE2,FDC8,FDC9,HDC1
Quentin,0,X2,FDE3,HDC4,FDE2,FDC10,FDC1,HDE2,FDC6,FDC11,HDE1,HDC3
Rose,0,X2,HDE2,HDC1,FDE4,FDC7,FDE6,HDE4,FDC10,FDC11,FDC8,HDC3
Sebastian,0,X3,FDC3,FDE6,HDE3,HDC3,FDE3,FDC4,HDC4,FDC9,FDC7,HDE2
Tessa,0,X3,FDC6,HDE3,FDE1,HDC4,FDE2,FDC5,FDC8,HDE2,HDC1,FDC11
Uriel,0,X3,HDC1,FDE1,FDC4,HDE1,FDC8,HDC2,FDC10,HDE4,FDE6,FDC6
Violet,0,X3,HDC4,FDC1,FDE1,FDC11,HDE2,FDC9,HDC1,FDC8,HDE1,FDE3
William,0,X3,HDC2,FDE1,FDC5,FDC7,HDC3,FDC11,FDE4,HDE3,FDC4,HDE2
Xena,0,X3,HDE2,HDC4,HDE3,FDC8,FDE5,HDC1,FDE3,FDC7,FDC10,FDC4
Yosef,0,X3,FDC11,FDC1,HDE3,FDE3,HDC1,FDC4,FDC6,FDE6,HDE2,HDC4
Daniel,0,X3,HDC1,FDC3,FDE2,HDE3,FDE4,HDC3,HDE2,FDC11,FDC5,FDC1
Donald,0,X3,FDC10,HDC2,HDE3,FDE4,FDC1,FDC8,FDE3,FDC9,HDE4,HDC4
Zari,0,X3,FDC8,FDE1,HDE3,FDC9,HDC4,FDC10,HDE2,FDC5,HDC2,FDE5
Mohar,0,X3,FDE6,FDC7,HDE1,HDC2,FDC11,HDE4,HDC3,FDE4,FDC8,FDC5
Abdul,0,X3,FDC9,HDE1,HDC2,HDC3,FDE6,FDE1,FDC8,HDE4,FDC4,FDC5
