NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC7,FDC2,FDC5,HDE3,FDE3,HDC2,HDC4,FDE6,FDC6,HDE2
Bella,0,X1,FDE1,FDC4,HDE4,FDC5,FDC2,HDC3,FDC9,FDE2,HDC2,HDE2
Caleb,0,X1,FDC7,HDE3,FDC8,HDC1,HDE1,HDC3,FDC6,FDC1,FDE6,FDE4
Delilah,0,X1,FDE3,HDC3,FDC3,HDE3,FDC7,HDE1,FDE6,HDC1,FDC8,FDC4
Ethan,0,X1,HDC3,FDC9,FDC5,HDC2,HDE2,FDC4,FDC11,HDE4,FDE6,FDE4
Fiona,0,X1,FDE2,HDE1,HDE4,HDC1,FDC7,HDC2,FDE5,FDC11,FDC8,FDC5
Gabriel,0,X1,HDE1,HDC4,FDC9,FDE1,HDC1,FDC7,FDC1,HDE3,FDE4,FDC4
Hannah,0,X1,FDC11,FDC8,FDC5,FDC6,HDC2,FDE5,FDE2,HDE1,HDC1,HDE2
Isaac,0,X1,HDC1,FDC3,FDE2,FDC6,HDC2,HDE3,HDE1,FDE1,FDC7,FDC8
Jasmine,0,X1,FDC8,FDE1,FDE6,HDE1,HDE2,FDC5,FDC6,HDC2,HDC3,FDC3
Kaden,0,X2,FDC8,FDC9,HDC4,FDE3,FDE6,HDC1,HDE1,FDC6,FDC10,HDE2
Lily,0,X2,FDC6,HDE4,FDE3,FDC9,HDE1,FDE2,HDC1,FDC11,HDC3,FDC10
Mason,0,X2,FDE3,HDE4,FDE1,HDC3,HDC4,FDC8,FDC9,FDC4,HDE2,FDC11
Nora,0,X2,FDC11,FDC4,FDE1,HDE2,HDE1,HDC2,FDC1,HDC4,FDC6,FDE4
Oliver,0,X2,HDC1,HDC2,FDE6,FDC11,FDE3,HDE1,FDC4,FDC5,FDC9,HDE3
Penelope,0,X2,FDC11,FDE6,HDC1,HDE4,FDC4,FDE2,FDC6,HDC3,HDE1,FDC8
Quentin,0,X2,FDC5,FDE2,FDC1,FDC3,HDE4,HDE3,FDE5,HDC3,HDC2,FDC2
Rose,0,X2,HDE1,FDE3,FDE4,FDC7,FDC9,HDE2,FDC6,HDC2,FDC5,HDC3
Sebastian,0,X3,FDC5,HDE3,HDE1,FDC4,FDE2,FDC8,FDC9,HDC3,FDE5,HDC1
Tessa,0,X3,FDC4,FDE1,FDC6,HDC3,FDE6,HDE1,FDC9,HDC2,FDC8,HDE3
Uriel,0,X3,FDE2,FDC8,FDE3,FDC1,HDC1,HDC3,FDC2,FDC10,HDE2,HDE3
Violet,0,X3,HDE2,FDC6,HDC3,HDC4,FDC2,FDE3,HDE1,FDC9,FDE1,FDC4
William,0,X3,HDE2,HDC2,HDC4,FDE1,FDC10,FDE5,HDE4,FDC1,FDC11,FDC9
Xena,0,X3,HDC2,FDC7,HDC1,FDC1,FDC10,FDE4,HDE2,FDC3,FDE5,HDE3
Yosef,0,X3,HDE3,FDC7,FDC1,FDE1,FDC9,FDE2,HDC2,FDC3,HDC1,HDE4
Daniel,0,X3,HDC2,HDE1,HDE2,FDC5,FDC1,FDC9,HDC4,FDC11,FDE1,FDE4
Donald,0,X3,FDE1,HDE1,FDC6,HDC4,HDE4,FDC7,FDC2,FDC8,HDC2,FDE5
Zari,0,X3,FDC3,HDE3,HDC2,FDC4,FDC6,FDC9,HDC1,FDE1,HDE1,FDE5
Mohar,0,X3,FDC9,FDC6,FDE5,HDE3,FDC11,HDC1,HDC3,HDE1,FDC3,FDE1
Abdul,0,X3,FDC5,HDE2,FDE2,HDC1,FDC8,FDE6,HDE3,FDC3,HDC4,FDC4
