NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC6,HDE4,FDE1,FDE5,HDC2,HDE2,FDC2,FDC11,FDC10,HDC4
Bella,0,X1,HDC4,HDC2,FDC9,HDE4,FDC10,FDC8,FDE5,HDE2,FDE6,FDC5
Caleb,0,X1,HDC1,FDC6,FDE1,HDE1,FDC3,FDC5,HDC2,FDC10,HDE3,FDE3
Delilah,0,X1,FDC8,HDE1,FDE1,FDC2,HDE3,HDC2,HDC4,FDC10,FDE6,FDC11
Ethan,0,X1,FDE5,HDE3,FDC5,FDC1,HDC1,FDC11,FDE2,FDC4,HDC3,HDE4
Fiona,0,X1,FDC11,FDC8,HDE3,FDC2,HDC1,FDE3,HDE4,FDC5,FDE5,HDC2
Gabriel,0,X1,FDC5,HDE2,FDC1,FDE5,FDE3,HDC1,FDC8,HDC4,HDE1,FDC7
Hannah,0,X1,HDC3,FDE3,HDE4,HDC4,FDC11,FDE6,HDE2,FDC2,FDC3,FDC8
Isaac,0,X1,FDE2,FDC2,HDE1,FDC11,HDC4,FDE6,FDC9,HDC3,HDE2,FDC1
Jasmine,0,X1,FDE3,FDC8,HDE3,FDE2,FDC3,FDC10,FDC7,HDE2,HDC1,HDC2
Kaden,0,X2,FDC3,FDC1,HDC3,HDE3,FDC5,FDE4,HDC1,FDC7,HDE4,FDE6
Lily,0,X2,FDC9,FDE4,FDC10,HDE2,HDC1,FDC2,HDE4,HDC3,FDC3,FDE1
Mason,0,X2,HDE3,FDE6,FDC7,FDC5,FDE2,HDC1,HDE2,FDC3,HDC4,FDC10
Nora,0,X2,HDC3,HDE2,FDC10,FDC9,HDC2,FDC5,FDE5,HDE1,FDE1,FDC1
Oliver,0,X2,HDE2,FDC10,FDC5,HDC3,FDE6,HDC2,FDC11,HDE1,FDE4,FDC9
Penelope,0,X2,FDC2,FDC4,HDE3,HDE2,FDE3,FDC10,FDE6,HDC1,HDC3,FDC7
Quentin,0,X2,HDC3,FDE6,FDC2,FDC1,HDC1,HDE3,FDE4,FDC11,HDE4,FDC4
Rose,0,X2,HDC2,FDC7,FDC4,FDE2,HDC1,HDE2,FDC5,FDC3,HDE1,FDE3
Sebastian,0,X3,FDC9,HDE1,FDC4,HDC3,FDE1,FDE6,HDE2,HDC4,FDC11,FDC3
Tessa,0,X3,HDC3,FDC9,FDE6,HDE4,FDC2,FDE4,FDC1,FDC11,HDC4,HDE1
Uriel,0,X3,HDC2,FDC4,HDE1,FDE4,FDE1,FDC7,FDC8,FDC10,HDC3,HDE2
Violet,0,X3,FDC4,HDC4,HDE2,FDC11,FDE1,HDC1,HDE4,FDE2,FDC2,FDC5
William,0,X3,FDE6,FDC11,HDC4,HDE3,FDE2,FDC8,FDC7,HDC3,HDE1,FDC6
Xena,0,X3,HDC1,FDE1,FDC6,HDE4,FDE2,HDC3,FDC2,FDC8,FDC7,HDE1
Yosef,0,X3,FDE2,FDC8,FDC5,HDE2,HDE4,HDC2,FDC7,FDC9,FDE4,HDC4
Daniel,0,X3,HDC2,HDE3,HDE4,FDC10,HDC1,FDC3,FDC8,FDE2,FDC1,FDE6
Donald,0,X3,FDE3,HDC2,HDE4,FDC1,FDE4,HDE2,HDC4,FDC6,FDC5,FDC11
Zari,0,X3,FDC3,HDE2,FDC4,FDC5,HDE4,FDE6,HDC1,FDE4,HDC3,FDC6
Mohar,0,X3,HDE2,FDE1,FDC1,HDE3,FDE2,FDC11,HDC2,FDC10,HDC3,FDC3
Abdul,0,X3,FDC5,FDC4,FDE1,FDC10,HDE1,HDE4,HDC4,FDC2,FDE4,HDC1
