NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC10,HDE3,HDC3,FDE4,HDE4,FDC8,FDC3,FDC9,FDE3,HDC1
Bella,0,X1,FDC6,HDE4,FDC7,FDC9,FDE4,HDC1,HDE2,HDC2,FDC1,FDE2
Caleb,0,X1,HDE4,FDE6,FDC3,HDE3,FDE1,FDC7,FDC4,HDC2,FDC10,HDC4
Delilah,0,X1,FDE6,HDE3,HDC2,FDC8,FDC5,HDC3,FDC7,HDE2,FDC10,FDE5
Ethan,0,X1,FDE4,FDC5,FDE6,HDE4,FDC3,FDC10,HDC1,HDE2,HDC4,FDC6
Fiona,0,X1,HDC4,HDC2,HDE4,FDC11,FDC5,FDE6,HDE2,FDC3,FDE5,FDC9
Gabriel,0,X1,FDE3,FDC11,HDE4,HDC1,HDE1,HDC3,FDE4,FDC3,FDC9,FDC1
Hannah,0,X1,FDC5,FDE4,FDE3,HDE4,FDC3,FDC8,FDC2,HDC4,HDC1,HDE3
Isaac,0,X1,HDC3,FDE1,FDC9,FDE6,FDC3,HDC2,HDE3,FDC2,FDC6,HDE2
Jasmine,0,X1,FDC1,FDC5,FDC2,HDC4,FDE3,HDE1,HDE4,HDC2,FDE2,FDC8
Kaden,0,X2,FDE4,FDE2,FDC4,HDC3,HDC1,FDC5,HDE4,HDE2,FDC1,FDC7
Lily,0,X2,HDC2,FDE5,HDC1,HDE3,FDC8,FDC5,HDE4,FDE3,FDC11,FDC9
Mason,0,X2,HDE2,FDC10,FDC4,FDC2,HDE1,FDE5,FDC9,HDC1,HDC3,FDE4
Nora,0,X2,HDC2,FDE1,FDC10,HDE3,HDE2,FDC1,HDC4,FDE2,FDC6,FDC5
Oliver,0,X2,FDE4,HDC1,HDE4,FDC7,FDC3,FDC11,HDE3,HDC4,FDE2,FDC9
Penelope,0,X2,FDC6,HDE3,HDC3,FDE1,FDC11,FDC1,HDC1,HDE1,FDC4,FDE4
Quentin,0,X2,FDC2,FDE6,HDC1,HDE2,FDC10,FDC3,HDE1,HDC4,FDC1,FDE4
Rose,0,X2,HDE4,HDE2,FDC1,FDC5,HDC1,FDC9,FDC8,FDE4,FDE5,HDC2
Sebastian,0,X3,FDE2,FDC8,HDE4,FDE3,HDE3,HDC4,FDC5,FDC1,HDC3,FDC6
Tessa,0,X3,FDE5,HDC3,HDE2,HDE3,HDC1,FDC2,FDC10,FDE2,FDC7,FDC4
Uriel,0,X3,HDE2,FDC7,HDC2,HDE3,HDC1,FDE2,FDE6,FDC10,FDC1,FDC9
Violet,0,X3,FDE5,FDC7,FDE6,FDC10,HDE1,HDE2,FDC6,HDC3,FDC8,HDC2
William,0,X3,HDC1,FDC6,HDC2,FDC11,FDC3,HDE1,FDE4,HDE4,FDC1,FDE6
Xena,0,X3,FDC4,FDC9,FDC6,HDC3,HDC4,FDC1,HDE2,FDE2,HDE1,FDE6
Yosef,0,X3,HDC3,FDC8,FDC4,HDC2,FDE2,HDE4,HDE3,FDC1,FDE5,FDC10
Daniel,0,X3,HDC4,FDC3,FDC7,FDE1,HDE3,HDC2,HDE4,FDE4,FDC1,FDC4
Donald,0,X3,HDC3,HDE3,HDC2,FDC3,FDE5,FDC9,FDC10,FDC5,HDE2,FDE3
Zari,0,X3,FDE1,HDC2,FDC1,HDC4,HDE3,HDE4,FDC4,FDC6,FDC5,FDE6
Mohar,0,X3,FDC6,HDE2,FDC2,HDE3,HDC3,FDC10,HDC2,FDE2,FDE5,FDC3
Abdul,0,X3,FDE1,FDE2,FDC5,HDC1,FDC6,HDE4,FDC8,FDC3,HDC3,HDE1
