NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC4,HDC3,HDE2,FDC9,FDC10,FDE1,HDC2,FDC6,HDE3,FDE3
Bella,0,X1,HDC3,FDC11,FDE6,FDC3,HDE2,FDC5,FDC7,FDE1,HDE3,HDC2
Caleb,0,X1,FDE6,FDC8,HDC2,HDE4,HDE2,FDE2,HDC1,FDC6,FDC5,FDC1
Delilah,0,X1,FDC5,FDE4,HDC1,FDC3,HDE3,HDE4,FDC1,FDE2,HDC4,FDC11
Ethan,0,X1,HDE3,FDC6,HDC1,HDE2,HDC4,FDC2,FDE5,FDE6,FDC5,FDC1
Fiona,0,X1,HDC1,FDC6,FDC8,HDE1,FDC7,FDE5,HDE3,HDC2,FDC10,FDE6
Gabriel,0,X1,FDC11,HDE3,FDE4,FDC9,FDC7,HDE1,FDE2,HDC2,HDC1,FDC1
Hannah,0,X1,FDE4,FDC4,FDE2,HDC4,HDC3,HDE1,FDC11,FDC9,FDC2,HDE4
Isaac,0,X1,FDC5,FDE1,FDC6,FDC9,HDC1,HDC2,HDE3,HDE1,FDE3,FDC7
Jasmine,0,X1,HDC4,FDC10,FDE4,FDC9,HDE4,HDC2,HDE2,FDC7,FDE1,FDC4
Kaden,0,X2,FDC10,FDC7,FDE2,HDE1,FDC11,HDE2,FDC8,FDE6,HDC1,HDC4
Lily,0,X2,HDE4,FDE5,FDC10,HDC1,FDC8,FDC2,HDE2,FDC3,FDE3,HDC2
Mason,0,X2,HDE1,HDE3,FDC5,HDC1,FDC3,HDC4,FDC2,FDE4,FDE6,FDC7
Nora,0,X2,HDC4,FDE3,FDC9,FDC6,FDC3,FDE2,HDC3,FDC2,HDE4,HDE3
Oliver,0,X2,FDC8,FDC7,HDC1,FDC6,HDC2,FDE4,HDE1,FDE5,FDC9,HDE4
Penelope,0,X2,FDC3,HDC1,FDC6,FDE1,FDC7,FDC10,HDC4,FDE5,HDE3,HDE2
Quentin,0,X2,FDE2,FDC10,FDC11,FDC8,FDC4,HDE2,FDE6,HDC1,HDC3,HDE3
Rose,0,X2,FDE4,FDE2,FDC7,HDE2,HDC1,FDC10,FDC9,HDE4,FDC5,HDC3
Sebastian,0,X3,FDC6,HDC4,HDC3,FDC8,HDE3,FDC3,FDE3,FDC1,FDE2,HDE1
Tessa,0,X3,FDC7,HDE1,HDC2,HDE4,FDC6,HDC1,FDE1,FDC11,FDC5,FDE5
Uriel,0,X3,HDC3,FDC6,FDE4,FDC5,HDC4,FDC11,FDE6,FDC3,HDE2,HDE3
Violet,0,X3,FDC8,HDC2,FDE4,HDE4,FDC4,HDC3,FDE5,FDC1,HDE1,FDC10
William,0,X3,FDC11,HDE4,HDE1,FDC3,HDC2,FDE2,FDE4,HDC1,FDC6,FDC5
Xena,0,X3,FDC5,FDE4,HDE3,HDC2,HDE4,FDC11,FDE1,HDC1,FDC1,FDC9
Yosef,0,X3,HDC1,FDE3,FDC3,FDC9,FDE1,HDE1,FDC4,HDE4,HDC4,FDC7
Daniel,0,X3,FDE6,FDC9,FDC4,FDE2,HDE2,FDC10,HDC2,HDE4,FDC5,HDC4
Donald,0,X3,HDC3,HDE4,FDC6,FDC3,FDC7,HDE1,FDC5,FDE4,HDC4,FDE5
Zari,0,X3,FDC10,FDC7,HDE3,FDE2,HDC4,HDE2,FDC6,FDE5,HDC1,FDC4
Mohar,0,X3,FDE3,HDC3,FDC6,HDE3,FDC1,HDE4,HDC2,FDC9,FDE2,FDC8
Abdul,0,X3,FDC2,FDC9,HDE1,FDC8,HDC3,HDE4,HDC2,FDE3,FDC6,FDE4
