NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC4,HDE1,FDC1,HDE4,FDC2,FDE6,HDC2,FDE3,FDC5,FDC11
Bella,0,X1,FDE3,FDC3,FDC7,FDE4,HDE3,HDC2,HDE4,FDC5,FDC6,HDC4
Caleb,0,X1,FDC7,HDE4,HDC1,FDE1,FDE5,HDE3,FDC11,FDC3,FDC4,HDC4
Delilah,0,X1,FDC6,HDE4,FDC5,HDE3,FDE3,HDC3,FDC11,FDC9,FDE1,HDC2
Ethan,0,X1,FDE2,FDC10,HDC2,FDE6,FDC9,FDC1,HDC4,HDE1,FDC4,HDE4
Fiona,0,X1,HDE4,HDE2,FDC10,FDC3,FDE2,FDC7,HDC3,HDC4,FDE3,FDC9
Gabriel,0,X1,HDC4,FDC8,FDE1,FDC5,FDC6,HDE2,FDE6,HDC2,FDC9,HDE1
Hannah,0,X1,FDC5,HDE2,HDE1,HDC1,HDC4,FDE4,FDC3,FDE5,FDC6,FDC1
Isaac,0,X1,FDC2,FDE3,FDC3,HDC2,HDC4,HDE2,HDE4,FDC5,FDE6,FDC11
Jasmine,0,X1,FDC6,FDE1,HDE2,FDC9,FDC3,FDC8,HDC4,HDE3,HDC3,FDE5
Kaden,0,X2,FDC2,HDE1,HDC3,HDE3,FDE5,FDC4,FDE2,FDC8,HDC1,FDC7
Lily,0,X2,HDE2,FDC5,FDC10,HDC1,FDC1,FDE3,HDE1,HDC4,FDE1,FDC4
Mason,0,X2,FDC5,HDC1,FDE2,HDE1,FDC1,FDC11,FDC8,HDE2,HDC2,FDE1
Nora,0,X2,HDE2,FDC6,FDC4,FDE1,HDE4,HDC2,FDC5,FDC8,HDC1,FDE6
Oliver,0,X2,FDC5,FDC3,HDE4,FDE5,HDC1,HDC3,FDE4,FDC1,HDE3,FDC7
Penelope,0,X2,FDC5,FDC7,FDC10,FDE6,HDE1,FDE1,HDE2,FDC1,HDC4,HDC2
Quentin,0,X2,HDC3,HDE2,HDC4,FDC6,FDE2,HDE4,FDE5,FDC10,FDC5,FDC7
Rose,0,X2,FDE5,FDC3,HDC2,HDC1,FDC5,FDC1,FDC9,HDE3,HDE2,FDE3
Sebastian,0,X3,HDE1,FDC3,HDE4,FDE1,FDC4,FDC9,FDE2,HDC2,HDC3,FDC8
Tessa,0,X3,HDE1,FDC1,HDE2,FDC10,HDC3,FDC7,FDE2,HDC2,FDE4,FDC11
Uriel,0,X3,FDE3,FDC11,FDC4,FDC2,HDC2,FDC10,FDE4,HDE1,HDC4,HDE2
Violet,0,X3,HDE4,FDE4,FDC3,FDC8,FDC6,HDC1,FDE5,HDC3,FDC9,HDE2
William,0,X3,FDC1,HDE4,FDC5,HDC3,HDC2,FDE1,FDC6,HDE2,FDE6,FDC10
Xena,0,X3,HDE1,FDC3,FDC11,HDC4,FDC2,FDE5,HDC3,HDE3,FDC8,FDE6
Yosef,0,X3,FDC10,HDC2,FDC4,HDE2,HDC1,FDC6,FDE1,HDE1,FDE3,FDC1
Daniel,0,X3,FDE3,HDE2,FDE4,FDC6,HDC4,HDC3,FDC11,FDC8,FDC4,HDE4
Donald,0,X3,FDE3,FDC1,FDC7,FDC10,FDC6,HDC1,HDC3,HDE4,HDE3,FDE6
Zari,0,X3,FDC8,FDE6,HDE4,FDC11,FDC1,FDE2,HDC3,HDC4,FDC2,HDE2
Mohar,0,X3,FDC5,FDC8,HDC4,HDC3,HDE3,FDC7,FDE3,FDE4,FDC1,HDE2
Abdul,0,X3,FDC10,HDC2,FDC8,HDC4,FDC5,FDE4,HDE4,FDE5,HDE1,FDC7
