NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC1,FDC10,HDE1,FDC5,FDE6,HDC4,FDC2,HDE4,FDE1,FDC8
Bella,0,X1,FDC8,HDC1,HDE4,FDE4,FDC9,HDE2,FDE3,FDC7,HDC2,FDC5
Caleb,0,X1,HDE4,HDC1,FDE3,FDC7,FDE6,FDC6,HDC2,FDC2,FDC11,HDE1
Delilah,0,X1,HDE2,HDC2,HDE3,FDE4,FDE1,FDC11,FDC7,FDC3,FDC10,HDC4
Ethan,0,X1,FDE4,FDC5,HDC2,FDE2,HDE4,FDC3,HDE3,FDC6,FDC10,HDC3
Fiona,0,X1,HDE4,FDE1,FDC8,HDE1,HDC4,FDC3,FDC1,FDC2,FDE4,HDC3
Gabriel,0,X1,HDE1,FDC7,FDE6,HDC2,FDE1,FDC11,HDC3,FDC2,HDE3,FDC1
Hannah,0,X1,FDC1,FDE3,FDC2,HDC1,FDC7,HDC3,FDE5,HDE2,HDE4,FDC5
Isaac,0,X1,FDE3,HDE1,FDC9,FDC1,HDC4,HDC3,FDE4,HDE4,FDC7,FDC2
Jasmine,0,X1,FDE1,FDC9,FDC6,HDC2,HDE3,FDE3,FDC3,HDE4,FDC1,HDC4
Kaden,0,X2,HDC2,FDE6,HDE2,HDE1,FDC9,HDC3,FDC3,FDC10,FDC5,FDE4
Lily,0,X2,FDC11,FDC3,FDC7,HDE1,HDE4,FDC4,FDE1,HDC4,HDC1,FDE2
Mason,0,X2,FDE1,FDC9,HDC2,FDC6,HDE4,FDC7,FDC2,HDC1,FDE6,HDE3
Nora,0,X2,HDE1,FDC11,HDC3,FDC8,HDE4,FDC1,FDE4,FDE2,HDC2,FDC4
Oliver,0,X2,FDC11,FDE2,HDC2,HDC4,FDC6,HDE1,FDC4,FDE3,FDC8,HDE2
Penelope,0,X2,HDC1,FDC10,HDC2,FDE6,FDC7,HDE3,HDE1,FDC5,FDE4,FDC1
Quentin,0,X2,FDE1,FDC9,FDC3,HDE3,FDE5,HDE1,HDC2,FDC8,HDC1,FDC11
Rose,0,X2,FDC1,FDC7,FDE1,HDE4,FDC9,HDE3,HDC1,FDC3,FDE6,HDC2
Sebastian,0,X3,FDC7,HDC3,FDC4,FDE2,FDC6,HDC2,HDE4,HDE2,FDE4,FDC2
Tessa,0,X3,HDE2,FDE1,FDC11,FDC4,HDC2,HDC4,HDE1,FDC1,FDE3,FDC2
Uriel,0,X3,FDE5,HDE4,FDC4,FDC2,FDE2,HDC1,HDC3,FDC11,FDC6,HDE2
Violet,0,X3,HDC2,FDC6,FDE4,FDE5,FDC9,HDE3,HDC3,FDC11,FDC1,HDE1
William,0,X3,FDE1,FDC4,HDE3,FDC1,HDC4,FDC7,FDC3,HDE1,HDC2,FDE4
Xena,0,X3,FDC8,HDE1,HDE2,FDC4,HDC1,FDE2,FDE3,FDC3,HDC2,FDC7
Yosef,0,X3,HDE2,HDE1,FDE2,FDC6,FDC5,FDC7,FDE3,FDC11,HDC2,HDC4
Daniel,0,X3,FDE3,FDC9,FDE4,FDC4,FDC5,HDC4,HDE2,HDE3,HDC1,FDC10
Donald,0,X3,FDE2,HDC3,HDC4,FDE3,FDC2,FDC3,FDC10,HDE1,HDE2,FDC5
Zari,0,X3,HDE1,FDE1,HDC4,HDC3,FDC1,FDC8,FDC10,FDE2,HDE3,FDC6
Mohar,0,X3,FDC3,HDC3,HDE2,FDE2,FDE5,FDC7,FDC1,HDC1,FDC10,HDE4
Abdul,0,X3,FDC11,HDC2,FDC9,FDC8,HDC1,FDE2,FDE4,HDE4,FDC6,HDE1
