NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE3,FDC10,HDE1,HDC4,FDC8,FDE1,HDE2,FDC6,HDC3,FDC11
Bella,0,X1,FDC10,HDE1,HDC2,FDC7,FDE5,FDC6,HDE4,HDC3,FDC9,FDE6
Caleb,0,X1,HDC4,FDC3,HDC1,FDC11,FDC1,FDE3,HDE1,FDE1,FDC4,HDE4
Delilah,0,X1,HDE4,FDC2,FDC6,FDC10,HDC3,HDC4,FDE5,HDE1,FDC4,FDE3
Ethan,0,X1,FDE4,HDE1,FDC5,HDC4,HDC2,HDE4,FDE2,FDC7,FDC6,FDC3
Fiona,0,X1,FDC2,FDE3,HDC4,FDC4,HDE2,HDE4,FDC8,FDC9,FDE4,HDC3
Gabriel,0,X1,HDC4,FDC8,FDE5,FDC9,HDE3,FDC11,FDE2,HDE1,HDC1,FDC4
Hannah,0,X1,HDE3,HDC1,FDC5,FDE5,FDC1,FDC4,HDC3,FDC2,FDE3,HDE2
Isaac,0,X1,HDC4,FDE6,FDC10,HDE1,FDC2,HDC1,HDE4,FDE5,FDC5,FDC7
Jasmine,0,X1,FDE1,FDC1,HDE2,HDC2,FDE3,HDE3,FDC3,HDC1,FDC10,FDC6
Kaden,0,X2,FDC5,HDC2,FDE2,FDE5,FDC4,HDC3,FDC11,FDC7,HDE2,HDE3
Lily,0,X2,FDE6,HDE3,FDC4,FDC3,HDE2,HDC4,FDC11,FDC8,FDE4,HDC2
Mason,0,X2,HDE2,HDC2,FDE2,FDE4,HDC1,HDE1,FDC6,FDC7,FDC8,FDC10
Nora,0,X2,HDE2,FDC7,FDC4,HDE1,FDC10,HDC2,HDC4,FDE1,FDC2,FDE4
Oliver,0,X2,FDC3,FDC7,HDC2,HDC4,HDE4,HDE1,FDC10,FDE1,FDC1,FDE5
Penelope,0,X2,FDC8,HDE4,HDE3,FDC7,FDC6,FDE6,HDC4,FDC2,HDC2,FDE5
Quentin,0,X2,FDC8,HDE2,FDC11,FDE6,FDE5,HDC4,HDC2,HDE3,FDC2,FDC6
Rose,0,X2,FDE5,FDC7,HDC3,FDC3,HDE2,HDE3,FDC4,FDE6,HDC2,FDC6
Sebastian,0,X3,HDC4,HDC3,FDC2,FDE4,HDE4,FDE6,HDE3,FDC8,FDC11,FDC5
Tessa,0,X3,FDE2,HDC4,FDC3,FDC9,FDE4,HDC3,HDE4,FDC2,HDE1,FDC11
Uriel,0,X3,FDC2,FDC10,FDE4,FDE6,HDE2,HDE3,HDC1,FDC7,HDC4,FDC4
Violet,0,X3,HDE1,HDC4,FDC7,HDC3,FDE4,FDC11,FDE6,FDC5,FDC8,HDE3
William,0,X3,FDC10,FDC1,HDC3,HDE4,FDE2,FDC8,HDC1,HDE1,FDE1,FDC5
Xena,0,X3,FDE1,FDC10,HDE2,HDE4,FDC2,HDC4,FDC11,FDE4,HDC1,FDC9
Yosef,0,X3,HDE3,HDE1,HDC2,FDC2,FDC1,FDE3,HDC3,FDC11,FDE4,FDC3
Daniel,0,X3,HDC3,HDE3,FDC3,FDC1,HDC1,HDE2,FDE5,FDC5,FDE3,FDC8
Donald,0,X3,FDC6,HDE3,HDC4,HDE1,FDC5,HDC2,FDE3,FDC2,FDE4,FDC7
Zari,0,X3,HDC2,FDC10,FDC1,FDC5,HDE3,HDC1,FDC2,FDE3,FDE1,HDE1
Mohar,0,X3,HDC1,HDC3,HDE3,FDE2,FDC7,FDC6,FDC8,FDE3,FDC5,HDE1
Abdul,0,X3,FDC9,FDC6,HDE4,FDC1,FDE3,HDC4,FDC4,HDE2,HDC1,FDE5
