NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE1,FDE4,FDC7,FDC4,HDE4,FDC3,FDE2,FDC9,HDC2,HDC3
Bella,0,X1,FDC5,FDE4,HDC3,HDE1,HDE4,FDE3,FDC4,HDC2,FDC1,FDC7
Caleb,0,X1,FDE2,FDC10,FDC7,HDE3,FDE4,HDC1,FDC4,HDC2,HDE1,FDC1
Delilah,0,X1,FDE3,FDC11,FDE4,HDE1,FDC8,FDC9,FDC3,HDC3,HDE3,HDC4
Ethan,0,X1,FDC6,FDE4,HDE4,HDC1,HDE2,FDC10,HDC2,FDC9,FDC4,FDE5
Fiona,0,X1,FDE2,FDC2,HDC1,HDE1,HDE2,FDC8,HDC3,FDC6,FDE5,FDC9
Gabriel,0,X1,HDC2,FDC1,HDC3,FDE1,FDC8,HDE2,FDC6,FDE4,FDC3,HDE4
Hannah,0,X1,FDE6,FDC3,FDC6,HDE2,FDC4,HDE4,FDC10,HDC3,FDE4,HDC1
Isaac,0,X1,HDE2,HDE1,FDC9,HDC4,FDE1,FDC10,FDC2,FDE4,FDC7,HDC3
Jasmine,0,X1,FDE6,FDC11,FDE1,HDC4,FDC2,HDE2,HDC3,HDE4,FDC1,FDC8
Kaden,0,X2,FDC8,FDC2,FDE1,HDE2,FDC5,HDE3,FDC3,FDE2,HDC4,HDC1
Lily,0,X2,FDC11,FDE4,FDC6,FDE1,FDC7,HDE2,FDC10,HDC4,HDC2,HDE1
Mason,0,X2,HDE2,FDC5,HDE1,HDC1,FDC4,HDC2,FDE3,FDE5,FDC10,FDC2
Nora,0,X2,HDC4,FDC7,HDE2,FDE1,FDC2,HDC3,FDE5,FDC11,FDC4,HDE4
Oliver,0,X2,FDC1,HDC3,HDC2,FDC7,HDE2,FDE1,FDC11,FDC9,HDE1,FDE6
Penelope,0,X2,HDC4,HDE4,FDC6,FDE5,HDC3,FDC3,FDC11,HDE3,FDC4,FDE1
Quentin,0,X2,FDC7,FDC9,FDE3,FDC10,HDC2,FDC11,HDE2,HDE3,HDC1,FDE6
Rose,0,X2,FDC2,FDC5,HDE4,FDE2,FDC6,HDC1,HDC2,FDC4,FDE3,HDE1
Sebastian,0,X3,HDE2,FDC8,FDE3,FDC1,FDE2,HDE3,FDC10,HDC4,FDC7,HDC1
Tessa,0,X3,FDE5,HDC2,FDC8,HDE4,FDC10,HDC4,FDC5,HDE3,FDC11,FDE4
Uriel,0,X3,FDC11,HDC4,FDE4,FDC10,FDC5,HDE1,HDC1,FDE6,FDC3,HDE4
Violet,0,X3,HDC2,FDC4,FDE5,FDC2,FDC10,FDE6,HDE2,HDC3,HDE3,FDC11
William,0,X3,FDC3,FDC7,HDC4,FDC9,HDE3,FDE5,FDE3,FDC4,HDC3,HDE1
Xena,0,X3,FDC6,FDC5,FDC11,FDE4,HDE1,HDC3,HDE3,FDE1,HDC2,FDC2
Yosef,0,X3,FDC10,HDE3,FDC9,FDE3,HDC3,HDE2,FDC2,FDC3,FDE1,HDC2
Daniel,0,X3,FDE4,FDC1,FDE1,FDC11,HDE2,FDC8,HDC2,HDE3,HDC1,FDC2
Donald,0,X3,FDC5,FDC10,FDC11,HDC2,HDE4,HDC1,HDE2,FDE1,FDE4,FDC6
Zari,0,X3,HDE4,HDC4,FDC5,FDE6,FDC2,HDE1,FDC9,FDE5,HDC2,FDC8
Mohar,0,X3,FDC7,HDC1,HDE3,FDE2,FDC5,HDE2,FDC3,HDC3,FDE6,FDC8
Abdul,0,X3,FDE1,HDC3,FDE3,FDC1,FDC3,FDC7,HDE1,HDE2,HDC4,FDC6
