NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE1,HDE4,FDC8,FDC7,FDC1,FDE4,FDE5,FDC6,HDC4,HDC1
Bella,0,X1,FDE6,FDC8,FDC6,FDC11,HDE2,HDC1,HDC4,FDE2,HDE4,FDC7
Caleb,0,X1,HDC4,FDE3,HDE4,FDC2,FDC7,HDC3,HDE3,FDC4,FDC3,FDE6
Delilah,0,X1,HDE1,HDC1,FDC5,HDC2,FDC7,FDC8,FDC4,HDE3,FDE5,FDE6
Ethan,0,X1,HDC4,HDE2,FDE2,FDC9,FDC2,FDE5,FDC4,HDE1,FDC8,HDC2
Fiona,0,X1,FDC7,FDC6,HDE3,HDE2,FDE6,HDC2,HDC3,FDC3,FDC2,FDE4
Gabriel,0,X1,HDC3,HDE1,FDE2,FDC1,FDE4,FDC8,FDC11,HDE2,HDC2,FDC7
Hannah,0,X1,HDC1,FDE5,HDC3,FDC8,FDC10,FDC4,HDE4,FDE2,FDC5,HDE3
Isaac,0,X1,HDC2,FDE2,FDC6,HDE1,HDC3,FDE6,FDC11,HDE3,FDC1,FDC10
Jasmine,0,X1,HDC1,FDC10,HDC4,FDE3,FDC7,FDE5,HDE4,FDC9,HDE1,FDC6
Kaden,0,X2,FDE2,HDC3,HDC2,FDC9,FDC10,HDE3,FDC7,FDC2,FDE1,HDE1
Lily,0,X2,FDC6,FDC3,HDE1,HDC2,HDE4,FDE6,FDE5,FDC9,FDC5,HDC4
Mason,0,X2,HDE4,FDE4,HDE3,FDC11,HDC2,FDC5,FDC7,HDC4,FDC2,FDE3
Nora,0,X2,HDC4,HDC1,FDC2,HDE1,HDE2,FDC8,FDC9,FDE4,FDC5,FDE3
Oliver,0,X2,FDC6,FDE5,FDC5,FDC11,FDC3,FDE4,HDE4,HDC1,HDE3,HDC2
Penelope,0,X2,HDE3,FDE3,FDE1,HDC2,FDC10,FDC2,FDC8,FDC11,HDC3,HDE4
Quentin,0,X2,HDE4,HDE3,FDE3,FDC9,FDE4,HDC3,FDC8,FDC1,FDC5,HDC1
Rose,0,X2,FDE1,HDC1,FDC3,HDC3,FDC1,FDC5,HDE2,FDC6,FDE4,HDE3
Sebastian,0,X3,HDC4,FDC10,FDC9,HDC2,HDE3,FDC3,FDE6,FDE5,FDC2,HDE4
Tessa,0,X3,HDC2,FDE2,FDC4,HDE2,FDC9,HDC4,FDC5,FDC6,FDE6,HDE3
Uriel,0,X3,HDE2,HDC3,HDC4,HDE4,FDC4,FDE1,FDC8,FDC2,FDC7,FDE2
Violet,0,X3,FDE1,FDC2,HDE2,HDE3,HDC1,FDC5,FDE5,HDC3,FDC10,FDC8
William,0,X3,FDC1,HDC1,FDC10,FDE1,HDE1,FDC6,FDE5,HDC2,FDC2,HDE2
Xena,0,X3,FDC7,FDC11,HDE1,HDC1,HDC3,FDE4,HDE3,FDC4,FDE2,FDC3
Yosef,0,X3,FDE6,HDE1,FDC1,HDE3,FDC10,HDC3,HDC4,FDC4,FDE5,FDC6
Daniel,0,X3,HDE3,FDE4,HDE2,FDC7,FDC5,HDC4,FDC10,HDC2,FDE6,FDC4
Donald,0,X3,HDE2,FDC10,FDC6,FDE4,FDE2,FDC3,HDC2,HDE4,FDC5,HDC3
Zari,0,X3,FDE5,HDC1,FDC2,HDE3,FDC10,HDC4,HDE1,FDE2,FDC1,FDC3
Mohar,0,X3,FDC3,HDC2,FDC5,FDC8,FDC11,FDE2,HDE4,FDE4,HDE1,HDC3
Abdul,0,X3,FDE2,FDE1,FDC7,FDC3,HDC3,HDE1,HDE3,FDC10,HDC4,FDC2
