NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE4,HDC1,FDC1,HDC3,FDC3,FDE2,FDC6,HDE1,FDC5,FDE1
Bella,0,X1,FDC10,FDC1,FDC8,HDC2,HDC1,FDC11,HDE1,FDE3,FDE5,HDE3
Caleb,0,X1,FDC9,HDC2,FDE3,HDE4,FDC6,HDC3,FDE4,FDC2,FDC5,HDE3
Delilah,0,X1,HDC1,FDC7,FDE3,FDC1,HDC3,HDE1,FDC5,FDC9,FDE2,HDE3
Ethan,0,X1,FDC5,HDE4,FDE3,FDC9,FDC7,FDE6,HDC2,HDE3,FDC1,HDC1
Fiona,0,X1,FDE5,FDC5,FDE6,HDC2,HDE2,HDC3,FDC9,FDC4,HDE3,FDC3
Gabriel,0,X1,HDE3,FDC9,FDE5,FDC10,FDC1,HDC4,HDE4,FDC11,FDE1,HDC3
Hannah,0,X1,HDC3,FDE5,FDC3,FDC1,HDC1,HDE2,FDC2,FDE2,HDE1,FDC10
Isaac,0,X1,FDC8,HDC1,FDC1,HDC3,FDC3,FDE1,HDE3,HDE2,FDC2,FDE5
Jasmine,0,X1,FDC11,HDC3,FDC3,FDE1,HDE4,HDC1,HDE3,FDC6,FDC5,FDE5
Kaden,0,X2,HDC3,FDC4,HDE4,FDE2,FDE5,HDC1,FDC7,HDE2,FDC11,FDC2
Lily,0,X2,FDC1,HDE2,HDE4,FDC4,HDC2,FDE4,FDE2,FDC5,FDC8,HDC3
Mason,0,X2,FDE6,FDC8,HDE1,HDC2,HDE3,FDC11,FDC4,FDC6,HDC3,FDE4
Nora,0,X2,HDC1,FDE2,HDE2,FDC9,HDC4,FDC5,FDC8,HDE3,FDE4,FDC3
Oliver,0,X2,HDC4,HDE3,FDC10,FDE1,FDE5,FDC1,FDC2,HDE1,FDC9,HDC2
Penelope,0,X2,FDC8,FDE2,HDC3,FDC5,FDE3,FDC3,HDE3,FDC9,HDE4,HDC1
Quentin,0,X2,HDC3,HDE4,HDE3,FDE6,FDE5,FDC11,FDC8,HDC1,FDC2,FDC6
Rose,0,X2,FDE3,HDC1,FDC4,FDC3,HDE3,HDE4,FDE6,HDC3,FDC5,FDC8
Sebastian,0,X3,FDC3,HDE4,HDC2,HDC4,FDC6,FDE6,FDE3,FDC1,HDE2,FDC8
Tessa,0,X3,FDC5,FDE2,FDC3,FDC8,FDC1,HDE4,HDC2,FDE1,HDE2,HDC1
Uriel,0,X3,FDE2,FDC1,FDE6,FDC11,HDC4,HDC3,HDE3,HDE4,FDC5,FDC8
Violet,0,X3,HDC3,HDE1,FDC6,FDC9,FDE2,FDC3,FDE4,HDE2,FDC4,HDC2
William,0,X3,FDC6,HDE1,FDE5,FDC11,FDC8,FDC2,HDE3,FDE2,HDC2,HDC4
Xena,0,X3,FDC11,FDC9,FDE5,HDC1,FDC5,HDE2,FDC2,HDE4,FDE1,HDC4
Yosef,0,X3,FDC10,FDE4,HDE2,HDC3,HDE4,FDC4,HDC4,FDC9,FDE1,FDC5
Daniel,0,X3,FDC11,HDE1,FDC8,FDC1,HDE4,FDC6,HDC4,HDC3,FDE5,FDE2
Donald,0,X3,FDE2,HDC3,FDC8,FDC7,FDC10,HDE3,HDC4,HDE2,FDC3,FDE6
Zari,0,X3,HDE2,FDC4,FDE6,HDC3,FDE4,FDC10,HDC1,FDC6,HDE1,FDC8
Mohar,0,X3,FDE4,HDC4,FDC3,HDE2,FDC6,HDE1,FDC11,HDC1,FDE2,FDC7
Abdul,0,X3,FDC1,FDC6,FDE4,HDE1,FDC4,HDC2,HDE4,FDC5,HDC1,FDE1
