NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE4,FDC6,FDE3,HDC2,HDE1,FDC5,FDC1,FDE6,HDC4,FDC10
Bella,0,X1,FDC3,HDC1,HDE4,FDE4,FDC7,FDC2,FDC4,HDC3,HDE3,FDE5
Caleb,0,X1,FDC2,HDC4,HDC1,FDE4,FDC3,FDC5,HDE2,FDE2,FDC10,HDE1
Delilah,0,X1,FDC6,HDE2,FDC4,FDE3,HDE1,FDE1,HDC1,FDC3,HDC4,FDC10
Ethan,0,X1,FDC4,FDC3,HDE3,FDC2,HDE2,FDE3,FDC6,HDC4,FDE4,HDC2
Fiona,0,X1,HDE3,HDE2,FDE5,FDC10,HDC3,FDE3,FDC3,FDC11,HDC2,FDC4
Gabriel,0,X1,HDC2,FDC8,HDE2,HDE4,FDC2,FDC6,FDC5,FDE4,HDC1,FDE2
Hannah,0,X1,HDE1,FDE1,FDE4,HDC1,FDC5,FDC11,HDE4,FDC9,HDC4,FDC1
Isaac,0,X1,FDC11,FDC10,FDE5,FDC4,FDE2,FDC3,HDE3,HDC2,HDC4,HDE2
Jasmine,0,X1,HDE2,FDC8,FDE3,FDE2,HDC4,FDC2,FDC7,HDC3,FDC4,HDE1
Kaden,0,X2,FDE1,FDC2,FDC9,FDE6,HDC1,FDC11,HDC2,FDC8,HDE3,HDE4
Lily,0,X2,FDC8,HDE2,FDC6,FDC3,HDC3,FDC10,HDC1,FDE5,HDE4,FDE2
Mason,0,X2,FDC4,FDE2,HDC4,FDC6,FDE5,HDC1,HDE4,FDC11,HDE3,FDC10
Nora,0,X2,FDE1,HDC4,HDE4,HDC3,FDE5,FDC10,FDC2,FDC6,HDE2,FDC7
Oliver,0,X2,HDE2,FDE2,FDE1,FDC6,FDC2,FDC8,HDC1,FDC1,HDE1,HDC3
Penelope,0,X2,HDE4,FDC2,HDE1,HDC2,FDE1,FDC5,FDC7,HDC1,FDC11,FDE3
Quentin,0,X2,FDE4,FDC6,FDE5,HDC1,FDC1,HDE2,HDC3,FDC4,FDC5,HDE3
Rose,0,X2,HDC4,FDC1,FDC9,HDE4,FDE2,HDC3,FDC11,FDC4,FDE3,HDE2
Sebastian,0,X3,FDC5,FDE5,FDC7,HDC1,FDC11,FDE6,HDC3,HDE2,FDC9,HDE4
Tessa,0,X3,FDC9,FDC4,FDC1,HDC1,HDE4,HDC3,FDE6,FDE4,HDE3,FDC10
Uriel,0,X3,HDE3,FDE4,FDE2,HDE2,FDC1,HDC2,FDC3,FDC5,HDC4,FDC8
Violet,0,X3,FDE4,FDC7,FDC2,FDC1,FDC4,HDE4,HDC3,HDC4,FDE2,HDE1
William,0,X3,HDE2,FDE6,FDC5,FDC3,HDE4,HDC4,FDE2,FDC11,FDC2,HDC1
Xena,0,X3,HDE1,FDE2,HDC3,FDC7,FDE6,FDC2,FDC9,FDC11,HDE3,HDC4
Yosef,0,X3,FDC5,HDE3,FDE1,FDC11,FDE3,HDE4,HDC3,FDC9,HDC1,FDC6
Daniel,0,X3,HDE2,HDC1,FDC7,HDE3,FDC3,FDC4,HDC3,FDC6,FDE2,FDE5
Donald,0,X3,FDE1,FDC11,FDC7,FDE3,FDC10,HDE1,HDE3,HDC4,FDC9,HDC1
Zari,0,X3,FDE4,HDC4,FDC7,HDE1,HDC3,FDC11,FDE2,HDE2,FDC10,FDC8
Mohar,0,X3,HDC3,FDC11,FDE2,HDE2,FDC3,FDC1,HDE3,FDC2,HDC2,FDE4
Abdul,0,X3,FDC11,HDE3,HDC1,FDC9,FDC3,FDC7,FDE1,HDE2,HDC4,FDE2
