NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC2,FDC8,HDE4,FDC6,HDE3,HDC3,FDE1,FDC11,FDE5,FDC2
Bella,0,X1,FDE2,FDC8,HDC3,FDC10,FDC3,FDE1,HDE3,HDE4,HDC2,FDC9
Caleb,0,X1,HDE3,FDC7,HDC4,HDC3,FDC10,FDC4,FDE5,FDC3,HDE4,FDE2
Delilah,0,X1,HDE3,FDE5,FDC5,FDC3,HDC3,FDC2,HDC2,FDE2,HDE4,FDC7
Ethan,0,X1,FDC3,FDC4,FDE3,FDE5,FDC2,HDC3,HDE1,HDE2,HDC4,FDC7
Fiona,0,X1,HDE4,FDE6,FDC5,FDC7,HDC1,FDC10,HDE1,FDC9,HDC4,FDE2
Gabriel,0,X1,HDE4,FDE5,FDC11,FDC4,HDC1,FDC6,HDE1,FDE6,FDC10,HDC3
Hannah,0,X1,HDE3,FDC11,HDC3,HDC1,FDC4,HDE2,FDE4,FDE6,FDC5,FDC8
Isaac,0,X1,FDC7,FDC8,HDE3,HDC2,HDE2,FDE4,FDC3,FDC10,HDC3,FDE5
Jasmine,0,X1,HDC3,FDC7,HDE3,FDC1,FDE3,FDC5,FDE2,FDC11,HDC2,HDE4
Kaden,0,X2,FDC3,FDC2,FDC9,FDE4,HDC2,FDE3,FDC5,HDE4,HDC4,HDE3
Lily,0,X2,HDE1,HDC3,FDC6,FDC5,HDE4,HDC1,FDE5,FDE4,FDC11,FDC2
Mason,0,X2,HDE3,FDC7,FDC11,HDC4,FDC4,FDE2,FDC5,HDC1,HDE1,FDE4
Nora,0,X2,FDE4,HDC4,FDC10,HDC2,FDC2,FDC9,FDE2,FDC1,HDE3,HDE1
Oliver,0,X2,FDC11,FDC4,HDE3,HDC2,HDE4,FDE1,FDE3,FDC5,HDC4,FDC3
Penelope,0,X2,HDC2,HDE1,FDC10,FDE3,HDE4,FDE5,FDC3,FDC8,FDC6,HDC4
Quentin,0,X2,HDE4,FDC8,FDE1,FDC5,FDC6,FDE4,FDC11,HDC1,HDE3,HDC2
Rose,0,X2,FDC11,FDC8,FDE1,HDC1,HDC3,HDE1,HDE3,FDC1,FDC3,FDE2
Sebastian,0,X3,FDC3,HDC3,HDE2,FDC2,FDC7,HDC2,HDE4,FDE3,FDE1,FDC5
Tessa,0,X3,FDC1,FDC8,HDE4,FDE3,HDC1,FDE1,FDC5,HDE2,HDC2,FDC4
Uriel,0,X3,FDC3,HDC3,HDC1,HDE4,FDC9,FDC1,HDE1,FDC8,FDE2,FDE4
Violet,0,X3,FDC5,FDC7,FDC1,FDC4,HDE4,FDE4,FDE1,HDE2,HDC4,HDC2
William,0,X3,FDC4,FDC1,FDE4,FDC6,HDE3,FDE2,HDE2,FDC8,HDC2,HDC4
Xena,0,X3,FDC10,HDE4,HDC3,FDC1,FDC5,FDE2,FDE3,FDC6,HDC2,HDE3
Yosef,0,X3,HDC1,HDC4,FDC10,FDE3,FDC8,FDC5,HDE4,HDE2,FDC9,FDE6
Daniel,0,X3,HDC4,FDC11,FDC8,HDE4,HDC2,HDE2,FDC10,FDE3,FDC9,FDE6
Donald,0,X3,FDE4,HDC2,FDC7,FDC10,HDE4,HDC4,FDE2,HDE2,FDC9,FDC3
Zari,0,X3,FDC2,FDE1,HDE3,FDC10,FDC6,HDC1,HDC2,FDC9,HDE2,FDE4
Mohar,0,X3,HDE2,FDC5,FDC1,FDE4,HDC1,FDC7,FDE2,HDE4,FDC2,HDC2
Abdul,0,X3,HDC2,FDE2,FDE5,FDC6,HDE4,HDC1,FDC1,FDC8,FDC9,HDE1
