NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE2,HDC1,HDE2,FDE1,FDC6,HDE4,FDC8,FDC10,HDC2,FDC1
Bella,0,X1,FDC11,HDE1,HDC2,HDC4,FDE3,HDE4,FDE2,FDC7,FDC5,FDC4
Caleb,0,X1,FDC4,FDE1,FDC6,FDE5,FDC10,FDC1,HDC3,HDC4,HDE3,HDE1
Delilah,0,X1,HDE3,FDE6,HDC2,FDC5,FDE2,FDC6,HDE1,HDC4,FDC10,FDC1
Ethan,0,X1,HDE4,HDE1,FDC11,FDE5,HDC3,FDC9,HDC4,FDC4,FDE6,FDC2
Fiona,0,X1,FDC5,FDC8,HDC2,HDC4,HDE3,HDE4,FDE1,FDE2,FDC4,FDC7
Gabriel,0,X1,FDC9,HDC2,FDE1,FDE6,HDC1,FDC3,FDC10,HDE3,HDE1,FDC8
Hannah,0,X1,FDE2,FDE6,HDC3,HDE1,HDC4,FDC7,FDC6,HDE4,FDC4,FDC8
Isaac,0,X1,FDC8,FDC5,HDE1,FDC10,HDC4,FDC9,FDE6,FDE5,HDC1,HDE4
Jasmine,0,X1,HDC4,FDC10,FDE4,HDC2,FDE1,HDE3,HDE1,FDC11,FDC4,FDC3
Kaden,0,X2,FDE6,HDE3,FDC5,FDC9,HDC3,FDE5,FDC6,HDC2,HDE4,FDC11
Lily,0,X2,FDC2,HDC4,FDC8,HDE2,FDC3,FDC9,FDE2,HDC1,FDE6,HDE3
Mason,0,X2,FDC11,FDC9,HDC3,FDE3,FDC10,FDC6,HDC4,HDE2,HDE1,FDE1
Nora,0,X2,FDC1,FDC9,HDE3,HDC4,HDC3,FDC11,FDE4,FDE5,HDE4,FDC4
Oliver,0,X2,HDC2,FDC1,FDE3,FDC7,FDE2,FDC2,FDC4,HDE3,HDE4,HDC4
Penelope,0,X2,FDC2,FDE6,HDC1,FDC8,FDC7,HDE2,HDE4,FDE4,FDC3,HDC3
Quentin,0,X2,HDC4,HDC2,FDC10,FDC11,FDC4,HDE1,FDE3,FDC6,FDE5,HDE2
Rose,0,X2,FDE4,HDE2,FDC5,HDC1,FDC7,FDE2,HDE4,HDC4,FDC3,FDC4
Sebastian,0,X3,FDC1,HDC2,FDC10,FDC9,FDE2,HDE4,HDC1,FDE1,HDE1,FDC7
Tessa,0,X3,HDE4,FDC4,HDE1,FDC3,FDC9,HDC3,HDC4,FDE1,FDE4,FDC8
Uriel,0,X3,FDE5,HDE4,FDC4,FDE1,HDC2,HDC1,FDC10,FDC2,HDE3,FDC5
Violet,0,X3,HDC4,FDC1,FDE4,FDC9,FDC8,HDC3,HDE3,FDC6,FDE1,HDE2
William,0,X3,FDC11,HDE3,HDC2,HDC4,FDC1,FDE6,HDE4,FDE2,FDC3,FDC7
Xena,0,X3,FDE6,HDC3,FDC10,FDC8,FDE1,HDC2,FDC11,FDC7,HDE3,HDE2
Yosef,0,X3,HDC4,FDC4,HDE1,HDE4,FDE5,FDC7,FDC6,FDE3,HDC3,FDC8
Daniel,0,X3,FDC2,FDC3,HDE4,HDC3,FDC7,FDE6,FDC1,FDE1,HDC2,HDE1
Donald,0,X3,FDE1,HDE3,HDC2,HDE2,FDC8,FDC6,FDC7,HDC1,FDC9,FDE4
Zari,0,X3,FDE2,FDC5,FDC7,HDC1,FDE3,FDC6,HDC2,HDE2,HDE4,FDC1
Mohar,0,X3,FDC5,FDE2,FDE4,FDC4,HDE3,FDC7,HDE1,HDC4,FDC1,HDC2
Abdul,0,X3,HDC3,HDC2,HDE2,FDC9,HDE4,FDC6,FDC3,FDC5,FDE3,FDE6
