NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE2,HDC2,FDC1,FDE3,FDC4,FDC3,HDC3,HDE3,FDC10,FDE1
Bella,0,X1,FDE5,FDC8,HDE3,HDC2,FDC5,HDE1,HDC3,FDC3,FDE6,FDC9
Caleb,0,X1,HDC1,FDC11,HDE2,FDC2,FDC10,HDE3,HDC4,FDE1,FDE3,FDC8
Delilah,0,X1,HDE1,FDE5,HDE4,FDC6,FDC11,FDE6,HDC4,FDC10,FDC3,HDC3
Ethan,0,X1,HDE3,FDC1,FDC4,FDE3,HDE1,HDC4,FDE6,FDC8,FDC5,HDC2
Fiona,0,X1,FDE4,FDC6,HDE4,FDC10,HDC4,HDC1,FDC8,HDE2,FDE6,FDC1
Gabriel,0,X1,HDE4,FDE1,FDC10,FDC9,FDE3,HDC1,HDC2,FDC2,HDE3,FDC4
Hannah,0,X1,HDE2,HDC1,FDC6,FDC11,FDC3,HDE1,FDE4,FDE3,HDC2,FDC1
Isaac,0,X1,FDC11,HDE3,FDC3,HDC3,FDC8,FDE1,FDC6,HDC1,FDE3,HDE2
Jasmine,0,X1,FDE1,HDE2,FDE4,FDC1,HDE1,FDC3,HDC4,FDC5,FDC11,HDC1
Kaden,0,X2,FDC2,HDC3,FDE5,FDC6,HDE2,HDE3,FDC4,FDE1,FDC10,HDC2
Lily,0,X2,FDC1,FDC8,FDE1,FDC4,HDE2,HDC3,FDE2,HDE4,FDC11,HDC4
Mason,0,X2,FDC1,HDC2,FDE3,HDE3,HDE1,FDC5,FDE2,HDC4,FDC7,FDC10
Nora,0,X2,HDC4,FDE3,FDE6,FDC8,FDC1,HDE2,HDE3,FDC9,HDC2,FDC10
Oliver,0,X2,FDC2,FDC6,HDC1,FDE3,HDE1,FDC11,FDE4,FDC9,HDE2,HDC3
Penelope,0,X2,HDC3,FDE5,FDC8,HDE2,HDC4,FDC1,FDE2,HDE4,FDC2,FDC6
Quentin,0,X2,FDC1,HDC3,FDC2,HDE4,FDC7,FDE4,HDC4,HDE3,FDE5,FDC3
Rose,0,X2,HDE3,FDC1,FDC3,FDC10,FDC11,FDE3,FDE6,HDC3,HDC4,HDE2
Sebastian,0,X3,FDE3,FDC11,HDC2,HDE3,FDE1,FDC1,HDC1,FDC4,FDC8,HDE4
Tessa,0,X3,FDC7,FDC6,HDC1,FDE3,FDC10,HDC3,HDE1,HDE2,FDC4,FDE1
Uriel,0,X3,FDC8,FDE4,HDC1,HDC4,FDC10,HDE4,HDE1,FDC7,FDE2,FDC4
Violet,0,X3,FDC4,HDC4,FDC10,FDC11,HDE4,HDE2,FDC3,FDE5,HDC3,FDE4
William,0,X3,HDE4,HDE3,HDC4,FDC3,FDC6,FDC9,HDC2,FDE6,FDC4,FDE1
Xena,0,X3,FDC2,FDE5,HDE4,FDC7,HDC2,FDC4,HDC3,FDE2,FDC9,HDE2
Yosef,0,X3,FDC4,HDE1,HDE3,FDE1,FDE3,HDC2,FDC8,FDC11,FDC6,HDC4
Daniel,0,X3,FDC8,HDC4,HDE3,FDC10,FDE4,FDE5,FDC5,FDC7,HDE4,HDC1
Donald,0,X3,HDC3,HDE4,FDE3,HDC2,FDE4,HDE1,FDC5,FDC7,FDC4,FDC9
Zari,0,X3,FDC3,HDE3,HDE4,HDC2,FDC2,FDC4,FDE3,FDE5,FDC10,HDC3
Mohar,0,X3,FDE3,HDE4,HDE1,FDC11,HDC3,FDC10,FDE4,FDC6,FDC9,HDC2
Abdul,0,X3,FDC2,HDE1,FDC9,FDC1,FDE2,FDE6,HDE4,HDC4,FDC8,HDC2
