NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC2,HDC3,HDC1,FDC10,HDE4,FDC5,FDC3,FDE2,FDE6,HDE2
Bella,0,X1,FDE1,FDC8,HDE3,FDC7,HDC1,FDE2,FDC10,HDE4,HDC3,FDC5
Caleb,0,X1,FDC10,HDC2,FDE1,FDC7,FDE6,FDC9,HDE3,HDC3,FDC8,HDE2
Delilah,0,X1,FDC6,FDE5,HDE3,FDC5,HDC2,FDE4,HDE1,FDC3,HDC4,FDC11
Ethan,0,X1,FDE1,FDC11,FDC2,HDC1,FDC10,HDE1,HDE2,FDC7,HDC2,FDE3
Fiona,0,X1,FDE5,HDC1,HDE2,FDC8,HDE1,FDC2,HDC2,FDE6,FDC9,FDC10
Gabriel,0,X1,FDC6,HDE2,FDC5,HDC3,FDE6,FDC9,HDC1,FDE5,HDE1,FDC11
Hannah,0,X1,FDE5,FDC8,FDE3,HDE3,HDC3,HDC1,HDE2,FDC10,FDC4,FDC1
Isaac,0,X1,FDE4,FDC6,HDC2,FDC4,HDC3,HDE1,FDE5,FDC8,FDC7,HDE3
Jasmine,0,X1,HDE1,FDE6,FDC10,HDC3,FDC5,FDC3,FDC2,HDC4,FDE1,HDE4
Kaden,0,X2,FDC5,HDE3,HDC3,FDE5,FDC6,HDC4,FDE4,FDC9,HDE1,FDC11
Lily,0,X2,HDC2,HDE4,FDE4,HDC4,FDC4,FDC9,FDE6,FDC7,FDC5,HDE2
Mason,0,X2,HDC2,FDC11,FDC5,FDC9,HDE1,FDE3,FDE5,FDC8,HDC3,HDE2
Nora,0,X2,HDE1,HDC1,FDE1,FDE5,FDC8,FDC11,FDC2,HDC3,HDE3,FDC1
Oliver,0,X2,FDC1,HDC4,HDE3,FDE5,FDC4,FDC3,FDE2,HDC2,HDE2,FDC10
Penelope,0,X2,HDE4,FDE6,FDC3,HDC3,HDC4,FDC4,FDE2,HDE2,FDC11,FDC1
Quentin,0,X2,FDE5,HDE2,FDC2,FDC10,HDC3,FDC5,HDE1,FDE6,HDC4,FDC1
Rose,0,X2,HDE3,HDC2,FDC7,FDE6,FDE4,HDE2,FDC5,FDC4,FDC6,HDC1
Sebastian,0,X3,HDC4,HDC2,HDE4,FDE5,FDC6,FDC3,FDE6,FDC8,FDC9,HDE3
Tessa,0,X3,HDE2,FDC7,FDC4,FDC11,FDE2,HDC2,HDC4,HDE4,FDE3,FDC5
Uriel,0,X3,FDE3,FDC4,HDE4,FDE5,HDE2,HDC3,FDC8,FDC3,HDC1,FDC9
Violet,0,X3,FDC10,FDC11,HDC2,FDE4,FDE2,FDC3,HDC3,HDE4,FDC1,HDE3
William,0,X3,HDC4,FDC11,FDC3,FDC8,FDE6,HDE1,HDC3,FDC6,FDE5,HDE2
Xena,0,X3,FDC8,FDE5,FDE1,HDE2,FDC10,FDC5,FDC1,HDC1,HDE4,HDC3
Yosef,0,X3,FDE3,FDC5,FDE1,HDE2,HDC4,HDC3,FDC10,HDE3,FDC4,FDC7
Daniel,0,X3,HDC3,FDE6,FDC9,FDE5,FDC10,FDC5,HDC1,FDC7,HDE1,HDE2
Donald,0,X3,FDE3,FDC10,FDC1,HDE1,FDC2,HDC4,FDC6,HDC2,FDE4,HDE2
Zari,0,X3,HDE1,FDC10,FDC5,HDC2,FDC11,FDE4,FDE5,HDC4,FDC6,HDE3
Mohar,0,X3,HDE4,FDE6,FDC1,FDC4,FDC3,HDC4,HDC2,FDE4,HDE3,FDC9
Abdul,0,X3,HDE3,FDC1,HDE1,FDE5,FDC10,FDC2,FDC4,HDC3,FDE3,HDC4
