NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE5,HDE4,HDC2,FDC5,FDC8,FDE6,FDC2,FDC3,HDC1,HDE1
Bella,0,X1,FDC3,FDC8,HDC4,FDC4,FDE4,FDE6,HDE2,HDC3,FDC5,HDE3
Caleb,0,X1,FDC3,FDC6,FDC1,FDE4,FDE5,HDC3,HDE2,FDC10,HDE3,HDC4
Delilah,0,X1,HDE2,HDE3,FDC9,FDC1,FDE1,FDC6,HDC3,HDC1,FDE2,FDC8
Ethan,0,X1,FDE4,FDC5,FDE5,FDC8,HDE1,HDC2,HDC3,HDE3,FDC11,FDC10
Fiona,0,X1,HDC2,HDE3,HDC1,HDE2,FDC9,FDC7,FDC6,FDE6,FDE2,FDC10
Gabriel,0,X1,HDC4,FDC5,FDC3,FDE1,FDC8,FDE5,FDC9,HDC3,HDE2,HDE3
Hannah,0,X1,HDC3,FDC3,FDE3,HDE2,FDC2,FDC8,HDE1,HDC2,FDE2,FDC6
Isaac,0,X1,FDC7,HDC4,FDC11,FDC10,HDE2,HDC1,HDE4,FDE6,FDC4,FDE4
Jasmine,0,X1,FDC3,FDC4,HDE2,HDE4,HDC4,FDC1,HDC2,FDC2,FDE6,FDE2
Kaden,0,X2,FDC8,FDC9,HDE4,FDC1,HDC1,HDC2,FDE4,HDE1,FDC2,FDE6
Lily,0,X2,HDC4,HDC1,FDC9,HDE2,FDC3,FDE3,FDC5,FDE1,FDC8,HDE1
Mason,0,X2,FDE2,FDC11,FDC4,FDE3,HDE2,HDC1,FDC3,HDC2,HDE4,FDC10
Nora,0,X2,FDC2,FDE3,HDE1,FDC10,FDC3,FDC5,FDE5,HDE4,HDC1,HDC3
Oliver,0,X2,FDE2,FDC6,HDE3,HDC1,FDE6,FDC5,HDC2,FDC2,FDC11,HDE1
Penelope,0,X2,HDC2,HDE2,HDC1,FDC8,HDE1,FDE5,FDC1,FDC6,FDC9,FDE4
Quentin,0,X2,FDC3,FDC10,FDC2,FDE3,FDE1,HDE3,FDC8,HDC1,HDE1,HDC2
Rose,0,X2,HDE4,HDC1,FDC4,FDC9,HDC4,FDC11,HDE2,FDE3,FDC5,FDE1
Sebastian,0,X3,HDE2,FDE6,FDC5,FDC3,FDE5,HDC4,HDE4,FDC2,HDC3,FDC6
Tessa,0,X3,HDE4,FDC10,HDC1,FDE1,FDC1,HDC4,FDC11,FDC6,FDE2,HDE2
Uriel,0,X3,FDC9,FDC8,FDC2,HDE3,FDE5,FDE6,FDC10,HDE2,HDC4,HDC1
Violet,0,X3,FDC2,FDC5,HDC2,FDC11,HDE3,FDE5,HDC3,FDC10,FDE6,HDE1
William,0,X3,HDE3,HDC4,FDC4,HDC3,FDC3,FDE5,FDE6,FDC10,FDC6,HDE2
Xena,0,X3,FDC4,FDE1,HDC2,FDC11,HDE1,FDC2,FDC7,FDE5,HDE4,HDC3
Yosef,0,X3,HDE1,FDE2,FDC4,HDC4,FDC11,FDC6,FDC8,FDE1,HDC1,HDE2
Daniel,0,X3,HDE1,HDC1,FDC8,HDC3,FDC4,FDC2,FDC10,FDE4,FDE3,HDE3
Donald,0,X3,FDE6,FDC6,HDE1,FDC10,HDC3,FDC4,FDC8,FDE5,HDC4,HDE2
Zari,0,X3,FDC11,FDC10,FDC5,FDC6,HDC3,HDC4,HDE1,FDE5,FDE3,HDE3
Mohar,0,X3,HDC4,FDC11,FDE4,FDC8,HDE3,FDC1,HDE2,FDC5,HDC3,FDE6
Abdul,0,X3,FDE5,FDC6,HDE1,FDE4,FDC3,FDC11,FDC10,HDE4,HDC4,HDC2
