NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE1,FDC3,FDC11,HDC4,HDE1,FDC1,HDC3,HDE2,FDE3,FDC8
Bella,0,X1,FDC10,HDE4,HDC1,FDE6,FDE2,HDE2,HDC4,FDC7,FDC6,FDC5
Caleb,0,X1,FDE5,FDC7,FDC10,FDE4,HDC2,HDE1,HDC4,HDE3,FDC5,FDC11
Delilah,0,X1,FDC5,HDE4,HDE2,FDC2,FDC1,FDC9,FDE5,HDC2,HDC4,FDE2
Ethan,0,X1,FDE3,HDC4,HDE1,FDC1,FDE5,HDE2,HDC3,FDC6,FDC4,FDC2
Fiona,0,X1,HDE3,HDC1,HDE2,FDC11,FDC10,FDC1,FDC3,FDE3,FDE2,HDC3
Gabriel,0,X1,FDC11,FDC8,HDE2,FDC2,HDE4,FDE6,HDC1,FDC5,HDC4,FDE5
Hannah,0,X1,HDE2,HDC3,FDC4,FDE1,HDC4,FDE3,FDC1,HDE1,FDC3,FDC11
Isaac,0,X1,HDC4,HDE1,FDC7,FDE2,HDE4,FDC5,FDE5,FDC6,FDC2,HDC3
Jasmine,0,X1,FDC4,HDE1,FDE3,FDC10,HDE3,HDC4,FDE5,HDC2,FDC5,FDC11
Kaden,0,X2,FDE2,HDC3,HDC4,FDC3,FDE4,FDC8,HDE2,HDE3,FDC1,FDC9
Lily,0,X2,FDC8,HDE3,FDC3,HDC1,FDC7,FDE2,HDE1,FDE3,FDC6,HDC4
Mason,0,X2,FDC5,FDE1,FDC8,HDC3,FDE2,HDE2,FDC4,HDC2,FDC7,HDE1
Nora,0,X2,HDE3,FDE1,FDC3,HDE1,FDE3,FDC9,HDC1,FDC11,FDC8,HDC2
Oliver,0,X2,HDE2,FDE3,FDE5,FDC4,FDC1,HDC4,FDC11,HDC2,HDE3,FDC10
Penelope,0,X2,FDC6,FDC7,FDC3,FDC1,HDE4,HDC4,FDE3,FDE4,HDE2,HDC3
Quentin,0,X2,FDC8,FDC5,FDE3,FDE4,HDC4,FDC3,HDC1,FDC4,HDE3,HDE1
Rose,0,X2,HDC2,FDC5,FDC8,FDE6,FDC4,HDC3,HDE4,HDE3,FDC2,FDE2
Sebastian,0,X3,HDE2,FDE4,FDC4,FDC5,FDE3,HDC2,FDC6,FDC2,HDC3,HDE4
Tessa,0,X3,HDE4,HDE2,FDC11,FDC1,FDE4,FDE2,FDC8,FDC7,HDC1,HDC2
Uriel,0,X3,FDC7,HDE4,FDE3,FDC5,HDC2,FDE2,FDC11,HDC3,FDC1,HDE1
Violet,0,X3,HDC3,HDE4,HDC1,FDC4,FDC9,FDE2,FDE5,FDC1,FDC6,HDE2
William,0,X3,HDC3,FDC11,HDC4,FDE1,FDC2,FDE4,FDC9,FDC4,HDE4,HDE1
Xena,0,X3,FDC6,HDE3,HDE2,FDE6,HDC4,FDC1,FDC4,HDC3,FDC5,FDE2
Yosef,0,X3,HDC2,FDC5,FDC9,FDC6,HDC3,FDC4,FDE6,HDE1,HDE4,FDE2
Daniel,0,X3,FDE3,FDC6,HDC3,FDC10,FDC2,HDC2,FDC8,FDE2,HDE4,HDE3
Donald,0,X3,FDE5,FDC5,HDC2,FDC1,FDE3,HDE3,FDC8,HDE4,HDC3,FDC9
Zari,0,X3,FDC8,FDC7,HDC3,HDC1,FDE4,HDE2,FDC11,HDE1,FDC10,FDE6
Mohar,0,X3,HDC4,HDC2,FDC4,FDE6,FDC7,FDC2,FDC10,HDE1,HDE3,FDE3
Abdul,0,X3,HDC1,HDC3,FDE1,FDC6,HDE1,FDE5,HDE4,FDC8,FDC1,FDC10
