NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE2,FDC8,FDE5,FDC7,HDC2,HDC1,FDC4,HDE4,HDE2,FDC9
Bella,0,X1,FDC5,HDC2,FDC2,FDC3,FDE3,HDE4,HDE3,FDC7,FDE1,HDC1
Caleb,0,X1,FDC5,HDE3,FDC7,HDC4,FDC4,HDE1,FDE6,HDC1,FDC8,FDE4
Delilah,0,X1,FDC1,FDC6,FDC9,FDE4,FDE2,HDE1,HDE4,HDC4,FDC10,HDC1
Ethan,0,X1,FDC1,FDE1,FDC2,FDC7,HDE3,FDC8,HDC2,HDC1,HDE4,FDE4
Fiona,0,X1,FDE3,HDC1,FDC8,FDC4,FDE4,HDC2,FDC10,FDC7,HDE4,HDE3
Gabriel,0,X1,FDC10,HDC4,FDE1,FDC4,HDE2,FDE5,FDC8,HDC1,HDE4,FDC5
Hannah,0,X1,FDC5,HDE2,FDC11,HDC1,FDE4,FDC10,HDC2,HDE1,FDC4,FDE5
Isaac,0,X1,FDE5,FDE1,FDC3,HDC4,HDE3,FDC7,HDC2,FDC2,FDC11,HDE1
Jasmine,0,X1,FDC10,HDC3,FDC5,FDE4,HDE3,FDC1,HDC2,FDC8,FDE6,HDE4
Kaden,0,X2,HDC1,FDC1,HDC3,FDE3,HDE2,FDE5,FDC7,FDC9,HDE1,FDC5
Lily,0,X2,FDC6,HDE4,HDC1,FDC4,FDE4,FDC10,HDE2,FDC5,FDE5,HDC3
Mason,0,X2,FDC6,FDC9,HDE1,FDE6,HDC2,FDC5,FDC1,HDE2,HDC1,FDE1
Nora,0,X2,HDE1,HDC4,FDC8,HDE2,FDC6,HDC2,FDE1,FDC1,FDE6,FDC3
Oliver,0,X2,HDC3,FDC9,HDC1,FDC8,HDE3,FDC5,FDC1,HDE2,FDE2,FDE1
Penelope,0,X2,HDE4,FDC7,HDE3,FDC5,FDE1,FDC4,HDC1,FDE3,FDC1,HDC4
Quentin,0,X2,FDE1,FDC4,HDC1,FDC10,HDE3,HDE4,FDC11,HDC4,FDE4,FDC2
Rose,0,X2,HDE1,FDC1,HDE2,HDC2,FDC6,FDC7,FDE3,FDE2,HDC4,FDC3
Sebastian,0,X3,FDE1,FDC11,HDC3,HDE2,HDC2,FDE4,FDC6,FDC1,FDC4,HDE1
Tessa,0,X3,FDE4,HDE4,FDE5,FDC7,HDC3,HDE3,FDC5,FDC9,HDC2,FDC8
Uriel,0,X3,HDE4,FDC4,FDC2,FDE6,HDC3,HDE3,FDE1,FDC10,HDC2,FDC5
Violet,0,X3,FDC1,HDC3,HDE2,FDE2,FDC5,FDE5,FDC9,FDC6,HDC1,HDE4
William,0,X3,FDC1,FDC4,FDC2,FDE4,HDC3,HDE1,FDE5,FDC9,HDE3,HDC2
Xena,0,X3,HDC3,FDC4,HDE1,FDC6,FDC9,FDE4,FDE5,HDC4,FDC1,HDE3
Yosef,0,X3,FDC9,HDC4,FDC3,FDE5,FDC7,HDE1,FDE4,HDE2,FDC1,HDC2
Daniel,0,X3,FDC4,FDC11,FDC6,HDE3,FDE6,FDC1,HDE2,HDC4,FDE4,HDC2
Donald,0,X3,FDC7,FDE5,HDE4,FDC3,FDC4,HDE1,HDC2,FDE2,FDC11,HDC1
Zari,0,X3,FDE6,FDC11,FDC4,HDE1,FDC3,HDC1,FDC10,FDE2,HDC2,HDE3
Mohar,0,X3,HDE4,HDC1,FDC7,FDC11,HDE2,FDC3,FDE6,FDC1,FDE5,HDC3
Abdul,0,X3,HDE1,FDC4,FDC11,HDC1,FDE3,HDC2,FDE4,FDC6,FDC1,HDE2
