NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC3,HDE3,FDC9,FDC10,FDE5,HDE2,FDE1,FDC11,HDC1,FDC5
Bella,0,X1,FDC7,FDC2,FDC5,HDE4,FDC3,HDC4,FDE5,FDE6,HDE2,HDC1
Caleb,0,X1,HDE4,FDC8,FDC9,HDC1,HDC2,FDC6,HDE3,FDE3,FDC7,FDE1
Delilah,0,X1,FDC5,FDC4,FDE4,FDC8,HDE3,HDC2,FDE3,FDC2,HDE2,HDC1
Ethan,0,X1,HDC3,FDC6,FDC9,HDE1,FDC4,FDC10,FDE5,HDE2,FDE3,HDC1
Fiona,0,X1,HDE3,FDC5,FDE4,HDE2,HDC3,FDC7,FDC9,FDE6,FDC1,HDC4
Gabriel,0,X1,FDC1,HDC1,FDC7,HDE1,FDC10,FDE6,HDC3,FDC6,HDE4,FDE1
Hannah,0,X1,FDC8,HDC3,FDC7,FDE1,HDE1,HDC2,HDE2,FDE3,FDC9,FDC2
Isaac,0,X1,HDE4,FDC5,FDC6,FDE6,FDC4,HDE3,FDE4,HDC2,HDC4,FDC7
Jasmine,0,X1,HDC3,FDE1,HDE1,FDC5,HDC1,HDE2,FDC7,FDC3,FDC6,FDE3
Kaden,0,X2,FDC3,HDE4,FDE2,HDC4,FDC8,HDE3,HDC2,FDC11,FDE3,FDC7
Lily,0,X2,FDC7,HDC2,FDC6,HDE3,FDE6,FDE2,HDC1,HDE1,FDC3,FDC4
Mason,0,X2,FDC5,FDC8,FDC1,FDE2,HDC4,HDC2,HDE4,HDE1,FDC3,FDE3
Nora,0,X2,HDC3,HDC1,FDC7,FDC2,FDC8,FDC1,HDE1,FDE5,HDE3,FDE4
Oliver,0,X2,HDC2,FDC6,HDE4,FDE4,HDC3,FDC2,FDC8,FDC7,HDE2,FDE3
Penelope,0,X2,HDE3,FDC9,HDC1,FDE6,HDC4,FDC8,HDE1,FDE5,FDC11,FDC7
Quentin,0,X2,HDC4,FDE5,FDC2,FDC5,FDC8,FDC10,FDE2,HDC2,HDE1,HDE2
Rose,0,X2,HDC4,FDE3,HDC1,HDE1,HDE3,FDC9,FDC3,FDC5,FDC6,FDE4
Sebastian,0,X3,FDC9,FDE5,FDE2,HDE2,FDC3,HDC1,FDC6,FDC10,HDE4,HDC2
Tessa,0,X3,FDC2,FDC8,HDC4,HDE1,FDE5,FDC3,FDC6,HDC3,FDE4,HDE2
Uriel,0,X3,FDE2,HDE4,HDC1,FDC10,HDE2,FDC9,HDC3,FDC8,FDC6,FDE5
Violet,0,X3,HDC1,FDC8,HDE3,HDE1,FDC11,HDC2,FDE6,FDE1,FDC7,FDC2
William,0,X3,HDC2,HDE3,FDC10,FDE4,HDE4,FDC5,FDC3,FDE6,HDC4,FDC9
Xena,0,X3,FDC9,HDC4,HDE3,FDC8,FDC6,FDE6,HDC2,HDE4,FDC3,FDE2
Yosef,0,X3,FDC7,FDE6,FDC3,HDE1,HDC4,HDC1,HDE2,FDC2,FDE5,FDC5
Daniel,0,X3,FDE6,FDE2,HDC4,FDC1,HDE1,FDC8,FDC5,HDE2,FDC3,HDC2
Donald,0,X3,FDC3,HDE3,FDE3,HDC1,FDE1,FDC5,FDC10,FDC2,HDC4,HDE4
Zari,0,X3,FDC4,FDC8,FDE6,HDC3,HDC2,FDC10,FDE2,HDE2,HDE3,FDC1
Mohar,0,X3,FDC3,HDC2,FDE4,HDE3,FDE6,FDC4,FDC10,FDC8,HDE4,HDC1
Abdul,0,X3,HDC1,FDE4,FDE3,HDC3,FDC5,HDE2,FDC4,FDC6,HDE3,FDC3
