NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE3,HDC4,HDE4,FDC1,FDC9,HDE3,FDC5,FDC8,FDE4,HDC3
Bella,0,X1,FDC9,FDC5,FDC11,HDC2,HDE3,FDC10,HDE4,HDC4,FDE2,FDE6
Caleb,0,X1,FDC2,FDC4,FDC10,FDE4,FDC3,HDC4,HDE4,HDE3,HDC2,FDE5
Delilah,0,X1,HDE2,FDE3,HDC4,HDE1,FDC8,FDC6,FDC11,HDC2,FDC2,FDE2
Ethan,0,X1,FDE2,HDE1,HDE4,HDC3,HDC1,FDE4,FDC8,FDC2,FDC1,FDC9
Fiona,0,X1,HDE1,FDE2,FDC5,HDC3,FDC3,FDC10,HDC1,FDE5,FDC6,HDE2
Gabriel,0,X1,HDE1,FDC3,HDE4,HDC2,HDC1,FDC11,FDE5,FDC10,FDC7,FDE6
Hannah,0,X1,FDE3,FDC9,HDC2,HDC1,FDC7,FDC6,HDE2,HDE1,FDE2,FDC1
Isaac,0,X1,HDE2,HDC2,FDC2,FDE2,FDE5,FDC11,HDE1,FDC4,HDC4,FDC1
Jasmine,0,X1,HDC4,HDE4,FDE1,HDE1,FDC9,FDC2,HDC3,FDE2,FDC11,FDC7
Kaden,0,X2,FDC5,FDC8,HDC3,HDE1,FDE3,FDE2,FDC4,FDC7,HDE4,HDC4
Lily,0,X2,FDC1,FDE3,FDC9,HDE2,FDC5,HDC2,HDC4,FDC11,HDE4,FDE6
Mason,0,X2,HDC3,FDC2,HDE2,FDC7,FDE2,FDC1,HDE3,FDC9,FDE6,HDC2
Nora,0,X2,FDC3,FDE5,FDC5,FDE4,HDE2,HDC2,HDC4,FDC7,HDE3,FDC9
Oliver,0,X2,FDC6,HDC2,FDE4,HDE1,HDC1,FDC3,FDE5,FDC10,HDE2,FDC5
Penelope,0,X2,HDC1,FDE3,HDE2,HDE3,FDC11,FDC8,FDC3,FDE5,HDC3,FDC1
Quentin,0,X2,FDE2,HDC4,FDC7,FDC11,FDE3,HDC2,HDE3,FDC4,FDC9,HDE4
Rose,0,X2,FDE1,FDC2,FDC11,FDC8,HDE2,HDC3,HDE4,FDC1,HDC1,FDE4
Sebastian,0,X3,HDE3,FDC1,FDC6,HDC4,FDE3,HDC2,HDE2,FDC11,FDE2,FDC3
Tessa,0,X3,FDE4,FDC3,FDE3,FDC7,HDE3,HDE2,FDC6,HDC3,HDC4,FDC9
Uriel,0,X3,HDC4,FDC4,FDC10,FDE5,FDE3,HDC3,HDE1,FDC8,HDE4,FDC9
Violet,0,X3,FDC4,FDC9,FDC7,HDC2,HDE1,FDE1,HDE4,FDC11,FDE2,HDC4
William,0,X3,HDE3,FDE3,FDC8,HDE4,HDC4,FDC11,FDC2,FDE2,HDC3,FDC10
Xena,0,X3,FDE1,FDE6,FDC11,FDC4,HDE2,HDC2,HDE4,HDC1,FDC6,FDC8
Yosef,0,X3,HDE1,FDC1,HDE3,HDC3,FDE5,FDC10,FDC5,HDC2,FDE6,FDC6
Daniel,0,X3,HDC1,HDE2,FDC1,FDC7,FDE3,HDE3,HDC4,FDE5,FDC3,FDC6
Donald,0,X3,FDC6,FDC10,HDE3,HDC2,FDE5,HDE4,FDC5,FDE1,HDC3,FDC8
Zari,0,X3,FDE4,FDC9,HDC4,HDC2,HDE4,HDE3,FDC6,FDE5,FDC10,FDC8
Mohar,0,X3,FDC7,HDC1,FDE1,FDC4,HDE2,FDC11,HDC3,HDE1,FDE6,FDC1
Abdul,0,X3,HDC3,HDE4,FDC10,FDC5,HDE1,FDE3,FDC6,HDC4,FDE5,FDC8
