NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC3,FDC11,FDC5,FDE1,HDC4,FDE6,FDC1,HDE3,FDC3,HDE1
Bella,0,X1,FDE4,FDC10,HDC3,FDE1,HDE4,FDC6,FDC7,FDC1,HDE2,HDC4
Caleb,0,X1,HDC3,HDE2,FDC4,FDC11,FDC3,HDC4,FDC8,FDE4,FDE2,HDE4
Delilah,0,X1,FDC4,HDC1,FDC7,FDE6,HDE2,HDC3,FDC10,HDE4,FDC9,FDE4
Ethan,0,X1,FDC1,HDC1,FDC4,FDE2,FDC10,HDE2,HDC2,FDC9,HDE1,FDE6
Fiona,0,X1,FDC6,FDC2,HDC4,FDE3,HDC3,FDE5,HDE1,FDC5,FDC3,HDE2
Gabriel,0,X1,FDE4,FDC4,FDC2,FDE6,FDC6,FDC5,HDE2,HDE3,HDC1,HDC4
Hannah,0,X1,FDC4,HDE2,HDC1,HDC3,FDE3,FDC11,FDC10,FDC7,FDE1,HDE1
Isaac,0,X1,FDE3,FDE2,FDC1,HDC4,FDC4,FDC7,HDE2,HDE3,FDC10,HDC3
Jasmine,0,X1,HDC1,HDC2,HDE4,FDE6,FDC8,FDC6,FDC2,FDC3,HDE1,FDE5
Kaden,0,X2,FDC1,HDC3,HDE1,FDE1,HDE2,FDC2,FDC3,FDE4,HDC1,FDC5
Lily,0,X2,HDE3,HDE4,FDC6,FDE2,FDC1,FDC4,FDE5,HDC3,FDC8,HDC4
Mason,0,X2,HDE2,FDC9,FDE1,FDE5,HDC4,HDE3,HDC3,FDC11,FDC2,FDC8
Nora,0,X2,HDC4,FDC11,HDE1,FDE6,FDE2,FDC1,HDC2,FDC9,FDC5,HDE2
Oliver,0,X2,FDC7,FDC9,HDE1,FDE6,FDC1,HDE3,HDC3,FDE2,FDC10,HDC2
Penelope,0,X2,HDC4,FDC4,FDE6,FDC1,HDC1,FDE3,FDC6,FDC5,HDE3,HDE4
Quentin,0,X2,FDE2,HDE3,FDC3,HDE4,HDC1,FDC5,FDE5,FDC9,FDC2,HDC2
Rose,0,X2,HDE1,FDE3,FDE5,FDC4,HDC2,FDC10,HDE3,FDC7,HDC1,FDC6
Sebastian,0,X3,HDC2,FDC9,FDE2,FDE3,FDC3,HDC1,FDC1,HDE3,FDC2,HDE4
Tessa,0,X3,FDE6,HDE3,HDC3,FDC6,FDC3,HDC4,FDC2,HDE4,FDC9,FDE1
Uriel,0,X3,FDC4,FDC2,HDE4,HDE1,FDC7,HDC4,FDC1,HDC2,FDE2,FDE4
Violet,0,X3,HDC1,HDE1,FDE4,FDC7,FDC5,FDC4,HDC2,HDE3,FDC6,FDE3
William,0,X3,HDE1,FDC3,HDE4,FDC10,FDC4,HDC4,FDE4,FDE6,FDC5,HDC2
Xena,0,X3,HDC3,FDC10,HDE1,FDC2,FDC11,HDE2,FDE5,HDC1,FDC5,FDE3
Yosef,0,X3,FDC8,HDE1,HDC1,FDC7,FDE4,FDC2,HDE4,FDE1,FDC5,HDC3
Daniel,0,X3,FDC6,FDC3,FDC11,HDC1,FDE5,FDE4,HDE2,HDE3,FDC7,HDC4
Donald,0,X3,FDC3,FDC7,FDC11,HDE2,HDC4,FDE6,HDE3,HDC1,FDE1,FDC4
Zari,0,X3,FDC4,FDC2,HDE1,HDC4,FDC3,HDE3,FDE3,FDC5,HDC1,FDE5
Mohar,0,X3,HDE4,FDC11,HDE3,FDE3,FDC7,HDC2,FDC3,FDE2,HDC3,FDC4
Abdul,0,X3,HDC2,FDC8,FDE6,HDE4,HDC3,FDE5,HDE3,FDC4,FDC3,FDC1
