NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDE6,FDC7,HDC1,HDE4,HDC2,FDC5,FDC2,FDE1,HDE1,FDC8
Bella,0,X1,FDE4,HDC1,FDE2,HDE4,FDC8,FDC2,HDC3,FDC6,HDE3,FDC7
Caleb,0,X1,FDC1,HDE1,HDC3,FDC4,FDE2,HDE3,HDC4,FDC5,FDC7,FDE3
Delilah,0,X1,FDE1,HDC1,FDE2,FDC3,FDC11,HDE1,HDE3,FDC2,HDC4,FDC6
Ethan,0,X1,HDE4,FDE2,HDE2,HDC3,FDC9,FDC10,HDC1,FDC7,FDC11,FDE1
Fiona,0,X1,HDC3,HDE4,FDC6,FDE2,FDC3,FDC9,FDC5,HDE1,HDC1,FDE4
Gabriel,0,X1,FDC8,FDE2,HDC4,HDE2,HDE4,FDC1,FDE6,FDC6,HDC1,FDC11
Hannah,0,X1,HDE1,HDC2,FDC8,FDE3,HDE3,FDC1,FDE1,FDC6,FDC9,HDC3
Isaac,0,X1,HDE1,FDC2,HDE3,FDE4,HDC1,FDC1,FDE1,HDC4,FDC6,FDC10
Jasmine,0,X1,HDC3,HDE3,FDC8,FDC11,FDE6,FDE3,FDC3,HDE2,FDC5,HDC1
Kaden,0,X2,FDE3,HDE2,FDC11,FDC5,HDE3,FDC3,FDC6,HDC3,HDC4,FDE6
Lily,0,X2,FDE6,FDE4,FDC6,HDE4,HDC1,HDE1,FDC10,FDC5,FDC2,HDC4
Mason,0,X2,FDC2,FDE5,FDE1,FDC6,HDC2,HDC3,HDE2,FDC11,HDE4,FDC1
Nora,0,X2,HDE1,FDC11,FDC9,FDE2,HDE4,FDE5,HDC2,FDC5,HDC1,FDC7
Oliver,0,X2,HDC1,HDC4,FDC5,FDE3,HDE3,FDE2,FDC9,FDC8,FDC3,HDE2
Penelope,0,X2,HDC4,FDE5,HDE2,FDC3,FDC6,FDC4,HDE3,FDE6,HDC2,FDC2
Quentin,0,X2,HDE2,FDC3,FDC6,HDC3,HDC2,FDE3,FDC10,FDE5,FDC8,HDE3
Rose,0,X2,FDE3,HDC3,HDE3,FDE2,FDC7,FDC3,FDC5,HDE1,HDC2,FDC10
Sebastian,0,X3,FDE4,HDE2,FDC6,FDE2,FDC11,FDC1,HDC1,HDC4,HDE3,FDC9
Tessa,0,X3,HDE2,HDE4,FDC7,FDC6,FDE4,FDE3,FDC8,HDC4,FDC4,HDC3
Uriel,0,X3,FDC2,FDE6,HDE2,FDC5,FDE1,HDE3,FDC3,HDC3,FDC7,HDC1
Violet,0,X3,FDE5,FDE2,FDC8,HDC1,HDE4,FDC11,HDE2,FDC2,FDC9,HDC3
William,0,X3,FDE1,HDC2,FDC2,FDC6,HDE3,FDC11,FDE3,FDC5,HDC1,HDE2
Xena,0,X3,FDE4,FDC2,HDE2,HDC2,FDC9,FDC8,FDC7,HDC4,FDE1,HDE3
Yosef,0,X3,FDC10,FDC9,HDE4,FDE2,FDE6,FDC4,HDE2,HDC4,FDC8,HDC2
Daniel,0,X3,HDE2,FDC5,HDE4,FDC11,FDE5,FDC7,HDC1,FDC2,FDE1,HDC2
Donald,0,X3,FDC7,FDC1,HDE2,HDC4,HDC2,HDE1,FDC6,FDE4,FDE3,FDC2
Zari,0,X3,HDC2,FDC10,HDE4,FDE3,FDC1,HDC1,FDE6,FDC3,HDE2,FDC11
Mohar,0,X3,FDE2,FDC5,FDC1,HDC3,FDE4,HDE1,FDC4,HDC2,FDC6,HDE4
Abdul,0,X3,FDC7,HDE1,HDE3,FDC1,HDC4,FDC3,FDC5,HDC1,FDE1,FDE6
