NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC11,HDE2,HDC4,FDE2,HDE4,FDE3,FDC7,HDC2,FDC9,FDC8
Bella,0,X1,FDC2,FDC4,HDC4,HDE3,FDE4,FDE6,FDC6,HDC3,FDC7,HDE2
Caleb,0,X1,HDC1,FDE3,HDC4,HDE3,FDC6,FDC3,HDE2,FDC9,FDE4,FDC2
Delilah,0,X1,HDE3,FDE3,FDC2,FDC1,FDC7,HDC4,FDE6,HDC2,FDC5,HDE4
Ethan,0,X1,FDC6,FDE3,HDE1,FDC2,FDE2,FDC1,FDC9,HDE4,HDC3,HDC4
Fiona,0,X1,HDE4,FDE1,FDC2,HDC3,HDE2,FDC10,FDC1,FDC8,HDC1,FDE6
Gabriel,0,X1,FDE1,FDE4,FDC1,FDC2,HDE4,HDE3,HDC4,HDC3,FDC4,FDC5
Hannah,0,X1,HDC2,FDE5,FDE6,FDC8,FDC3,HDC1,HDE2,HDE1,FDC4,FDC11
Isaac,0,X1,FDC2,FDE5,FDE1,HDE1,FDC8,HDE2,HDC2,FDC3,HDC1,FDC6
Jasmine,0,X1,HDE3,FDE3,HDC4,FDC2,HDE2,FDE6,HDC3,FDC7,FDC6,FDC9
Kaden,0,X2,FDE6,FDE3,HDE2,HDE1,FDC2,FDC5,FDC6,FDC11,HDC3,HDC1
Lily,0,X2,FDC1,FDC7,HDC2,FDE4,FDE5,HDC3,HDE2,FDC2,FDC4,HDE4
Mason,0,X2,FDC2,FDC6,HDE2,FDC4,HDC1,HDC2,FDE1,FDE5,FDC3,HDE3
Nora,0,X2,HDE3,FDE1,FDE5,FDC6,HDC2,FDC10,FDC9,FDC1,HDC1,HDE4
Oliver,0,X2,FDE4,HDE1,HDC2,FDE2,FDC7,FDC3,HDC3,FDC8,HDE4,FDC5
Penelope,0,X2,HDC4,FDC1,FDC8,HDC2,HDE2,FDC4,HDE1,FDE4,FDC10,FDE2
Quentin,0,X2,FDC6,FDE3,HDC4,HDC1,HDE2,FDC3,FDC7,FDE2,HDE4,FDC11
Rose,0,X2,HDE2,HDC4,FDC9,FDC6,FDC8,FDE5,FDE2,FDC5,HDE1,HDC1
Sebastian,0,X3,HDC3,HDC4,FDC1,FDC9,HDE3,FDE4,HDE1,FDC4,FDE6,FDC2
Tessa,0,X3,FDE6,FDE2,HDC1,FDC6,FDC11,HDC3,HDE3,FDC7,HDE2,FDC1
Uriel,0,X3,HDE4,FDC3,FDC9,HDE2,FDE1,HDC4,HDC1,FDC2,FDC10,FDE4
Violet,0,X3,FDC8,HDC3,HDE1,HDE4,HDC2,FDC5,FDE3,FDC1,FDC4,FDE5
William,0,X3,FDC9,HDC4,FDC10,FDC1,HDE1,FDE2,FDE4,FDC8,HDE4,HDC1
Xena,0,X3,FDE1,FDE2,HDC1,HDE2,HDC3,FDC11,HDE1,FDC7,FDC2,FDC5
Yosef,0,X3,FDE4,HDC4,FDC7,HDE4,FDC6,FDC2,FDE1,HDC3,FDC1,HDE2
Daniel,0,X3,HDC1,HDC3,FDC5,HDE3,FDE2,FDC6,HDE4,FDC4,FDC7,FDE4
Donald,0,X3,FDE2,HDE4,FDC4,FDC11,FDC8,HDC4,HDC2,HDE3,FDC3,FDE6
Zari,0,X3,FDC10,FDC6,HDC2,HDE1,FDC7,HDE3,FDE2,HDC3,FDC11,FDE3
Mohar,0,X3,FDC3,FDC9,FDE1,FDC5,FDC8,HDC2,FDE5,HDC1,HDE1,HDE2
Abdul,0,X3,FDC11,HDC4,HDE3,HDC1,FDE5,HDE2,FDC8,FDC2,FDC6,FDE3
