NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,FDC2,HDC3,HDE1,FDE4,HDE4,FDC8,FDE3,HDC2,FDC4,FDC10
Bella,0,X1,HDE2,FDC9,HDC2,FDC4,HDE4,FDE2,FDC5,FDE4,FDC8,HDC4
Caleb,0,X1,FDC8,FDE2,HDE1,FDC4,HDC2,HDC3,FDE4,FDC10,HDE4,FDC11
Delilah,0,X1,FDC3,HDC1,HDC3,FDE3,FDE1,FDC2,HDE1,FDC11,FDC10,HDE3
Ethan,0,X1,HDE3,HDE1,FDC3,FDE6,HDC3,FDC2,FDE3,FDC1,HDC1,FDC6
Fiona,0,X1,HDE1,FDC4,FDC11,FDC7,FDE4,FDC9,HDC1,FDE2,HDE2,HDC3
Gabriel,0,X1,HDE4,HDE2,FDC3,FDE3,FDC8,HDC4,FDE2,FDC9,HDC3,FDC11
Hannah,0,X1,HDC4,FDE6,FDE3,FDC10,FDC7,HDE1,HDC3,FDC2,FDC3,HDE4
Isaac,0,X1,FDC1,FDC9,FDC5,HDC1,HDC3,FDC8,HDE3,HDE1,FDE2,FDE3
Jasmine,0,X1,HDC3,FDC1,HDC1,HDE2,FDC6,FDC10,FDE4,FDC9,HDE1,FDE1
Kaden,0,X2,FDC10,FDC7,HDC1,FDC4,FDC3,FDE2,HDE3,HDC4,HDE4,FDE4
Lily,0,X2,HDE4,HDC2,FDE1,FDC1,HDE2,FDC10,FDC8,HDC1,FDE2,FDC3
Mason,0,X2,FDC11,HDE1,FDC7,FDC9,FDE6,FDE3,HDE3,HDC1,HDC4,FDC6
Nora,0,X2,FDE5,HDC3,FDC6,FDC2,HDE1,HDE4,HDC4,FDC3,FDE2,FDC1
Oliver,0,X2,FDC10,HDE2,FDE3,HDC2,HDC1,FDC7,FDE1,FDC1,FDC4,HDE4
Penelope,0,X2,FDC10,FDE2,HDC4,HDC1,HDE1,FDC1,HDE4,FDC6,FDC9,FDE6
Quentin,0,X2,HDE3,FDE5,FDC2,HDE4,HDC1,FDC10,HDC3,FDC8,FDC9,FDE4
Rose,0,X2,HDC3,FDC11,HDC2,HDE1,HDE4,FDE5,FDC1,FDC10,FDC4,FDE6
Sebastian,0,X3,FDC2,FDC11,HDE4,FDC7,FDC3,FDE2,FDE4,HDC4,HDC3,HDE3
Tessa,0,X3,HDC3,HDE3,FDE1,HDE2,HDC1,FDC6,FDC5,FDC2,FDE4,FDC1
Uriel,0,X3,HDE2,FDE4,FDE2,FDC1,HDE1,FDC10,HDC3,FDC8,FDC9,HDC2
Violet,0,X3,HDE4,HDC1,FDC8,HDC2,FDC10,FDC3,HDE1,FDC5,FDE5,FDE3
William,0,X3,FDC1,FDC6,HDC1,HDE1,FDE2,FDC11,FDC2,HDC3,FDE5,HDE3
Xena,0,X3,HDE1,HDE3,HDC1,FDE5,FDC11,FDC8,HDC3,FDC4,FDC5,FDE1
Yosef,0,X3,HDE3,FDC6,FDC2,HDC4,HDC1,FDC8,FDE6,FDC7,FDE5,HDE1
Daniel,0,X3,FDE4,HDC3,HDE1,FDC4,FDC5,HDE2,HDC4,FDC10,FDE6,FDC7
Donald,0,X3,FDC11,HDC2,FDE3,HDE1,HDC1,FDE4,FDC5,FDC2,HDE3,FDC10
Zari,0,X3,FDC9,HDE4,HDC2,FDC7,HDC3,FDC1,FDE3,HDE3,FDE5,FDC5
Mohar,0,X3,FDC6,HDE3,FDC10,FDC4,FDC2,FDE2,HDC4,FDE3,HDE4,HDC2
Abdul,0,X3,HDE4,HDC4,HDE1,FDC4,HDC1,FDE3,FDC7,FDE5,FDC11,FDC3
