NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC3,FDC5,HDE3,HDE2,FDE5,FDC4,FDC6,FDE1,HDC2,FDC3
Bella,0,X1,FDC1,FDE5,HDE2,FDC9,HDC4,FDC4,FDE3,HDE4,HDC3,FDC5
Caleb,0,X1,FDE3,FDC11,FDC7,FDC6,FDC1,FDE1,HDC4,HDE1,HDC2,HDE2
Delilah,0,X1,HDC2,HDE1,FDE3,HDC1,FDC4,FDC10,FDC5,FDC9,FDE1,HDE2
Ethan,0,X1,HDC1,HDC2,FDE1,FDC6,FDC2,HDE1,FDC7,HDE2,FDE5,FDC8
Fiona,0,X1,FDC3,FDC5,FDE5,HDE4,HDE2,FDE3,FDC4,HDC1,FDC1,HDC2
Gabriel,0,X1,FDC8,HDC3,FDE1,FDC11,HDE1,HDC2,FDE6,FDC3,HDE2,FDC10
Hannah,0,X1,HDE1,FDE6,FDC2,HDC4,FDE2,HDE3,FDC11,FDC8,FDC3,HDC1
Isaac,0,X1,FDC9,FDE2,FDC11,HDE3,FDE5,FDC3,HDC4,FDC6,HDC3,HDE1
Jasmine,0,X1,FDE4,FDC7,HDC2,FDE2,HDE1,FDC2,FDC4,HDE2,FDC10,HDC4
Kaden,0,X2,FDC11,FDC6,HDC2,HDE4,FDE4,HDE2,HDC3,FDC1,FDC8,FDE6
Lily,0,X2,FDE4,FDC10,FDC3,FDE3,FDC5,HDE4,HDE2,HDC1,HDC2,FDC1
Mason,0,X2,FDC5,FDC8,HDE3,FDC10,HDE4,FDE3,HDC1,FDE6,FDC3,HDC3
Nora,0,X2,FDC2,HDC1,FDC3,FDC9,HDE4,HDE1,FDE4,FDC11,HDC3,FDE3
Oliver,0,X2,HDE3,HDC2,FDC2,HDC1,FDE4,FDC7,FDC8,FDE2,FDC10,HDE2
Penelope,0,X2,HDE4,FDC5,FDC11,FDE5,HDE2,HDC2,HDC3,FDC6,FDC2,FDE4
Quentin,0,X2,HDC2,FDC4,FDC2,FDE6,FDC10,HDC4,HDE3,FDE1,FDC9,HDE1
Rose,0,X2,FDC10,FDE3,FDC9,HDE4,FDC1,HDC4,HDC1,FDC2,HDE3,FDE4
Sebastian,0,X3,HDE4,FDC4,HDE1,HDC1,FDC5,FDC9,HDC2,FDE2,FDC11,FDE4
Tessa,0,X3,HDE3,HDE1,HDC2,FDC9,FDC6,FDE2,FDC4,HDC4,FDE3,FDC7
Uriel,0,X3,FDC11,FDC2,HDC2,HDE4,FDC3,HDC4,FDC4,FDE3,HDE1,FDE4
Violet,0,X3,FDE1,FDC1,HDC1,FDC9,FDC5,FDE2,HDC3,FDC2,HDE3,HDE1
William,0,X3,FDC3,FDE5,FDE6,HDC2,FDC9,HDC4,FDC2,FDC7,HDE3,HDE1
Xena,0,X3,FDC7,FDE4,FDC2,HDE2,FDC6,HDE4,HDC4,FDE5,FDC3,HDC2
Yosef,0,X3,HDC2,FDC2,HDE2,FDE2,FDC5,FDC3,FDE3,HDE4,FDC10,HDC1
Daniel,0,X3,FDE5,HDC1,FDC7,FDC4,FDE4,FDC3,HDE3,HDC3,FDC11,HDE1
Donald,0,X3,FDC6,HDC4,HDE1,FDE4,FDC1,FDC2,HDC2,FDC7,HDE3,FDE3
Zari,0,X3,FDC10,FDC3,FDC11,FDE6,HDE1,FDE3,FDC7,HDC1,HDE4,HDC4
Mohar,0,X3,HDC2,FDE2,HDE1,FDC1,FDC9,FDC3,HDE2,FDC11,HDC4,FDE3
Abdul,0,X3,HDC1,FDE2,HDC2,FDC7,FDE4,FDC4,FDC5,HDE3,FDC2,HDE4
