NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDE4,FDC8,FDC6,HDE1,FDC10,FDE4,FDE3,FDC3,HDC4,HDC3
Bella,0,X1,FDC7,FDE6,HDE3,HDC1,FDC8,FDC11,HDE1,FDE1,FDC2,HDC2
Caleb,0,X1,HDE2,FDC8,FDE3,FDC9,FDE1,FDC2,HDC1,HDC3,HDE1,FDC4
Delilah,0,X1,FDC11,HDC2,HDE2,HDC1,FDC7,FDC10,FDE4,FDE5,HDE4,FDC2
Ethan,0,X1,FDE6,FDC7,HDE3,FDC6,FDC3,FDE4,HDE4,HDC1,FDC10,HDC2
Fiona,0,X1,FDC6,FDE5,FDC3,FDC2,HDE2,HDC1,HDC2,HDE3,FDC7,FDE1
Gabriel,0,X1,HDC4,HDE1,FDE1,FDC4,FDE3,HDE3,FDC9,HDC1,FDC3,FDC7
Hannah,0,X1,FDC7,HDE2,HDC4,HDC2,FDE6,FDC9,FDC4,FDE1,FDC10,HDE4
Isaac,0,X1,FDC3,FDC9,FDE2,FDC4,FDE1,HDC1,HDC2,FDC2,HDE3,HDE4
Jasmine,0,X1,FDC11,FDC6,HDC1,HDE1,FDC9,HDE4,FDC7,FDE2,HDC3,FDE5
Kaden,0,X2,HDC3,HDC2,FDC6,HDE1,FDC11,FDE2,FDE5,FDC2,FDC1,HDE4
Lily,0,X2,HDE1,HDE4,FDE1,HDC2,FDC4,HDC3,FDC6,FDC1,FDE5,FDC7
Mason,0,X2,FDC3,HDC1,FDE1,HDE3,HDE2,FDC7,FDC8,FDC6,FDE6,HDC4
Nora,0,X2,FDC3,HDE4,FDC11,HDC3,HDE3,FDC10,FDC7,FDE4,FDE2,HDC1
Oliver,0,X2,FDE1,FDC5,FDE6,HDE3,FDC7,HDC4,FDC8,HDC3,FDC9,HDE2
Penelope,0,X2,FDE1,HDC4,HDE1,HDC1,FDE2,FDC1,FDC8,HDE2,FDC5,FDC9
Quentin,0,X2,FDC3,HDE3,HDC2,FDE5,FDC5,FDC2,HDE2,FDE4,HDC4,FDC10
Rose,0,X2,FDE5,FDE1,HDC3,FDC8,FDC2,HDC1,HDE4,HDE3,FDC7,FDC10
Sebastian,0,X3,FDC2,FDC7,FDE1,FDC4,HDC2,HDE1,HDE2,FDC1,HDC1,FDE4
Tessa,0,X3,HDE1,FDC5,FDE1,FDC6,HDC2,HDC4,HDE2,FDC7,FDE4,FDC8
Uriel,0,X3,FDC11,FDE3,HDE4,FDC9,HDC1,FDC2,FDC1,HDE1,HDC3,FDE4
Violet,0,X3,FDC5,HDC4,HDC1,FDC11,HDE3,FDC7,HDE4,FDC6,FDE3,FDE1
William,0,X3,FDC6,HDC4,FDC9,FDC5,HDE2,FDE4,FDE5,HDC2,HDE3,FDC11
Xena,0,X3,FDC4,HDE3,FDC3,HDE4,FDE5,FDC5,HDC4,FDC1,HDC1,FDE3
Yosef,0,X3,FDE6,HDE3,HDC3,FDE4,HDE4,FDC7,FDC6,HDC1,FDC1,FDC11
Daniel,0,X3,FDC5,FDC11,HDC1,HDC4,FDE3,FDE5,HDE1,HDE3,FDC6,FDC3
Donald,0,X3,HDC3,FDC6,FDE4,HDE2,FDC9,FDC5,FDE1,HDC1,HDE1,FDC10
Zari,0,X3,FDC9,FDC7,HDC1,FDC1,FDE1,HDE2,FDC6,HDC4,FDE2,HDE3
Mohar,0,X3,HDC3,FDC1,HDC1,FDC3,HDE4,FDE3,FDC5,HDE1,FDE2,FDC10
Abdul,0,X3,HDE1,HDE3,HDC4,FDE5,FDE2,FDC10,FDC6,FDC1,FDC5,HDC2
