NAME,Rank,CATEGORY,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Aiden,0,X1,HDC2,HDE2,FDC11,HDC1,FDC8,FDE3,HDE4,FDC9,FDC7,FDE5
Bella,0,X1,FDE6,FDE1,HDC3,FDC9,HDC2,FDC11,FDC6,FDC7,HDE4,HDE2
Caleb,0,X1,FDC2,HDE3,HDC1,FDE3,HDC3,FDE4,FDC9,FDC5,FDC7,HDE2
Delilah,0,X1,FDC11,FDE2,FDE4,HDE4,FDC3,HDC2,FDC9,HDC3,HDE1,FDC2
Ethan,0,X1,FDC8,FDC5,FDE6,HDE1,HDC2,FDE2,FDC1,HDE4,HDC1,FDC2
Fiona,0,X1,FDC3,HDE2,FDC7,FDC11,HDC2,HDE1,FDE2,FDE3,FDC4,HDC3
Gabriel,0,X1,FDC5,HDE4,HDE3,FDC7,FDC3,FDE6,FDE2,HDC4,FDC6,HDC2
Hannah,0,X1,FDC2,FDE6,HDC3,FDC7,HDE2,FDC11,FDC1,FDE2,HDE4,HDC2
Isaac,0,X1,HDC1,HDC3,HDE4,FDC8,FDC3,HDE2,FDC4,FDE2,FDE4,FDC9
Jasmine,0,X1,FDC8,FDC1,HDC4,HDE4,HDC1,FDE4,FDC11,HDE2,FDE2,FDC6
Kaden,0,X2,FDC8,HDC3,FDE2,FDE1,FDC7,HDE1,HDC1,FDC3,FDC1,HDE3
Lily,0,X2,HDE1,FDE5,FDC1,HDC3,FDC8,FDC7,HDE4,FDE2,HDC1,FDC10
Mason,0,X2,FDC3,FDE6,HDE1,HDE4,HDC1,FDE3,HDC4,FDC8,FDC6,FDC10
Nora,0,X2,HDC4,FDC8,FDC9,HDC3,FDC1,HDE1,FDE2,FDC7,HDE4,FDE3
Oliver,0,X2,FDE5,FDC1,HDE1,HDE3,HDC2,FDE6,HDC1,FDC4,FDC5,FDC10
Penelope,0,X2,HDC3,FDC6,FDC10,HDE3,HDE2,FDE1,HDC1,FDC3,FDE6,FDC8
Quentin,0,X2,HDC1,FDE3,FDE2,FDC10,FDC2,HDE3,HDE1,FDC9,HDC3,FDC4
Rose,0,X2,FDE2,HDE2,HDE3,HDC3,FDC7,FDC2,FDC3,FDC8,FDE6,HDC1
Sebastian,0,X3,FDC3,FDC4,HDE4,FDC7,HDE3,FDC5,HDC1,FDE2,HDC3,FDE1
Tessa,0,X3,FDE6,HDE1,FDE5,HDE2,HDC3,FDC11,FDC4,FDC3,HDC1,FDC10
Uriel,0,X3,HDE2,HDC3,FDC9,FDC10,HDC4,FDE5,HDE1,FDC4,FDE6,FDC1
Violet,0,X3,HDC2,FDE4,FDC9,FDC8,FDE3,HDE3,FDC3,HDE2,HDC3,FDC7
William,0,X3,HDC2,FDE1,FDE4,FDC1,HDE3,HDE1,HDC3,FDC11,FDC6,FDC3
Xena,0,X3,FDE6,FDC9,FDC11,HDC4,FDE4,FDC3,HDC1,HDE1,FDC5,HDE2
Yosef,0,X3,FDC4,HDC1,FDC7,FDE5,HDE3,HDC2,FDE6,HDE4,FDC6,FDC10
Daniel,0,X3,FDE6,HDE3,HDC1,FDE1,FDC9,FDC2,HDC2,FDC1,FDC4,HDE1
Donald,0,X3,FDE5,FDC8,HDC3,HDC2,FDC4,FDC1,HDE1,FDE6,HDE2,FDC9
Zari,0,X3,HDE3,FDC11,HDC3,FDC3,FDE6,FDE4,HDE1,FDC2,HDC2,FDC8
Mohar,0,X3,FDE6,FDC9,FDE2,FDC8,FDC11,FDC4,HDC1,HDC3,HDE1,HDE4
Abdul,0,X3,FDE2,FDC6,FDC5,FDE1,HDE1,HDE4,FDC1,HDC4,FDC4,HDC3
